84,0.25,211/3,0
83,0.25,211/3,0
r,1/12,847/12,0
84,0.25,212/3,0
86,0.25,212/3,0
83,0.25,70.75,0
84,0.25,70.75,0
r,1/3,851/12,0
r,1.0,71.0,0
86,0.25,71.25,0
88,0.25,71.5,0
84,0.25,71.75,0
83,0.25,71.75,0
84,0.25,71.75,0
86,0.25,71.75,0
84,0.5,72.0,0
74,1.0,72.0,0
83,2/3,72.5,0
84,0.25,73.0,0
86,0.25,73.0,0
r,1/6,439/6,0
r,0.5,73.25,0
84,0.25,220/3,0
83,0.25,220/3,0
r,1/12,883/12,0
84,0.25,221/3,0
86,0.25,221/3,0
83,0.25,73.75,0
84,0.25,73.75,0
r,1/12,887/12,0
86,0.25,74.0,0
88,0.25,74.0,0
r,0.75,74.0,0
r,1/12,74.25,0
86,0.25,223/3,0
84,0.25,223/3,0
r,1/12,895/12,0
83,0.25,224/3,0
81,0.25,224/3,0
79,0.25,74.75,0
80,0.25,74.75,0
r,1/12,899/12,0
81,0.25,75.0,0
84,0.25,75.0,0
r,0.75,75.0,0
r,1/12,75.25,0
83,0.25,226/3,0
81,0.25,226/3,0
r,1/12,907/12,0
79,0.25,227/3,0
77,0.25,227/3,0
76,0.25,75.75,0
79,0.25,75.75,0
r,1/12,911/12,0
77,0.25,76.0,0
81,0.25,76.0,0
r,0.75,76.0,0
r,1/12,76.25,0
79,0.25,229/3,0
77,0.25,229/3,0
r,1/12,919/12,0
76,0.25,230/3,0
74,0.25,230/3,0
73,0.25,76.75,0
74,0.25,76.75,0
r,1/12,923/12,0
76,0.25,77.0,0
77,0.25,77.0,0
r,0.75,77.0,0
r,1/12,77.25,0
76,0.25,232/3,0
79,0.25,232/3,0
r,1/12,931/12,0
77,0.25,233/3,0
76,0.25,233/3,0
74,0.25,77.75,0
72,0.25,77.75,0
r,1/12,935/12,0
74,0.25,78.0,0
72,0.25,78.0,0
r,0.75,78.0,0
r,1/12,78.25,0
71,0.25,235/3,0
72,0.25,235/3,0
r,1/12,943/12,0
67,0.25,236/3,0
69,0.25,236/3,0
71,0.25,78.75,0
72,0.25,78.75,0
r,1/12,947/12,0
74,0.25,79.0,0
76,0.25,79.0,0
r,0.75,79.0,0
r,1/12,79.25,0
77,0.25,238/3,0
79,0.25,238/3,0
r,1/12,955/12,0
78,0.25,239/3,0
79,0.25,239/3,0
78,0.25,79.75,0
79,0.25,79.75,0
r,1/3,959/12,0
r,1.0,80.0,0
77,0.25,80.25,0
76,0.25,80.5,0
74,0.25,80.75,0
72,0.5,81.0,0
60,0.5,81.5,0
57,0.5,82.0,0
65,0.5,82.0,0
55,0.5,82.5,0
64,0.5,82.5,0
53,0.5,83.0,0
57,0.5,83.0,0
62,0.5,83.0,0
52,0.5,83.5,0
55,0.5,83.5,0
60,0.5,83.5,0
50,2.0,84.0,0
53,2.0,84.0,0
55,2.0,84.0,0
60,1.0,84.0,0
59,1.0,85.0,0
50,1.0,86.0,0
53,1.0,86.0,0
55,1.0,86.0,0
59,1.0,86.0,0
r,1.0,86.0,0
48,0.5,87.0,0
60,0.5,87.0,0
r,2/3,87.0,0
62,0.25,87.5,0
60,0.25,87.5,0
59,0.25,87.5,0
60,0.25,87.5,0
64,0.25,263/3,0
67,0.25,263/3,0
r,0.25,87.75,0
r,25/12,1055/12,0
67,0.25,88.0,0
65,0.25,88.0,0
r,0.25,88.25,0
65,0.25,88.5,0
64,0.25,88.5,0
r,0.25,88.75,0
64,0.25,89.0,0
62,0.25,89.0,0
r,0.25,89.25,0
62,0.25,89.5,0
60,0.25,89.5,0
r,0.25,89.75,0
53,2.0,90.0,0
50,2.0,90.0,0
55,2.0,90.0,0
60,1.0,90.0,0
59,1.0,91.0,0
62,1.0,92.0,0
65,1.0,92.0,0
71,1.0,92.0,0
r,1.0,92.0,0
64,0.5,93.0,0
72,0.5,93.0,0
60,0.75,93.5,0
62,0.25,94.25,0
64,0.25,94.25,0
65,0.25,94.5,0
67,0.25,94.5,0
69,0.25,94.75,0
70,0.25,94.75,0
72,0.25,95.0,0
71,0.25,95.0,0
72,0.25,95.25,0
74,0.25,95.25,0
72,0.25,95.5,0
70,0.25,95.5,0
69,0.25,95.75,0
67,0.25,95.75,0
69,0.5,96.0,0
70,0.25,96.5,0
69,0.25,96.5,0
67,0.25,96.5,0
69,0.25,96.75,0
72,0.25,96.75,0
70,0.5,97.0,0
69,0.5,97.5,0
67,0.5,98.0,0
65,0.5,98.5,0
65,1.0,99.0,0
60,1.5,99.0,0
64,0.5,100.0,0
60,0.5,100.5,0
r,1.5,100.5,0
59,0.5,101.0,0
62,0.5,101.0,0
58,0.5,101.5,0
64,0.5,101.5,0
65,0.25,102.0,0
r,1.0,102.0,0
72,0.25,102.25,0
72,0.25,102.5,0
72,0.25,102.75,0
67,1.0,103.0,0
72,0.25,103.0,0
70,0.25,103.25,0
70,0.25,103.5,0
70,0.25,103.75,0
65,1.0,104.0,0
70,0.25,104.0,0
69,0.25,104.25,0
69,0.25,104.5,0
69,0.25,104.75,0
69,1.0,105.0,0
65,1.0,105.0,0
r,0.75,105.0,0
70,0.25,105.75,0
69,0.25,105.75,0
64,0.5,106.0,0
67,0.5,106.0,0
r,2.0,106.0,0
60,0.25,106.5,0
61,0.25,106.5,0
62,0.25,106.75,0
63,0.25,106.75,0
r,0.25,107.0,0
64,0.25,107.25,0
65,0.25,107.25,0
66,0.25,107.5,0
67,0.25,107.5,0
68,0.25,107.75,0
69,2/3,108.0,0
70,0.25,326/3,0
69,0.25,326/3,0
67,0.25,326/3,0
r,1/12,1307/12,0
69,0.25,109.0,0
72,0.25,109.0,0
70,0.25,109.25,0
70,0.25,109.5,0
69,0.25,109.5,0
r,0.25,109.75,0
69,0.25,110.0,0
67,0.25,110.0,0
r,0.25,110.25,0
67,0.25,110.5,0
65,0.25,110.5,0
r,0.25,110.75,0
74,1.0,111.0,0
76,2/3,112.0,0
77,0.25,338/3,0
76,0.25,338/3,0
74,0.25,338/3,0
r,1/12,1355/12,0
76,0.25,113.0,0
79,0.25,113.0,0
77,0.25,113.0,0
76,0.25,113.25,0
77,0.25,113.25,0
76,0.25,113.5,0
77,0.25,113.5,0
79,0.25,113.75,0
77,0.25,113.75,0
76,0.25,114.0,0
74,0.25,114.0,0
73,0.25,114.25,0
74,0.25,114.25,0
76,0.25,114.5,0
74,0.25,114.5,0
72,0.25,114.75,0
70,0.25,114.75,0
69,2/3,115.0,0
70,0.25,347/3,0
69,0.25,347/3,0
67,0.25,347/3,0
r,1/12,1391/12,0
69,0.25,116.0,0
72,0.25,116.0,0
70,0.25,116.25,0
67,0.25,116.5,0
64,0.25,116.75,0
67,1.0,117.0,0
65,0.5,118.0,0
r,0.5,118.5,0
72,0.75,119.0,0
77,0.25,119.75,0
77,1.0,120.0,0
76,1.0,121.0,0
77,0.5,122.0,0
79,0.25,122.5,0
77,0.25,122.5,0
76,0.25,122.5,0
77,0.25,122.75,0
81,0.25,122.75,0
84,1.0,123.0,0
83,0.25,124.0,0
84,0.25,124.25,0
86,0.25,124.5,0
84,0.25,124.75,0
82,0.25,125.0,0
81,0.25,125.25,0
79,0.25,125.5,0
77,0.25,125.75,0
77,1.0,126.0,0
76,0.25,127.0,0
77,0.25,127.0,0
76,0.25,127.25,0
74,0.25,127.25,0
76,0.25,127.5,0
72,0.25,127.5,0
74,0.25,127.75,0
76,0.25,127.75,0
77,0.25,128.0,0
79,0.25,128.0,0
77,0.25,128.0,0
76,0.25,128.25,0
77,0.25,128.25,0
79,0.25,128.25,0
81,0.25,128.5,0
82,0.25,128.5,0
81,0.25,128.5,0
79,0.25,128.75,0
81,0.25,128.75,0
83,0.25,128.75,0
86,0.5,129.0,0
84,0.5,129.5,0
r,0.25,130.0,0
83,0.25,130.25,0
84,0.25,130.25,0
r,1/6,130.5,0
86,0.25,392/3,0
84,0.25,392/3,0
r,1/3,1571/12,0
84,0.25,131.25,0
83,0.25,131.25,0
r,1/6,131.5,0
84,0.25,395/3,0
82,0.25,395/3,0
r,1/12,1583/12,0
81,2/3,132.0,0
82,0.25,398/3,0
81,0.25,398/3,0
79,0.25,398/3,0
r,1/12,1595/12,0
81,0.25,133.0,0
84,0.25,133.25,0
82,0.25,133.25,0
r,1/6,133.5,0
82,0.25,401/3,0
81,0.25,401/3,0
r,1/3,1607/12,0
81,0.25,134.25,0
79,0.25,134.25,0
r,1/6,134.5,0
79,0.25,404/3,0
77,0.25,404/3,0
r,1/12,1619/12,0
72,1.0,135.0,0
76,1.0,135.0,0
70,1.0,136.0,0
74,1.0,136.0,0
74,0.75,137.0,0
86,0.75,137.0,0
72,0.25,137.75,0
84,0.25,137.75,0
84,0.25,138.0,0
89,0.5,138.25,0
88,0.25,138.75,0
86,0.25,138.75,0
85,0.25,139.0,0
88,0.25,139.0,0
86,0.25,139.25,0
84,0.25,139.25,0
82,0.25,139.5,0
81,0.25,139.5,0
84,0.25,139.75,0
82,0.25,139.75,0
81,0.25,140.0,0
79,0.25,140.0,0
82,0.25,140.25,0
79,0.25,140.25,0
77,0.25,140.5,0
76,0.25,140.5,0
79,0.25,140.75,0
76,0.25,140.75,0
76,1.0,141.0,0
79,1.0,141.0,0
77,0.25,142.0,0
72,0.25,142.25,0
77,0.25,142.5,0
72,0.25,142.75,0
70,0.25,143.0,0
69,0.25,143.25,0
67,0.25,143.5,0
65,0.25,143.75,0
55,1.0,144.0,0
65,0.5,144.0,0
64,2/3,144.5,0
65,0.25,145.0,0
67,0.25,145.0,0
r,7/12,871/6,0
r,1/12,145.25,0
65,0.25,436/3,0
64,0.25,436/3,0
r,1/12,1747/12,0
65,0.25,437/3,0
67,0.25,437/3,0
64,0.25,145.75,0
65,0.25,145.75,0
r,1/12,1751/12,0
60,1.0,146.0,0
r,0.25,146.0,0
67,0.25,146.25,0
69,0.25,146.5,0
65,0.25,146.75,0
55,1.0,147.0,0
65,0.5,147.0,0
r,2.75,147.0,0
64,2/3,147.5,0
65,0.25,148.0,0
67,0.25,148.0,0
r,7/12,889/6,0
r,1/12,148.25,0
65,0.25,445/3,0
64,0.25,445/3,0
r,1/12,1783/12,0
65,0.25,446/3,0
67,0.25,446/3,0
64,0.25,148.75,0
65,0.25,148.75,0
r,1/12,1787/12,0
60,1.0,149.0,0
69,0.25,149.0,0
72,0.25,149.0,0
r,1/12,149.25,0
70,0.25,448/3,0
69,0.25,448/3,0
r,1/12,1795/12,0
67,0.25,449/3,0
65,0.25,449/3,0
63,0.25,149.75,0
62,0.25,149.75,0
r,1/12,1799/12,0
63,0.25,150.0,0
62,0.25,150.0,0
r,0.75,150.0,0
r,1/12,150.25,0
61,0.25,451/3,0
62,0.25,451/3,0
r,1/12,1807/12,0
64,0.25,452/3,0
65,0.25,452/3,0
66,0.25,150.75,0
67,0.25,150.75,0
r,1/12,1811/12,0
69,0.25,151.0,0
70,0.25,151.0,0
r,0.75,151.0,0
r,1/12,151.25,0
72,0.25,454/3,0
74,0.25,454/3,0
r,1/12,1819/12,0
76,0.25,455/3,0
77,0.25,455/3,0
78,0.25,151.75,0
79,0.25,151.75,0
r,1/12,1823/12,0
81,0.25,152.0,0
82,0.25,152.0,0
r,0.75,152.0,0
r,1/12,152.25,0
84,0.25,457/3,0
86,0.25,457/3,0
r,1/12,1831/12,0
88,0.25,458/3,0
89,0.25,458/3,0
86,0.25,152.75,0
84,0.25,152.75,0
r,1/12,1835/12,0
86,0.25,153.0,0
84,0.25,153.0,0
r,0.75,153.0,0
r,1/12,153.25,0
83,0.25,460/3,0
84,0.25,460/3,0
r,1/12,1843/12,0
89,0.25,461/3,0
88,0.25,461/3,0
86,0.25,153.75,0
84,0.25,153.75,0
r,1/12,1847/12,0
83,0.25,154.0,0
82,0.25,154.0,0
r,0.75,154.0,0
r,1/12,154.25,0
81,0.25,463/3,0
79,0.25,463/3,0
r,1/12,1855/12,0
77,0.25,464/3,0
76,0.25,464/3,0
74,0.25,154.75,0
72,0.25,154.75,0
r,1/3,1859/12,0
r,1.0,155.0,0
70,0.25,155.25,0
69,0.25,155.5,0
67,0.25,155.75,0
65,2.5,156.0,0
r,0.5,156.0,0
53,0.5,156.5,0
58,0.5,157.0,0
57,0.5,157.5,0
55,0.5,158.0,0
53,0.25,158.5,0
60,0.25,158.5,0
r,0.5,158.5,0
65,0.25,158.75,0
55,2.0,159.0,0
58,2.0,159.0,0
60,2.0,159.0,0
65,1.0,159.0,0
64,1.0,160.0,0
55,1.0,161.0,0
58,1.0,161.0,0
60,1.0,161.0,0
64,1.0,161.0,0
r,1.0,161.0,0
57,0.25,162.0,0
60,0.25,162.0,0
65,0.25,162.0,0
57,0.25,162.0,0
r,1/12,162.25,0
60,0.25,487/3,0
65,0.25,487/3,0
r,1/12,1951/12,0
69,0.25,488/3,0
72,0.25,488/3,0
r,1/12,1955/12,0
72,0.25,163.0,0
65,0.25,163.0,0
r,1/12,163.25,0
70,0.25,490/3,0
70,0.25,490/3,0
r,1/12,1963/12,0
64,0.25,491/3,0
69,0.25,491/3,0
r,1/12,1967/12,0
69,0.25,164.0,0
62,0.25,164.0,0
r,1/12,164.25,0
67,0.25,493/3,0
67,0.25,493/3,0
r,1/12,1975/12,0
60,0.25,494/3,0
65,0.25,494/3,0
r,1/12,1979/12,0
65,1.0,165.0,0
55,1.75,165.0,0
58,1.75,165.0,0
60,1.75,165.0,0
64,1.0,166.0,0
r,1.25,166.75,0
67,1.0,167.0,0
70,1.0,167.0,0
72,1.0,167.0,0
76,1.0,167.0,0
r,0.25,168.0,0
65,0.25,168.25,0
69,0.25,168.25,0
72,0.25,168.25,0
r,0.25,168.5,0
77,0.25,168.75,0
81,0.25,168.75,0
84,0.25,168.75,0
84,0.25,169.0,0
81,0.25,169.0,0
82,0.25,169.0,0
r,0.25,169.25,0
82,0.25,169.5,0
80,0.25,169.5,0
81,0.25,169.5,0
r,0.25,169.75,0
81,0.25,170.0,0
78,0.25,170.0,0
79,0.25,170.0,0
r,0.25,170.25,0
79,0.25,170.5,0
76,0.25,170.5,0
77,0.25,170.5,0
r,0.25,170.75,0
77,1.0,171.0,0
r,1.75,171.0,0
72,0.25,172.0,0
74,0.25,172.0,0
r,1/12,172.25,0
76,0.25,517/3,0
77,0.25,517/3,0
r,1/12,2071/12,0
79,0.25,518/3,0
81,0.25,518/3,0
82,0.25,172.75,0
84,0.25,172.75,0
r,1/12,2075/12,0
83,0.25,173.0,0
84,0.25,173.0,0
r,0.75,173.0,0
r,1/12,173.25,0
86,0.25,520/3,0
84,0.25,520/3,0
r,1/12,2083/12,0
82,0.25,521/3,0
81,0.25,521/3,0
79,0.25,173.75,0
r,1/12,2087/12,0
77,0.5,174.0,0
r,0.5,174.5,0
72,0.25,175.0,0
74,0.25,175.0,0
72,0.25,175.0,0
71,0.25,175.0,0
72,0.25,175.0,0
74,0.25,175.25,0
76,0.25,175.25,0
77,0.25,175.5,0
79,0.25,175.5,0
81,0.25,175.75,0
82,0.25,175.75,0
84,0.25,176.0,0
83,0.25,176.0,0
84,0.25,176.25,0
86,0.25,176.25,0
84,0.25,176.5,0
82,0.25,176.5,0
81,0.25,176.75,0
79,0.25,176.75,0
79,1.5,177.0,0
79,0.25,178.5,0
81,0.25,178.5,0
79,0.25,178.5,0
78,0.25,178.75,0
79,0.25,178.75,0
81,0.25,178.75,0
84,0.25,179.0,0
82,0.25,179.25,0
79,0.25,179.5,0
76,0.25,179.75,0
76,1.0,180.0,0
79,1.0,180.0,0
77,0.5,181.0,0
r,1.5,181.5,0
67,0.25,183.0,0
70,0.25,183.0,0
72,0.25,183.0,0
76,0.25,183.0,0
79,0.25,183.0,0
r,0.75,183.25,0
69,0.25,184.0,0
72,0.25,184.0,0
77,0.25,184.0,0
r,1.75,184.25,0
r,3.0,0.0,1
53,2.0,3.0,1
60,1.0,3.0,1
62,0.5,4.0,1
60,0.5,4.5,1
58,0.5,5.0,1
53,1.0,5.0,1
57,0.5,5.5,1
48,4/3,6.0,1
57,1.0,6.0,1
55,1/3,7.0,1
r,5/3,22/3,1
r,5/3,22/3,1
57,1.0,9.0,1
60,1.0,9.0,1
52,1.0,10.0,1
60,1.0,10.0,1
53,1.0,11.0,1
60,1.0,11.0,1
48,1.5,12.0,1
60,1.0,12.0,1
r,2.0,13.0,1
r,1.5,13.5,1
53,2.0,15.0,1
60,1.0,15.0,1
62,0.5,16.0,1
60,0.5,16.5,1
58,0.5,17.0,1
53,1.0,17.0,1
57,0.5,17.5,1
58,1.0,18.0,1
62,1.0,18.0,1
58,1.0,19.0,1
60,1.0,19.0,1
57,1.0,20.0,1
65,1.0,20.0,1
58,1.0,21.0,1
65,1.0,21.0,1
60,1.0,22.0,1
65,1.0,22.0,1
48,0.25,23.0,1
52,0.25,23.25,1
55,0.25,23.5,1
58,0.25,23.75,1
53,1.0,24.0,1
58,1.0,24.0,1
53,0.5,25.0,1
57,0.5,25.0,1
r,1.5,25.5,1
48,3.0,27.0,1
55,0.25,27.0,1
58,0.25,27.25,1
60,0.25,27.5,1
58,0.25,27.75,1
55,0.25,28.0,1
58,0.25,28.25,1
60,0.25,28.5,1
58,0.25,28.75,1
53,0.25,29.0,1
57,0.25,29.25,1
60,0.25,29.5,1
57,0.25,29.75,1
48,3.0,30.0,1
52,0.25,30.0,1
55,0.25,30.25,1
60,0.25,30.5,1
55,0.25,30.75,1
52,0.25,31.0,1
55,0.25,31.25,1
60,0.25,31.5,1
55,0.25,31.75,1
53,0.25,32.0,1
57,0.25,32.25,1
60,0.25,32.5,1
57,0.25,32.75,1
48,3.0,33.0,1
55,0.25,33.0,1
58,0.25,33.25,1
60,0.25,33.5,1
58,0.25,33.75,1
55,0.25,34.0,1
58,0.25,34.25,1
60,0.25,34.5,1
58,0.25,34.75,1
57,0.25,35.0,1
60,0.25,35.25,1
57,0.25,35.5,1
53,0.25,35.75,1
48,0.25,36.0,1
52,0.25,36.25,1
55,0.25,36.5,1
60,0.25,36.75,1
64,0.25,37.0,1
67,0.25,37.25,1
60,0.25,37.5,1
64,0.25,37.75,1
62,0.25,38.0,1
65,0.25,38.25,1
64,0.25,38.5,1
67,0.25,38.75,1
65,2.0,39.0,1
r,0.25,39.0,1
72,0.25,39.25,1
77,0.25,39.5,1
76,0.25,39.75,1
74,0.5,40.0,1
72,0.5,40.5,1
65,1.0,41.0,1
70,0.5,41.0,1
69,0.5,41.5,1
58,1.5,42.0,1
65,1.5,42.0,1
r,0.5,43.5,1
58,0.75,44.0,1
64,0.75,44.0,1
57,0.25,44.75,1
65,0.25,44.75,1
57,1.0,45.0,1
65,1.0,45.0,1
r,1.25,45.0,1
58,1.0,46.0,1
62,0.25,46.25,1
67,0.25,46.5,1
70,0.25,46.75,1
65,0.25,47.0,1
60,1.0,47.0,1
69,0.25,47.25,1
67,0.25,47.5,1
64,0.25,47.75,1
53,1.5,48.0,1
64,1.0,48.0,1
65,0.5,49.0,1
r,1.5,49.5,1
r,1.5,49.5,1
r,0.25,51.0,1
65,0.25,51.25,1
62,0.25,51.25,1
67,0.25,51.5,1
64,0.25,51.5,1
65,0.25,51.75,1
69,0.25,51.75,1
r,0.25,52.0,1
65,0.25,52.25,1
69,0.25,52.25,1
68,0.25,52.5,1
64,0.25,52.5,1
69,0.25,52.75,1
65,0.25,52.75,1
r,0.25,53.0,1
69,0.25,53.25,1
65,0.25,53.25,1
67,0.25,53.5,1
64,0.25,53.5,1
62,0.25,53.75,1
65,0.25,53.75,1
r,0.25,54.0,1
67,0.25,54.25,1
64,0.25,54.25,1
69,0.25,54.5,1
65,0.25,54.5,1
70,0.25,54.75,1
67,0.25,54.75,1
r,0.25,55.0,1
67,0.25,55.25,1
70,0.25,55.25,1
66,0.25,55.5,1
69,0.25,55.5,1
67,0.25,55.75,1
70,0.25,55.75,1
r,0.25,56.0,1
70,0.25,56.25,1
67,0.25,56.25,1
65,0.25,56.5,1
69,0.25,56.5,1
67,0.25,56.75,1
64,0.25,56.75,1
r,0.25,57.0,1
61,0.25,57.25,1
64,0.25,57.25,1
62,0.25,57.5,1
65,0.25,57.5,1
67,0.25,57.75,1
64,0.25,57.75,1
r,0.25,58.0,1
67,0.25,58.25,1
64,0.25,58.25,1
63,0.25,58.5,1
66,0.25,58.5,1
64,0.25,58.75,1
67,0.25,58.75,1
r,0.25,59.0,1
64,0.25,59.25,1
67,0.25,59.25,1
65,0.25,59.5,1
62,0.25,59.5,1
61,0.25,59.75,1
64,0.25,59.75,1
r,0.25,60.0,1
62,0.25,60.25,1
65,0.25,60.25,1
67,0.25,60.5,1
64,0.25,60.5,1
69,0.25,60.75,1
65,0.25,60.75,1
r,0.25,61.0,1
69,0.25,61.25,1
65,0.25,61.25,1
67,0.25,61.5,1
64,0.25,61.5,1
65,0.25,61.75,1
62,0.25,61.75,1
r,0.25,62.0,1
62,0.25,62.25,1
65,0.25,62.25,1
61,0.25,62.5,1
64,0.25,62.5,1
62,0.25,62.75,1
65,0.25,62.75,1
r,0.25,63.0,1
59,0.25,63.25,1
62,0.25,63.25,1
60,0.25,63.5,1
64,0.25,63.5,1
65,0.25,63.75,1
62,0.25,63.75,1
r,0.25,64.0,1
65,0.25,64.25,1
62,0.25,64.25,1
64,0.25,64.5,1
60,0.25,64.5,1
59,0.25,64.75,1
62,0.25,64.75,1
r,0.25,65.0,1
59,0.25,65.25,1
62,0.25,65.25,1
61,0.25,65.5,1
58,0.25,65.5,1
59,0.25,65.75,1
62,0.25,65.75,1
r,0.25,66.0,1
64,0.25,66.25,1
60,0.25,66.25,1
59,0.25,66.5,1
63,0.25,66.5,1
60,0.25,66.75,1
64,0.25,66.75,1
r,0.25,67.0,1
62,0.25,67.25,1
65,0.25,67.25,1
61,0.25,67.5,1
64,0.25,67.5,1
62,0.25,67.75,1
65,0.25,67.75,1
r,0.25,68.0,1
64,0.25,68.25,1
67,0.25,68.25,1
63,0.25,68.5,1
66,0.25,68.5,1
64,0.25,68.75,1
67,0.25,68.75,1
65,2.0,69.0,1
67,1.0,69.0,1
68,0.5,70.0,1
67,0.5,70.5,1
76,0.5,71.0,1
64,1.0,71.0,1
67,1.0,71.0,1
72,0.5,71.5,1
65,2.0,72.0,1
67,1.0,72.0,1
68,0.5,73.0,1
67,0.5,73.5,1
64,1.0,74.0,1
67,1.0,74.0,1
76,0.5,74.0,1
72,0.5,74.5,1
65,0.5,75.0,1
69,0.5,75.0,1
r,1.5,75.5,1
