r,4.0,0.0
64,2.0,4.0
62,0.25,6.0
64,0.25,6.25
62,0.25,6.5
64,0.25,6.75
65,0.25,7.0
r,0.25,7.25
64,0.25,7.5
r,0.25,7.75
62,1/3,8.0
r,2/3,25/3
67,1/3,9.0
r,2/3,28/3
r,1.5,10.0
r,0.25,11.5
r,0.25,11.75
65,2.0,12.0
64,0.25,14.0
65,0.25,14.25
64,0.25,14.5
65,0.25,14.75
67,0.25,15.0
r,0.25,15.25
65,0.25,15.5
r,0.25,15.75
64,1/3,16.0
r,2/3,49/3
72,1/3,17.0
r,2/3,52/3
r,1.75,18.0
r,0.25,19.75
72,2.0,20.0
71,0.25,22.0
72,0.25,22.25
71,0.25,22.5
72,0.25,22.75
74,0.25,23.0
r,0.25,23.25
71,0.25,23.5
r,0.25,23.75
67,1.0,24.0
72,1.0,25.0
71,0.25,26.0
72,0.25,26.25
71,0.25,26.5
72,0.25,26.75
74,0.25,27.0
r,0.25,27.25
71,0.25,27.5
r,0.25,27.75
67,1.0,28.0
72,1.0,29.0
62,1.0,30.0
69,1.0,31.0
62,1.0,32.0
67,1.0,33.0
64,1.0,34.0
r,0.5,35.0
r,0.25,35.5
r,0.25,35.75
r,1.0,36.0
67,2.0,37.0
65,1.0,39.0
64,1.0,40.0
67,2.0,41.0
65,1.0,43.0
64,0.5,44.0
r,1.0,44.5
r,0.5,45.5
69,0.5,46.0
r,0.75,46.5
r,0.75,47.25
67,0.5,48.0
r,1.0,48.5
r,0.5,49.5
59,0.5,50.0
r,0.5,50.5
r,1.0,51.0
60,0.5,52.0
r,0.5,52.5
64,0.5,53.0
64,0.5,53.5
64,0.5,54.0
r,0.5,54.5
67,0.5,55.0
67,0.5,55.5
67,0.5,56.0
r,0.5,56.5
72,0.5,57.0
72,0.5,57.5
72,0.5,58.0
r,0.5,58.5
76,0.5,59.0
76,0.5,59.5
76,0.5,60.0
74,0.25,60.5
r,0.25,60.75
74,0.5,61.0
72,0.25,61.5
r,0.25,61.75
72,0.5,62.0
71,0.25,62.5
r,0.25,62.75
71,0.5,63.0
69,0.25,63.5
r,0.25,63.75
69,0.5,64.0
67,0.25,64.5
r,0.25,64.75
67,0.5,65.0
65,0.25,65.5
r,0.25,65.75
65,0.5,66.0
64,0.25,66.5
r,0.25,66.75
64,0.5,67.0
62,0.25,67.5
r,0.25,67.75
60,0.5,68.0
r,0.5,68.5
64,0.5,69.0
64,0.5,69.5
64,1/3,70.0
r,2/3,211/3
67,0.5,71.0
67,0.5,71.5
67,0.5,72.0
r,0.5,72.5
72,0.5,73.0
72,0.5,73.5
72,0.5,74.0
r,0.5,74.5
76,0.5,75.0
76,0.5,75.5
76,0.5,76.0
74,0.25,76.5
r,0.25,76.75
74,0.5,77.0
72,0.25,77.5
r,0.25,77.75
71,0.5,78.0
69,0.25,78.5
r,0.25,78.75
69,0.5,79.0
67,0.25,79.5
r,0.25,79.75
67,0.5,80.0
r,7.75,80.0
65,0.25,80.5
r,0.25,80.75
65,0.5,81.0
64,0.25,81.5
r,0.25,81.75
64,0.5,82.0
62,0.25,82.5
r,0.25,82.75
62,0.5,83.0
60,0.25,83.5
r,0.25,83.75
59,1.0,84.0
r,2.0,85.0
83,0.25,87.0
84,0.25,87.0
r,1/12,87.25
83,0.25,262/3
84,0.25,262/3
r,1/12,1051/12
83,0.25,263/3
81,0.25,263/3
83,0.25,87.75
r,1/12,1055/12
84,1.5,88.0
r,7.75,88.0
84,0.25,89.5
83,0.25,89.5
81,0.25,89.75
79,0.25,89.75
77,0.25,90.0
r,0.25,90.25
77,0.5,90.5
76,0.25,91.0
r,0.25,91.25
76,0.5,91.5
74,1.0,92.0
r,2.0,93.0
86,0.25,95.0
88,0.25,95.0
r,1/12,95.25
86,0.25,286/3
88,0.25,286/3
r,1/12,1147/12
86,0.25,287/3
84,0.25,287/3
86,0.25,95.75
r,1/12,1151/12
88,1.5,96.0
88,0.25,97.5
86,0.25,97.5
84,0.25,97.5
83,0.25,97.75
81,0.25,97.75
79,0.25,97.75
77,0.25,98.0
r,0.25,98.25
77,0.5,98.5
76,0.25,99.0
r,0.25,99.25
76,0.5,99.5
74,0.25,100.0
79,0.25,100.25
78,0.25,100.5
76,0.25,100.75
74,0.25,101.0
72,0.25,101.25
71,0.25,101.5
69,0.25,101.75
67,0.25,102.0
67,0.25,102.25
66,0.25,102.5
64,0.25,102.75
62,0.25,103.0
60,0.25,103.25
59,0.25,103.5
57,0.25,103.75
55,5/3,104.0
r,7.75,104.0
r,7/3,317/3
74,0.5,108.0
76,0.25,108.5
74,0.25,108.5
73,0.25,108.75
74,0.25,108.75
76,0.5,109.0
78,0.5,109.5
79,0.5,110.0
81,0.5,110.5
82,0.5,111.0
74,1/3,111.5
76,0.25,111.75
r,1/6,671/6
74,0.5,112.0
73,0.25,112.5
r,0.25,112.75
73,0.25,113.0
r,0.25,113.25
73,0.25,113.5
r,0.25,113.75
73,2.0,114.0
72,0.5,116.0
78,0.5,116.5
81,0.5,117.0
78,0.5,117.5
84,0.5,118.0
81,0.5,118.5
78,0.5,119.0
72,0.5,119.5
71,0.5,120.0
80,0.5,120.5
79,0.5,121.0
77,0.5,121.5
75,0.5,122.0
74,0.5,122.5
72,0.5,123.0
71,0.5,123.5
74,1.0,124.0
72,2.0,125.0
70,2.0,127.0
r,7.75,128.0
69,2.0,129.0
79,1.0,131.0
78,0.25,132.0
r,0.25,132.25
81,0.5,132.5
83,0.5,133.0
85,0.5,133.5
86,0.5,134.0
88,0.5,134.5
89,0.5,135.0
