69,1.0,553.0,0
69,3.0,554.0,0
74,3.0,557.0,0
76,2.0,560.0,0
78,0.5,562.0,0
79,0.5,562.5,0
78,1.0,563.0,0
r,2.0,564.0,0
62,4.0,566.0,0
64,1.0,570.0,0
66,1.0,571.0,0
69,1.0,572.0,0
67,4.0,573.0,0
66,2.0,577.0,0
64,1.0,579.0,0
62,2.0,580.0,0
61,1.0,582.0,0
57,1.5,583.0,0
62,0.5,584.5,0
66,0.5,585.0,0
69,0.5,585.5,0
74,0.5,586.0,0
78,0.5,586.5,0
81,0.5,587.0,0
78,0.5,587.5,0
74,1/3,588.0,0
69,1/3,1765/3,0
66,1/3,1766/3,0
69,1/3,589.0,0
67,1/3,1768/3,0
64,1/3,1769/3,0
74,4.0,590.0,0
76,1.0,594.0,0
78,1.0,595.0,0
81,1.0,596.0,0
79,4.0,597.0,0
78,2.0,601.0,0
76,1.0,603.0,0
74,2.0,604.0,0
73,1.0,606.0,0
69,1.5,607.0,0
62,0.5,608.5,0
66,0.5,609.0,0
69,0.5,609.5,0
74,0.5,610.0,0
78,0.5,610.5,0
81,1.0,611.0,0
79,1.0,612.0,0
78,2.0,613.0,0
76,1.0,615.0,0
74,2.0,616.0,0
73,1.0,618.0,0
76,1.0,619.0,0
74,1.0,620.0,0
r,2.0,621.0,0
71,3.0,623.0,0
69,4.0,626.0,0
68,0.5,630.0,0
71,0.5,630.5,0
74,2.0,631.0,0
73,1.0,633.0,0
r,1.0,634.0,0
78,3.0,635.0,0
76,4.0,638.0,0
75,0.5,642.0,0
78,0.5,642.5,0
81,2.0,643.0,0
80,1.0,645.0,0
r,1.0,646.0,0
r,0.5,647.0,0
71,0.5,647.5,0
70,0.5,648.0,0
71,0.5,648.5,0
73,0.5,649.0,0
71,0.5,649.5,0
69,3.0,650.0,0
68,0.5,653.0,0
69,0.5,653.5,0
71,0.5,654.0,0
73,0.5,654.5,0
74,0.5,655.0,0
76,0.5,655.5,0
74,0.5,656.0,0
73,0.5,656.5,0
71,0.5,657.0,0
69,0.5,657.5,0
68,0.5,658.0,0
69,0.5,658.5,0
r,0.5,659.0,0
78,0.5,659.5,0
77,0.5,660.0,0
78,0.5,660.5,0
80,0.5,661.0,0
78,0.5,661.5,0
77,0.5,662.0,0
78,0.5,662.5,0
76,2.0,663.0,0
75,0.5,665.0,0
76,0.5,665.5,0
78,0.5,666.0,0
80,0.5,666.5,0
81,0.5,667.0,0
83,0.5,667.5,0
81,0.5,668.0,0
80,0.5,668.5,0
78,0.5,669.0,0
76,0.5,669.5,0
75,0.5,670.0,0
76,0.5,670.5,0
75,0.5,671.0,0
76,0.5,671.5,0
78,0.5,672.0,0
80,0.5,672.5,0
81,0.5,673.0,0
83,0.5,673.5,0
81,0.5,674.0,0
80,0.5,674.5,0
78,0.5,675.0,0
76,0.5,675.5,0
75,0.5,676.0,0
76,0.5,676.5,0
75,0.5,677.0,0
76,0.5,677.5,0
78,0.5,678.0,0
80,0.5,678.5,0
81,0.5,679.0,0
83,0.5,679.5,0
81,0.5,680.0,0
80,0.5,680.5,0
78,0.5,681.0,0
76,0.5,681.5,0
75,0.5,682.0,0
73,0.5,682.5,0
71,0.5,683.0,0
69,0.5,683.5,0
68,0.5,684.0,0
66,0.5,684.5,0
64,0.5,685.0,0
63,0.5,685.5,0
64,6.0,686.0,0
65,3.0,692.0,0
66,3.0,695.0,0
68,3.0,698.0,0
69,3.0,701.0,0
70,3.0,704.0,0
71,1.0,707.0,0
73,1.0,708.0,0
74,1.0,709.0,0
69,2.0,710.0,0
68,1.0,712.0,0
69,0.5,713.0,0
73,0.5,713.5,0
71,0.5,714.0,0
69,0.5,714.5,0
68,0.5,715.0,0
66,0.5,715.5,0
65,3.0,716.0,0
66,3.0,719.0,0
68,3.0,722.0,0
69,3.0,725.0,0
71,3.0,728.0,0
72,3.0,731.0,0
73,5.0,734.0,0
72,1.0,739.0,0
73,2.0,740.0,0
72,1.0,742.0,0
73,2.0,743.0,0
72,1.0,745.0,0
73,5.0,746.0,0
73,1.0,751.0,0
74,2.0,752.0,0
73,1.0,754.0,0
74,2.0,755.0,0
73,1.0,757.0,0
74,6.0,758.0,0
74,2.0,764.0,0
73,1.0,766.0,0
74,2.0,767.0,0
73,1.0,769.0,0
74,5.0,770.0,0
74,1.0,775.0,0
73,2.0,776.0,0
74,1.0,778.0,0
73,2.0,779.0,0
71,1.0,781.0,0
69,5.0,782.0,0
71,1.0,787.0,0
69,2.0,788.0,0
71,1.0,790.0,0
69,2.0,791.0,0
67,1.0,793.0,0
66,5.0,794.0,0
67,1.0,799.0,0
66,2.0,800.0,0
67,1.0,802.0,0
66,2.0,803.0,0
68,1.0,805.0,0
69,2.0,806.0,0
71,1.0,808.0,0
73,2.0,809.0,0
74,1.0,811.0,0
76,3.0,812.0,0
76,1/3,815.0,0
75,1/3,2446/3,0
78,1/3,2447/3,0
76,1/3,816.0,0
74,1/3,2449/3,0
73,1/3,2450/3,0
71,1/3,817.0,0
69,1/3,817.0,0
68,0.25,2452/3,0
66,0.25,2452/3,0
r,1/6,9811/12,0
64,0.25,817.75,0
81,3.0,818.0,0
r,3.0,821.0,0
81,1/3,824.0,0
80,1/3,2473/3,0
83,1/3,2474/3,0
81,1/3,825.0,0
80,1/3,2476/3,0
78,1/3,2477/3,0
76,1/3,826.0,0
74,1/3,826.0,0
73,0.25,2479/3,0
71,0.25,2479/3,0
r,1/6,9919/12,0
69,0.25,826.75,0
68,1.0,827.0,0
r,2.0,828.0,0
76,5.0,830.0,0
75,1.0,835.0,0
76,2.0,836.0,0
78,1.0,838.0,0
76,2.0,839.0,0
74,1.0,841.0,0
73,5.0,842.0,0
72,1.0,847.0,0
73,2.0,848.0,0
74,1.0,850.0,0
73,2.0,851.0,0
71,1.0,853.0,0
69,5.0,854.0,0
68,1.0,859.0,0
69,2.0,860.0,0
68,1.0,862.0,0
69,2.0,863.0,0
70,1.0,865.0,0
71,2.0,866.0,0
73,1.0,868.0,0
74,2.0,869.0,0
75,1.0,871.0,0
76,2.0,872.0,0
78,1.0,874.0,0
79,2.0,875.0,0
80,1.0,877.0,0
81,3.0,878.0,0
81,1/3,881.0,0
80,1/3,2644/3,0
83,1/3,2645/3,0
81,1/3,882.0,0
80,1/3,2647/3,0
78,1/3,2648/3,0
76,1/3,883.0,0
74,1/3,883.0,0
73,0.25,2650/3,0
71,0.25,2650/3,0
r,1/6,10603/12,0
69,0.25,883.75,0
81,3.0,884.0,0
r,3.0,887.0,0
81,1/3,890.0,0
80,1/3,2671/3,0
83,1/3,2672/3,0
81,1/3,891.0,0
80,1/3,2674/3,0
78,1/3,2675/3,0
76,1/3,892.0,0
74,1/3,892.0,0
73,0.25,2677/3,0
71,0.25,2677/3,0
r,1/6,10711/12,0
69,0.25,892.75,0
r,3.0,893.0,0
76,7.0,896.0,0
74,1.0,903.0,0
73,1.0,904.0,0
73,2.0,905.0,0
71,1.0,907.0,0
69,1.0,908.0,0
r,1.0,909.0,0
76,3.0,910.0,0
64,3.0,913.0,0
69,2.0,916.0,0
68,1.0,918.0,0
74,2.0,919.0,0
73,1.0,921.0,0
81,3.0,922.0,0
69,3.0,925.0,0
78,2.0,928.0,0
76,1.0,930.0,0
74,1.0,931.0,0
73,1.0,932.0,0
69,1.0,933.0,0
64,3.0,934.0,0
76,3.0,934.0,0
52,3.0,939.0,0
64,3.0,939.0,0
57,2.0,944.0,0
69,2.0,944.0,0
56,1.0,947.0,0
68,1.0,947.0,0
62,2.0,948.0,0
74,2.0,948.0,0
61,1.0,951.0,0
73,1.0,951.0,0
69,3.0,952.0,0
81,3.0,952.0,0
57,3.0,957.0,0
69,3.0,957.0,0
66,2.0,962.0,0
78,2.0,962.0,0
64,1.0,965.0,0
76,1.0,965.0,0
62,1.0,966.0,0
74,1.0,966.0,0
61,1.0,967.0,0
73,1.0,967.0,0
69,1.0,968.0,0
69,3.0,969.0,0
81,3.0,969.0,0
57,3.0,974.0,0
69,3.0,974.0,0
66,2.0,979.0,0
78,2.0,979.0,0
64,1.0,982.0,0
76,1.0,982.0,0
62,1.0,983.0,0
74,1.0,983.0,0
61,1.0,984.0,0
73,1.0,984.0,0
69,1.0,985.0,0
66,2.0,986.0,0
78,2.0,986.0,0
64,1.0,989.0,0
76,1.0,989.0,0
62,1.0,990.0,0
74,1.0,990.0,0
61,1.0,991.0,0
73,1.0,991.0,0
69,1.0,992.0,0
66,2.0,993.0,0
64,1.0,995.0,0
62,2.0,996.0,0
61,1.0,998.0,0
59,1.0,999.0,0
r,3.0,1000.0,0
r,3.0,1003.0,0
r,3.0,1006.0,0
r,3.0,1009.0,0
r,3.0,1012.0,0
62,6.0,1015.0,0
62,1.0,1021.0,0
r,2.0,1022.0,0
74,3.0,1024.0,0
74,1.0,1027.0,0
72,4.0,1028.0,0
71,0.5,1032.0,0
69,0.5,1032.5,0
67,2.0,1033.0,0
66,1.0,1035.0,0
64,2.0,1036.0,0
62,1.0,1038.0,0
62,3.0,1039.0,0
67,3.0,1042.0,0
69,2.0,1045.0,0
71,0.5,1047.0,0
72,0.5,1047.5,0
71,1.0,1048.0,0
r,2.0,1049.0,0
r,3.0,1051.0,0
r,0.5,1054.0,0
86,0.5,1054.5,0
85,0.5,1055.0,0
86,0.5,1055.5,0
85,0.5,1056.0,0
86,0.5,1056.5,0
86,1.0,1057.0,0
84,4.0,1058.0,0
82,0.5,1062.0,0
81,0.5,1062.5,0
79,2.0,1063.0,0
78,1.0,1065.0,0
75,2.0,1066.0,0
74,1.0,1068.0,0
74,3.0,1069.0,0
79,3.0,1072.0,0
81,2.0,1075.0,0
82,0.5,1077.0,0
84,0.5,1077.5,0
82,1.0,1078.0,0
r,2.0,1079.0,0
69,3.0,1081.0,0
81,3.0,1081.0,0
74,3.0,1084.0,0
76,2.0,1087.0,0
77,0.5,1089.0,0
79,0.5,1089.5,0
77,1.0,1090.0,0
r,2.0,1091.0,0
r,3.0,1093.0,0
r,3.0,1096.0,0
69,2.0,1099.0,0
70,0.5,1101.0,0
72,0.5,1101.5,0
70,1.0,1102.0,0
r,2.0,1103.0,0
r,3.0,1105.0,0
r,3.0,1108.0,0
64,2.0,1111.0,0
65,0.5,1113.0,0
67,0.5,1113.5,0
65,1.0,1114.0,0
r,2.0,1115.0,0
r,3.0,1117.0,0
r,3.0,1120.0,0
81,0.5,1123.0,0
79,0.5,1123.5,0
77,0.5,1124.0,0
76,0.5,1124.5,0
74,0.5,1125.0,0
73,0.5,1125.5,0
74,0.5,1126.0,0
73,0.5,1126.5,0
74,0.5,1127.0,0
72,0.5,1127.5,0
71,0.5,1128.0,0
69,0.5,1128.5,0
68,2.0,1129.0,0
69,0.5,1131.0,0
71,0.5,1131.5,0
69,1.0,1132.0,0
r,2.0,1133.0,0
88,0.5,1135.0,0
86,0.5,1135.5,0
84,0.5,1136.0,0
83,0.5,1136.5,0
81,0.5,1137.0,0
80,0.5,1137.5,0
81,0.5,1138.0,0
r,2.5,1138.5,0
71,2.0,1141.0,0
72,0.5,1143.0,0
74,0.5,1143.5,0
72,2.0,1144.0,0
74,0.5,1146.0,0
76,0.5,1146.5,0
75,2.0,1147.0,0
76,0.5,1149.0,0
78,0.5,1149.5,0
76,2.0,1150.0,0
78,0.5,1152.0,0
79,0.5,1152.5,0
78,2.0,1153.0,0
79,0.5,1155.0,0
81,0.5,1155.5,0
79,2.0,1156.0,0
81,0.5,1158.0,0
83,0.5,1158.5,0
82,2.0,1159.0,0
83,0.5,1161.0,0
85,0.5,1161.5,0
83,2.0,1162.0,0
85,0.5,1164.0,0
86,0.5,1164.5,0
85,2.0,1165.0,0
86,0.5,1167.0,0
88,0.5,1167.5,0
86,2.0,1168.0,0
85,0.5,1170.0,0
83,0.5,1170.5,0
86,2.0,1171.0,0
85,0.5,1173.0,0
83,0.5,1173.5,0
86,2.0,1174.0,0
85,0.5,1176.0,0
83,0.5,1176.5,0
82,1.0,1177.0,0
78,2.0,1178.0,0
r,1.0,1180.0,0
78,2.0,1181.0,0
r,1.0,1183.0,0
78,2.0,1184.0,0
r,1.0,1186.0,0
78,2.0,1187.0,0
r,1.0,1189.0,0
82,1.0,1190.0,0
83,0.5,1191.0,0
85,0.5,1191.5,0
r,1.0,1192.0,0
83,1.0,1193.0,0
85,0.5,1194.0,0
86,0.5,1194.5,0
r,1.0,1195.0,0
85,1.0,1196.0,0
86,0.5,1197.0,0
88,0.5,1197.5,0
r,1.0,1198.0,0
83,1.0,1199.0,0
85,0.5,1200.0,0
86,0.5,1200.5,0
r,1.0,1201.0,0
82,1.0,1202.0,0
83,0.5,1203.0,0
85,0.5,1203.5,0
r,1.0,1204.0,0
66,1.0,1205.0,0
68,0.5,1206.0,0
70,0.5,1206.5,0
r,3.0,1207.0,0
r,1.0,1210.0,0
78,1.0,1211.0,0
80,0.5,1212.0,0
82,0.5,1212.5,0
r,3.0,1213.0,0
r,1.0,1216.0,0
85,1.0,1217.0,0
83,0.5,1218.0,0
82,0.5,1218.5,0
r,3.0,1219.0,0
r,1.0,1222.0,0
78,1.0,1223.0,0
80,0.5,1224.0,0
82,0.5,1224.5,0
r,3.0,1225.0,0
r,1.0,1228.0,0
85,1.0,1229.0,0
83,0.5,1230.0,0
82,0.5,1230.5,0
r,3.0,1231.0,0
r,1.0,1234.0,0
78,1.0,1235.0,0
80,0.5,1236.0,0
82,0.5,1236.5,0
r,3.0,1237.0,0
r,1.0,1240.0,0
82,3.0,1241.0,0
85,3.0,1241.0,0
78,3.0,1244.0,0
82,3.0,1244.0,0
73,3.0,1248.0,0
78,3.0,1248.0,0
70,3.0,1252.0,0
73,3.0,1252.0,0
66,3.0,1256.0,0
70,3.0,1256.0,0
61,3.0,1260.0,0
66,3.0,1260.0,0
58,3.0,1264.0,0
61,3.0,1264.0,0
54,3.0,1268.0,0
58,3.0,1268.0,0
54,3.0,1272.0,0
54,3.0,1275.0,0
54,7.0,1278.0,0
54,6.0,1285.0,0
54,8.0,1291.0,0
r,1.0,1299.0,0
78,3.0,1300.0,0
66,3.0,1303.0,0
71,2.0,1306.0,0
70,0.5,1308.0,0
73,0.5,1308.5,0
76,2.0,1309.0,0
75,1.0,1311.0,0
r,1.0,1312.0,0
r,3.0,1313.0,0
r,3.0,1316.0,0
66,2/3,1319.0,0
r,1/3,3959/3,0
66,2/3,1320.0,0
r,4/3,3962/3,0
59,2/3,1322.0,0
r,1/3,3968/3,0
59,2/3,1323.0,0
r,4/3,3971/3,0
61,2/3,1325.0,0
r,1/3,3977/3,0
61,2/3,1326.0,0
r,4/3,3980/3,0
62,2/3,1328.0,0
r,7/3,3986/3,0
r,3.0,1331.0,0
r,3.0,1334.0,0
64,8.0,1337.0,0
67,8.0,1337.0,0
r,1.0,1352.0,0
r,3.0,1353.0,0
69,3.0,1356.0,0
69,1.0,1359.0,0
67,4.0,1360.0,0
66,0.5,1364.0,0
64,0.5,1364.5,0
62,2.0,1365.0,0
61,1.0,1367.0,0
59,2.0,1368.0,0
57,1.0,1370.0,0
57,3.0,1371.0,0
62,3.0,1374.0,0
64,2.0,1377.0,0
66,0.5,1379.0,0
67,0.5,1379.5,0
66,1.0,1380.0,0
r,2.0,1381.0,0
r,3.0,1383.0,0
r,0.5,1386.0,0
81,0.5,1386.5,0
80,0.5,1387.0,0
81,0.5,1387.5,0
80,0.5,1388.0,0
81,0.5,1388.5,0
81,1.0,1389.0,0
79,4.0,1390.0,0
78,0.5,1394.0,0
76,0.5,1394.5,0
74,2.0,1395.0,0
73,1.0,1397.0,0
71,2.0,1398.0,0
69,1.0,1400.0,0
69,3.0,1401.0,0
74,3.0,1404.0,0
76,2.0,1407.0,0
78,0.5,1409.0,0
79,0.5,1409.5,0
78,1.0,1410.0,0
r,2.0,1411.0,0
62,4.0,1413.0,0
64,1.0,1417.0,0
66,1.0,1418.0,0
69,1.0,1419.0,0
67,4.0,1420.0,0
66,2.0,1424.0,0
64,1.0,1426.0,0
62,2.0,1427.0,0
61,1.0,1429.0,0
57,1.5,1430.0,0
62,0.5,1431.5,0
66,0.5,1432.0,0
69,0.5,1432.5,0
74,0.5,1433.0,0
78,0.5,1433.5,0
81,0.5,1434.0,0
78,0.5,1434.5,0
74,1/3,1435.0,0
69,1/3,4306/3,0
66,1/3,4307/3,0
69,1/3,1436.0,0
67,1/3,4309/3,0
64,1/3,4310/3,0
62,4.0,1437.0,0
64,1.0,1441.0,0
66,1.0,1442.0,0
69,1.0,1443.0,0
67,4.0,1444.0,0
66,2.0,1448.0,0
64,1.0,1450.0,0
62,2.0,1451.0,0
61,1.0,1453.0,0
57,1.5,1454.0,0
r,2.5,1455.5,0
r,3.0,1458.0,0
r,1.0,1461.0,0
64,1.0,1462.0,0
62,2.0,1463.0,0
61,1.0,1465.0,0
57,4/3,1466.0,0
62,1/3,4402/3,0
61,1/3,4403/3,0
62,1/3,1468.0,0
64,1/3,4405/3,0
66,1/3,4406/3,0
67,0.25,1469.0,0
69,0.25,1469.25,0
71,0.25,1469.5,0
73,0.25,1469.75,0
74,1/3,1470.0,0
73,1/3,4411/3,0
76,1/3,4412/3,0
74,1/3,1471.0,0
73,1/3,4414/3,0
71,1/3,4415/3,0
69,1/3,1472.0,0
67,1/3,4417/3,0
66,4/3,4418/3,0
64,1.0,1474.0,0
62,2.0,1475.0,0
61,1.0,1477.0,0
64,1.0,1478.0,0
62,1.0,1479.0,0
r,2.0,1480.0,0
71,3.0,1482.0,0
69,4.0,1485.0,0
68,0.5,1489.0,0
71,0.5,1489.5,0
74,2.0,1490.0,0
73,1.0,1492.0,0
r,1.0,1493.0,0
76,3.0,1494.0,0
74,4.0,1497.0,0
73,0.5,1501.0,0
76,0.5,1501.5,0
79,2.0,1502.0,0
78,1.0,1504.0,0
r,1.0,1505.0,0
r,0.5,1506.0,0
71,0.5,1506.5,0
70,0.5,1507.0,0
71,0.5,1507.5,0
73,0.5,1508.0,0
71,0.5,1508.5,0
