r,4.0,0.0,0
67,1.5,4.0,0
62,1.5,4.0,0
59,1.5,4.0,0
r,0.5,5.5,0
62,1/3,6.0,0
67,1/3,19/3,0
71,0.25,20/3,0
r,1/12,83/12,0
74,1/3,7.0,0
72,1/3,22/3,0
69,1/3,23/3,0
67,0.75,8.0,0
r,0.25,8.75,0
67,1.0,9.0,0
66,1.0,10.0,0
67,1.0,11.0,0
69,1.25,12.0,0
r,0.25,13.25,0
69,0.5,13.5,0
71,1.25,14.0,0
r,0.25,15.25,0
71,0.25,15.5,0
r,0.25,15.75,0
74,0.75,16.0,0
r,5/3,16.0,0
r,0.25,16.75,0
72,0.25,17.0,0
74,0.25,17.0,0
r,0.25,17.25,0
72,0.25,17.5,0
74,0.25,17.5,0
72,0.25,53/3,0
71,0.25,53/3,0
72,0.25,53/3,0
r,0.25,17.75,0
r,25/12,215/12,0
71,1.25,18.0,0
r,0.75,19.25,0
74,4/3,20.0,0
71,4/3,20.0,0
79,4/3,20.0,0
r,2/3,64/3,0
74,1/3,22.0,0
79,1/3,67/3,0
83,0.25,68/3,0
r,1/12,275/12,0
86,1/3,23.0,0
84,1/3,70/3,0
81,1/3,71/3,0
79,1.0,24.0,0
79,1.0,25.0,0
78,1.0,26.0,0
79,1.0,27.0,0
81,1.25,28.0,0
r,0.25,29.25,0
81,0.25,29.5,0
r,0.25,29.75,0
83,1.25,30.0,0
r,0.25,31.25,0
83,0.25,31.5,0
r,0.25,31.75,0
86,2/3,32.0,0
r,1/3,98/3,0
84,0.25,33.0,0
86,0.25,33.0,0
r,1/12,33.25,0
84,0.25,100/3,0
86,0.25,100/3,0
r,1/12,403/12,0
84,0.25,101/3,0
83,0.25,101/3,0
84,0.25,101/3,0
r,1/12,407/12,0
83,0.5,34.0,0
84,0.5,34.5,0
85,0.5,35.0,0
86,0.5,35.5,0
87,0.5,36.0,0
r,2.0,36.0,0
88,2/3,36.5,0
r,1/3,223/6,0
88,2/3,37.5,0
86,0.5,38.0,0
r,1/3,229/6,0
84,0.5,38.5,0
r,1.5,38.5,0
83,0.5,39.0,0
81,0.5,39.5,0
85,0.5,40.0,0
86,2/3,40.5,0
r,1/12,247/6,0
r,1/12,41.25,0
r,1/6,124/3,0
86,0.5,41.5,0
84,0.5,42.0,0
83,0.5,42.5,0
81,0.25,43.0,0
r,0.25,43.25,0
79,0.25,43.5,0
r,0.25,43.75,0
78,0.25,44.0,0
r,0.25,44.25,0
76,0.25,44.5,0
r,0.25,44.75,0
74,0.25,45.0,0
r,0.25,45.25,0
72,0.25,45.5,0
r,0.25,45.75,0
71,0.5,46.0,0
69,0.25,46.5,0
r,0.25,46.75,0
67,0.25,47.0,0
r,0.25,47.25,0
66,0.25,47.5,0
r,0.25,47.75,0
67,0.5,48.0,0
69,0.25,48.5,0
67,0.25,48.5,0
66,0.25,48.75,0
67,0.5,49.0,0
69,0.5,49.5,0
71,0.5,50.0,0
72,0.5,50.5,0
73,0.5,51.0,0
74,0.5,51.5,0
75,0.5,52.0,0
76,0.5,52.5,0
r,0.25,53.0,0
r,1/12,53.25,0
r,1/6,160/3,0
76,0.5,53.5,0
74,0.5,54.0,0
72,0.5,54.5,0
71,0.5,55.0,0
69,0.5,55.5,0
75,0.5,56.0,0
76,0.5,56.5,0
r,0.5,57.0,0
76,0.25,57.5,0
r,0.25,57.75,0
76,0.5,58.0,0
73,0.5,58.5,0
69,0.5,59.0,0
67,2/3,59.5,0
66,0.5,60.0,0
r,0.5,60.5,0
81,1/3,61.0,0
78,1/3,184/3,0
74,1/3,185/3,0
72,1.0,62.0,0
81,1/3,63.0,0
78,1/3,190/3,0
72,1/3,191/3,0
71,0.75,64.0,0
r,0.25,64.75,0
79,1/3,65.0,0
74,1/3,196/3,0
71,1/3,197/3,0
67,0.75,66.0,0
r,0.25,66.75,0
74,1/3,67.0,0
71,1/3,202/3,0
67,1/3,203/3,0
66,2/3,68.0,0
r,1/3,206/3,0
81,1/3,69.0,0
78,1/3,208/3,0
74,1/3,209/3,0
72,0.75,70.0,0
r,0.25,70.75,0
81,1/3,71.0,0
78,1/3,214/3,0
72,1/3,215/3,0
71,0.75,72.0,0
r,0.25,72.75,0
79,1/3,73.0,0
74,1/3,220/3,0
71,1/3,221/3,0
67,0.75,74.0,0
r,0.25,74.75,0
74,1/3,75.0,0
71,1/3,226/3,0
67,0.75,227/3,0
62,0.75,76.0,0
r,0.25,76.75,0
74,1/3,77.0,0
71,1/3,232/3,0
67,1/3,233/3,0
62,1.0,78.0,0
74,1/3,79.0,0
71,1/3,238/3,0
67,0.5,239/3,0
62,1.0,80.0,0
r,1.0,81.0,0
r,0.25,82.0,0
r,1/12,82.25,0
r,1/6,247/3,0
69,0.25,82.5,0
r,0.25,82.75,0
69,0.25,83.0,0
r,1/12,83.25,0
r,1/6,250/3,0
69,0.25,83.5,0
r,0.25,83.75,0
74,1.0,84.0,0
73,1.0,85.0,0
74,1.0,86.0,0
76,0.75,87.0,0
r,0.25,87.75,0
79,0.5,88.0,0
78,0.5,88.5,0
76,1.25,89.0,0
r,1/12,90.25,0
r,1/6,271/3,0
69,0.25,90.5,0
r,0.25,90.75,0
69,0.25,91.0,0
r,1/12,91.25,0
r,1/6,274/3,0
69,0.25,91.5,0
r,0.25,91.75,0
76,1.0,92.0,0
74,0.75,93.0,0
r,0.25,93.75,0
76,1.0,94.0,0
74,0.75,95.0,0
78,0.75,95.0,0
r,0.25,95.75,0
76,1.0,96.0,0
81,0.5,96.0,0
79,0.25,96.5,0
r,3.25,96.75,0
78,1.25,97.0,0
74,1.25,97.0,0
r,0.25,98.25,0
81,0.5,98.5,0
79,0.5,99.0,0
78,0.25,99.5,0
r,0.25,99.75,0
78,0.5,100.0,0
r,2.5,100.0,0
76,0.25,100.5,0
r,0.25,100.75,0
76,0.25,101.0,0
r,0.25,101.25,0
76,0.25,101.5,0
r,0.25,101.75,0
74,2/3,102.0,0
81,0.5,102.5,0
r,1/3,308/3,0
79,0.5,103.0,0
r,1.0,103.0,0
78,0.5,103.5,0
78,0.5,104.0,0
76,0.25,104.5,0
r,0.25,104.75,0
76,0.25,105.0,0
r,0.25,105.25,0
76,0.25,105.5,0
r,0.25,105.75,0
74,0.5,106.0,0
81,0.5,106.5,0
79,0.5,107.0,0
78,0.5,107.5,0
78,0.5,108.0,0
76,0.5,108.5,0
r,0.5,109.0,0
76,0.25,109.5,0
r,0.25,109.75,0
76,0.5,110.0,0
74,0.5,110.5,0
r,0.25,111.0,0
r,1/12,111.25,0
r,1/6,334/3,0
74,0.25,111.5,0
r,0.25,111.75,0
74,0.5,112.0,0
73,0.5,112.5,0
71,0.5,113.0,0
69,0.5,113.5,0
68,0.5,114.0,0
69,0.5,114.5,0
71,0.5,115.0,0
73,0.5,115.5,0
74,1.0,116.0,0
73,1.0,117.0,0
74,1.0,118.0,0
76,1.0,119.0,0
79,2/3,120.0,0
74,2/3,120.0,0
r,0.5,120.0,0
78,0.5,120.5,0
r,1/3,362/3,0
76,1.0,121.0,0
73,1.0,121.0,0
r,3.0,121.0,0
r,0.5,122.0,0
69,0.25,122.5,0
r,0.25,122.75,0
69,0.25,123.0,0
r,0.25,123.25,0
69,0.25,123.5,0
r,0.25,123.75,0
76,1.0,124.0,0
74,1.0,125.0,0
73,0.75,126.0,0
76,0.75,126.0,0
r,0.25,126.75,0
74,0.75,127.0,0
78,0.75,127.0,0
r,0.25,127.75,0
76,1.0,128.0,0
81,0.5,128.0,0
79,0.5,128.5,0
78,1.25,129.0,0
74,1.25,129.0,0
r,3.0,129.0,0
r,0.25,130.25,0
81,0.5,130.5,0
79,0.5,131.0,0
78,0.25,131.5,0
r,0.25,131.75,0
78,0.5,132.0,0
r,2.5,132.0,0
76,0.25,132.5,0
r,0.25,132.75,0
76,0.25,133.0,0
r,0.25,133.25,0
76,0.25,133.5,0
r,0.25,133.75,0
74,2/3,134.0,0
81,0.5,134.5,0
r,1/3,404/3,0
79,0.5,135.0,0
r,1.0,135.0,0
78,0.5,135.5,0
78,0.5,136.0,0
76,0.25,136.5,0
r,0.25,136.75,0
76,0.25,137.0,0
r,0.25,137.25,0
76,0.25,137.5,0
r,0.25,137.75,0
74,0.5,138.0,0
81,0.5,138.5,0
79,0.5,139.0,0
78,0.25,139.5,0
r,0.25,139.75,0
78,0.5,140.0,0
r,2.5,140.0,0
76,0.5,140.5,0
79,0.5,141.0,0
76,0.25,141.5,0
r,0.25,141.75,0
76,2/3,142.0,0
74,0.25,142.5,0
r,1/3,428/3,0
r,1.25,142.75,0
74,0.5,143.0,0
73,0.5,143.5,0
74,0.25,144.0,0
81,1/3,144.0,0
r,1/12,144.25,0
79,1/3,433/3,0
r,7/3,433/3,0
78,0.25,434/3,0
r,1/12,1739/12,0
76,1/3,145.0,0
74,1/3,436/3,0
73,1/3,437/3,0
