61,1.25,108.75
r,1/3,655/6
77,1.25,109.5
r,2/3,110.0
r,1.5,110.0
r,5/3,110.0
r,8/3,110.0
58,1.25,110.0
67,2/3,110.0
61,2.0,110.0
73,2.25,332/3
63,1.5,111.5
56,1.5,111.5
68,1.25,335/3
71,4/3,338/3
r,1/12,1355/12
r,1/12,1355/12
r,2/3,113.0
r,5/3,113.0
r,2.5,113.0
63,0.25,113.0
56,0.25,113.0
72,2/3,341/3
r,1/3,343/3
72,25/3,344/3
r,0.5,116.0
r,5/3,116.0
r,5/3,116.0
70,2.0,116.0
76,0.75,116.0
84,2/3,116.5
r,0.5,703/6
77,43/12,353/3
84,1.0,353/3
r,1/3,356/3
r,0.5,727/6
r,5/3,727/6
r,5/3,727/6
r,5/3,727/6
r,8/3,727/6
68,23/12,727/6
84,2.25,365/3
67,4/3,737/6
76,1.25,737/6
70,10/3,737/6
r,0.25,1487/12
r,1/12,1489/12
r,2/3,745/6
r,1.75,745/6
r,8/3,745/6
70,13/6,745/6
85,11/12,745/6
82,1.0,749/6
r,1/12,755/6
72,43/12,1511/12
65,43/12,1511/12
r,0.75,763/6
r,1.75,763/6
72,1.75,763/6
65,1.75,763/6
79,1.0,763/6
80,1.25,1535/12
66,1.25,1547/12
68,1.25,1547/12
r,2/3,775/6
72,2.5,779/6
r,0.5,781/6
r,1.75,781/6
r,1.75,781/6
66,1.0,781/6
68,1.0,781/6
80,2/3,392/3
r,0.5,394/3
68,55/12,791/6
80,1.25,1583/12
r,0.75,799/6
r,2.0,799/6
r,2.0,799/6
65,1.5,799/6
73,1.5,799/6
80,1.5,1607/12
72,3.0,811/6
r,0.75,1625/12
82,1.0,817/6
r,2.75,817/6
63,1.25,817/6
66,1.25,817/6
78,1.0,823/6
68,2.25,829/6
61,2.25,829/6
65,2.25,829/6
r,1.0,1679/12
r,2.0,1679/12
r,2.0,1679/12
r,2.0,1679/12
68,0.75,1679/12
61,0.75,1679/12
65,0.75,1679/12
77,2.0,1691/12
63,5.0,1703/12
78,1.0,1715/12
r,2.0,1715/12
69,1.0,1715/12
59,2.25,1715/12
75,1.0,1727/12
65,3.0,1739/12
75,1.0,1751/12
r,2.25,1751/12
58,2.5,1751/12
74,1.25,1763/12
66,1.75,889/6
r,0.25,1787/12
r,2.25,1787/12
r,7/3,1787/12
57,31/12,1787/12
75,1.0,895/6
63,0.25,901/6
66,0.25,901/6
r,0.75,1805/12
65,17/3,907/6
r,1/3,1823/12
r,1.25,1823/12
46,4.0,1823/12
62,37/12,1823/12
53,1.0,152.25
55,1.0,919/6
r,11/12,153.25
56,1.25,925/6
r,0.75,925/6
72,2/3,1871/12
52,1.0,1871/12
r,1/3,1879/12
72,0.5,1883/12
53,1.0,1883/12
r,0.5,1889/12
72,1.0,1895/12
55,1.0,1895/12
46,14/3,1895/12
70,0.5,1907/12
50,1.0,1907/12
r,0.5,1913/12
51,1.0,1919/12
r,2.0,1919/12
53,1.0,1931/12
68,0.5,1951/12
48,1.0,1951/12
r,0.75,1951/12
r,0.25,1957/12
50,1.25,490/3
68,0.5,490/3
r,1.0,1963/12
r,1.5,983/6
51,1.0,1975/12
68,1.0,1975/12
46,59/12,1975/12
53,0.5,1987/12
r,5/3,1987/12
r,8/3,1987/12
67,0.75,1987/12
r,0.25,1993/12
55,1.25,499/3
56,4/3,167.25
72,0.5,2011/12
71,1.0,2017/12
72,0.5,169.25
r,0.5,169.25
r,1.0,169.25
r,7/3,169.25
52,11/12,169.25
74,2/3,169.75
53,0.75,169.75
72,0.5,170.25
r,1/3,2045/12
r,0.25,170.5
46,1.5,170.75
55,1.0,170.75
r,0.25,170.75
70,1/3,171.0
r,0.25,514/3
69,2/3,2059/12
50,2/3,2059/12
r,0.25,171.75
70,3.75,172.0
r,1/3,172.25
r,1.75,172.25
r,2.5,172.25
r,2.75,172.25
70,1/12,172.25
50,13/12,172.25
72,2/3,2071/12
51,2/3,2071/12
70,1/3,173.25
53,5/3,2083/12
68,1/3,174.0
r,0.25,523/3
67,0.5,2095/12
48,5/6,174.75
r,1/6,2101/12
r,1/3,175.75
r,1/3,175.75
r,2.0,175.75
48,0.5,175.75
68,5/12,175.75
50,0.25,2113/12
70,2/3,2113/12
r,5/12,529/3
68,2/3,176.75
r,2/3,176.75
51,1.0,2129/12
67,4/3,2129/12
58,0.5,177.75
