64,1/3,101/3,0
56,1/3,34.0,0
59,1/3,103/3,0
64,1/3,104/3,0
56,1/3,35.0,0
59,1/3,106/3,0
64,1/3,107/3,0
55,1/3,36.0,0
r,3.0,36.0,0
59,1/3,109/3,0
64,1/3,110/3,0
55,1/3,37.0,0
59,1/3,112/3,0
64,1/3,113/3,0
55,1/3,38.0,0
59,1/3,115/3,0
64,1/3,116/3,0
55,1/3,39.0,0
67,0.75,39.0,0
59,1/3,118/3,0
64,0.25,119/3,0
67,0.25,119/3,0
r,0.25,39.75,0
r,1/12,479/12,0
55,1/3,40.0,0
67,2.75,40.0,0
59,1/3,121/3,0
65,1/3,122/3,0
55,1/3,41.0,0
59,1/3,124/3,0
65,1/3,125/3,0
55,1/3,42.0,0
59,1/3,127/3,0
65,1/3,128/3,0
r,0.25,42.75,0
55,1/3,43.0,0
67,0.75,43.0,0
59,1/3,130/3,0
65,0.25,131/3,0
67,0.25,131/3,0
r,0.25,43.75,0
r,1/12,527/12,0
55,1/3,44.0,0
67,3.0,44.0,0
60,1/3,133/3,0
64,1/3,134/3,0
55,1/3,45.0,0
59,1/3,136/3,0
64,1/3,137/3,0
55,1/3,46.0,0
61,1/3,139/3,0
64,1/3,140/3,0
54,1/3,47.0,0
66,1.0,47.0,0
61,1/3,142/3,0
64,1/3,143/3,0
54,1/3,48.0,0
66,2.0,48.0,0
59,1/3,145/3,0
62,1/3,146/3,0
54,1/3,49.0,0
59,1/3,148/3,0
62,1/3,149/3,0
55,1/3,50.0,0
67,1.0,50.0,0
59,1/3,151/3,0
61,1/3,152/3,0
52,1/3,51.0,0
64,1.0,51.0,0
59,1/3,154/3,0
61,1/3,155/3,0
54,1/3,52.0,0
66,2.0,52.0,0
59,1/3,157/3,0
62,1/3,158/3,0
54,1/3,53.0,0
59,1/3,160/3,0
62,1/3,161/3,0
54,1/3,54.0,0
66,2.0,54.0,0
58,1/3,163/3,0
61,1/3,164/3,0
54,1/3,55.0,0
58,1/3,166/3,0
61,1/3,167/3,0
59,0.0,56.0,0
59,1.0,56.0,0
r,1/3,56.0,0
62,1/3,169/3,0
66,1/3,170/3,0
59,1/3,57.0,0
r,2.0,57.0,0
62,1/3,172/3,0
66,1/3,173/3,0
59,1/3,58.0,0
63,1/3,175/3,0
66,1/3,176/3,0
59,1/3,59.0,0
71,1.0,59.0,0
63,1/3,178/3,0
66,1/3,179/3,0
59,1/3,60.0,0
72,3.0,60.0,0
64,1/3,181/3,0
67,1/3,182/3,0
59,1/3,61.0,0
64,1/3,184/3,0
67,1/3,185/3,0
59,1/3,62.0,0
64,1/3,187/3,0
67,1/3,188/3,0
59,1/3,63.0,0
70,1.0,63.0,0
64,1/3,190/3,0
67,1/3,191/3,0
59,1/3,64.0,0
71,2.75,64.0,0
63,1/3,193/3,0
66,1/3,194/3,0
59,1/3,65.0,0
63,1/3,196/3,0
66,1/3,197/3,0
59,1/3,66.0,0
63,1/3,199/3,0
66,1/3,200/3,0
r,0.25,66.75,0
59,1/3,67.0,0
71,1.0,67.0,0
63,1/3,202/3,0
66,1/3,203/3,0
59,1/3,68.0,0
72,3.0,68.0,0
64,1/3,205/3,0
67,1/3,206/3,0
59,1/3,69.0,0
64,1/3,208/3,0
67,1/3,209/3,0
59,1/3,70.0,0
64,1/3,211/3,0
67,1/3,212/3,0
59,1/3,71.0,0
70,1.0,71.0,0
64,1/3,214/3,0
67,1/3,215/3,0
59,1/3,72.0,0
71,2.0,72.0,0
63,1/3,217/3,0
66,1/3,218/3,0
59,1/3,73.0,0
63,1/3,220/3,0
66,1/3,221/3,0
59,1/3,74.0,0
71,2.0,74.0,0
62,1/3,223/3,0
65,1/3,224/3,0
59,1/3,75.0,0
62,1/3,226/3,0
65,1/3,227/3,0
59,1/3,76.0,0
71,2.0,76.0,0
61,1/3,229/3,0
68,1/3,230/3,0
59,1/3,77.0,0
61,1/3,232/3,0
68,1/3,233/3,0
57,1/3,78.0,0
69,2.0,78.0,0
61,1/3,235/3,0
66,1/3,236/3,0
57,1/3,79.0,0
61,1/3,238/3,0
66,1/3,239/3,0
55,1/3,80.0,0
67,2.0,80.0,0
59,1/3,241/3,0
62,1/3,242/3,0
55,1/3,81.0,0
59,1/3,244/3,0
62,1/3,245/3,0
54,1/3,82.0,0
66,2.0,82.0,0
57,1/3,247/3,0
63,1/3,248/3,0
54,1/3,83.0,0
57,1/3,250/3,0
63,1/3,251/3,0
49,1/3,84.0,0
61,2.0,84.0,0
54,1/3,253/3,0
57,1/3,254/3,0
49,1/3,85.0,0
54,1/3,256/3,0
57,1/3,257/3,0
49,1/3,86.0,0
61,1.0,86.0,0
54,1/3,259/3,0
56,1/3,260/3,0
49,1/3,87.0,0
61,1.0,87.0,0
53,1/3,262/3,0
56,1/3,263/3,0
54,1/3,88.0,0
r,3.0,88.0,0
57,1/3,265/3,0
61,1/3,266/3,0
57,1/3,89.0,0
61,1/3,268/3,0
66,1/3,269/3,0
61,1/3,90.0,0
66,1/3,271/3,0
69,1/3,272/3,0
61,1/3,91.0,0
73,0.75,91.0,0
66,1/3,274/3,0
69,0.25,275/3,0
73,0.25,275/3,0
r,0.25,91.75,0
r,1/12,1103/12,0
61,1/3,92.0,0
73,2.75,92.0,0
68,1/3,277/3,0
71,1/3,278/3,0
61,1/3,93.0,0
68,1/3,280/3,0
71,1/3,281/3,0
61,1/3,94.0,0
68,1/3,283/3,0
71,1/3,284/3,0
r,0.25,94.75,0
61,1/3,95.0,0
73,0.75,95.0,0
68,1/3,286/3,0
71,0.25,287/3,0
73,0.25,287/3,0
r,0.25,95.75,0
r,1/12,1151/12,0
61,1/3,96.0,0
73,2.0,96.0,0
66,1/3,289/3,0
69,1/3,290/3,0
61,1/3,97.0,0
66,1/3,292/3,0
69,1/3,293/3,0
60,1/3,98.0,0
72,1.0,98.0,0
66,1/3,295/3,0
69,1/3,296/3,0
61,1/3,99.0,0
73,1.0,99.0,0
66,1/3,298/3,0
69,1/3,299/3,0
63,1/3,100.0,0
75,2.75,100.0,0
66,1/3,301/3,0
68,1/3,302/3,0
63,1/3,101.0,0
66,1/3,304/3,0
68,1/3,305/3,0
63,1/3,102.0,0
66,1/3,307/3,0
68,1/3,308/3,0
r,0.25,102.75,0
63,1/3,103.0,0
75,1.0,103.0,0
66,1/3,310/3,0
68,1/3,311/3,0
64,1/3,104.0,0
76,2.0,104.0,0
68,1/3,313/3,0
73,1/3,314/3,0
64,1/3,105.0,0
68,1/3,316/3,0
73,1/3,317/3,0
63,1/3,106.0,0
75,1.0,106.0,0
66,1/3,319/3,0
69,1/3,320/3,0
61,1/3,107.0,0
73,1.0,107.0,0
64,1/3,322/3,0
70,1/3,323/3,0
72,1/3,108.0,0
r,4/3,108.0,0
60,1/3,325/3,0
63,1/3,326/3,0
68,0.0,109.0,0
68,1.0,109.0,0
60,1/3,328/3,0
63,1/3,329/3,0
69,0.0,110.0,0
69,1.0,110.0,0
r,1/3,110.0,0
60,1/3,331/3,0
63,1/3,332/3,0
66,0.0,111.0,0
66,1.0,111.0,0
r,1/3,111.0,0
60,1/3,334/3,0
63,1/3,335/3,0
r,1/3,112.0,0
r,4/3,112.0,0
60,1/3,337/3,0
63,1/3,338/3,0
56,0.0,113.0,0
56,1.0,113.0,0
60,1/3,340/3,0
63,1/3,341/3,0
57,0.0,114.0,0
57,1.0,114.0,0
r,1/3,114.0,0
60,1/3,343/3,0
63,1/3,344/3,0
54,0.0,115.0,0
54,1.0,115.0,0
r,1/3,115.0,0
60,1/3,346/3,0
63,1/3,347/3,0
52,1/3,116.0,0
r,4/3,116.0,0
64,1/3,349/3,0
68,1/3,350/3,0
73,0.0,117.0,0
73,1.0,117.0,0
64,1/3,352/3,0
68,1/3,353/3,0
76,0.0,118.0,0
76,1.0,118.0,0
r,1/3,118.0,0
64,1/3,355/3,0
68,1/3,356/3,0
73,0.0,119.0,0
73,1.0,119.0,0
r,1/3,119.0,0
64,1/3,358/3,0
68,1/3,359/3,0
r,1/3,120.0,0
r,4/3,120.0,0
52,1/3,361/3,0
56,1/3,362/3,0
61,0.0,121.0,0
61,1.0,121.0,0
52,1/3,364/3,0
56,1/3,365/3,0
64,0.0,122.0,0
64,1.0,122.0,0
r,1/3,122.0,0
52,1/3,367/3,0
56,1/3,368/3,0
61,0.0,123.0,0
61,1.0,123.0,0
r,1/3,123.0,0
52,1/3,370/3,0
56,1/3,371/3,0
51,1/3,124.0,0
57,1/3,373/3,0
54,1/3,374/3,0
60,1/3,125.0,0
57,1/3,376/3,0
63,1/3,377/3,0
60,1/3,126.0,0
66,1/3,379/3,0
63,1/3,380/3,0
69,1/3,127.0,0
66,1/3,382/3,0
72,1/3,383/3,0
52,1/3,128.0,0
61,1/3,385/3,0
56,1/3,386/3,0
64,1/3,129.0,0
61,1/3,388/3,0
68,1/3,389/3,0
64,1/3,130.0,0
73,1/3,391/3,0
68,1/3,392/3,0
76,1/3,131.0,0
73,1/3,394/3,0
68,1/3,395/3,0
61,1/3,132.0,0
67,1/3,397/3,0
64,1/3,398/3,0
70,1/3,133.0,0
67,1/3,400/3,0
73,1/3,401/3,0
70,1/3,134.0,0
76,1/3,403/3,0
73,1/3,404/3,0
79,1/3,135.0,0
76,1/3,406/3,0
82,1/3,407/3,0
66,1/3,136.0,0
72,1/3,409/3,0
69,1/3,410/3,0
75,1/3,137.0,0
72,1/3,412/3,0
78,1/3,413/3,0
75,1/3,138.0,0
81,1/3,415/3,0
78,1/3,416/3,0
84,1/3,139.0,0
81,1/3,418/3,0
87,1/3,419/3,0
84,1/3,140.0,0
78,1/3,421/3,0
81,1/3,422/3,0
75,1/3,141.0,0
78,1/3,424/3,0
72,1/3,425/3,0
75,1/3,142.0,0
69,1/3,427/3,0
72,1/3,428/3,0
66,1/3,143.0,0
69,1/3,430/3,0
63,1/3,431/3,0
66,1/3,144.0,0
r,8/3,144.0,0
60,1/3,433/3,0
63,1/3,434/3,0
57,1/3,145.0,0
60,1/3,436/3,0
54,1/3,437/3,0
57,0.0,146.0,0
57,1/3,146.0,0
51,0.0,439/3,0
51,2/3,439/3,0
54,1/3,440/3,0
49,0.0,147.0,0
49,1.0,147.0,0
r,1/3,147.0,0
54,1/3,442/3,0
57,1/3,443/3,0
48,0.0,148.0,0
48,2.0,148.0,0
r,1/3,148.0,0
54,1/3,445/3,0
56,1/3,446/3,0
57,1/3,149.0,0
56,1/3,448/3,0
54,1/3,449/3,0
51,0.0,150.0,0
51,1.0,150.0,0
r,1/3,150.0,0
54,1/3,451/3,0
57,1/3,452/3,0
49,0.0,151.0,0
49,1.0,151.0,0
r,1/3,151.0,0
54,1/3,454/3,0
57,1/3,455/3,0
48,0.0,152.0,0
48,2.0,152.0,0
r,1/3,152.0,0
54,1/3,457/3,0
56,1/3,458/3,0
57,1/3,153.0,0
56,1/3,460/3,0
54,1/3,461/3,0
50,0.0,154.0,0
50,1.0,154.0,0
r,1/3,154.0,0
54,1/3,463/3,0
57,1/3,464/3,0
49,0.0,155.0,0
49,1.0,155.0,0
r,1/3,155.0,0
54,1/3,466/3,0
57,1/3,467/3,0
48,0.0,156.0,0
48,2.0,156.0,0
r,1/3,156.0,0
54,1/3,469/3,0
56,1/3,470/3,0
57,1/3,157.0,0
56,1/3,472/3,0
54,1/3,473/3,0
49,1/3,158.0,0
r,2.0,158.0,0
52,1/3,475/3,0
61,1/3,476/3,0
49,1/3,159.0,0
52,1/3,478/3,0
61,1/3,479/3,0
51,1/3,160.0,0
57,1/3,481/3,0
61,1/3,482/3,0
51,1/3,161.0,0
57,1/3,484/3,0
61,1/3,485/3,0
51,1/3,162.0,0
56,1/3,487/3,0
60,1/3,488/3,0
51,1/3,163.0,0
54,1/3,490/3,0
60,1/3,491/3,0
52,1/3,164.0,0
r,3.0,164.0,0
56,1/3,493/3,0
61,1/3,494/3,0
56,1/3,165.0,0
61,1/3,496/3,0
64,1/3,497/3,0
56,1/3,166.0,0
61,1/3,499/3,0
64,1/3,500/3,0
56,1/3,167.0,0
68,0.75,167.0,0
61,1/3,502/3,0
64,0.25,503/3,0
68,0.25,503/3,0
r,0.25,167.75,0
r,1/12,2015/12,0
56,1/3,168.0,0
68,2.75,168.0,0
63,1/3,505/3,0
66,1/3,506/3,0
56,1/3,169.0,0
63,1/3,508/3,0
66,1/3,509/3,0
56,1/3,170.0,0
63,1/3,511/3,0
66,1/3,512/3,0
r,0.25,170.75,0
56,1/3,171.0,0
68,0.75,171.0,0
63,1/3,514/3,0
66,0.25,515/3,0
68,0.25,515/3,0
r,0.25,171.75,0
r,1/12,2063/12,0
56,1/3,172.0,0
68,2.0,172.0,0
61,1/3,517/3,0
64,1/3,518/3,0
56,1/3,173.0,0
61,1/3,520/3,0
64,1/3,521/3,0
57,1/3,174.0,0
69,2.0,174.0,0
61,1/3,523/3,0
66,1/3,524/3,0
57,1/3,175.0,0
61,1/3,526/3,0
66,1/3,527/3,0
56,1/3,176.0,0
68,2.0,176.0,0
59,1/3,529/3,0
64,1/3,530/3,0
56,1/3,177.0,0
59,1/3,532/3,0
64,1/3,533/3,0
57,1/3,178.0,0
66,1.0,178.0,0
59,1/3,535/3,0
63,1/3,536/3,0
57,1/3,179.0,0
71,1.0,179.0,0
59,1/3,538/3,0
63,1/3,539/3,0
56,1/3,180.0,0
64,2/3,180.0,0
59,1/3,541/3,0
64,1/3,542/3,0
r,7/3,542/3,0
59,1/3,181.0,0
64,1/3,544/3,0
68,1/3,545/3,0
59,1/3,182.0,0
64,1/3,547/3,0
68,1/3,548/3,0
59,1/3,183.0,0
71,0.75,183.0,0
64,1/3,550/3,0
68,0.25,551/3,0
71,0.25,551/3,0
r,0.25,183.75,0
r,1/12,2207/12,0
59,1/3,184.0,0
71,2.75,184.0,0
66,1/3,553/3,0
69,1/3,554/3,0
59,1/3,185.0,0
66,1/3,556/3,0
69,1/3,557/3,0
59,1/3,186.0,0
66,1/3,559/3,0
69,1/3,560/3,0
r,0.25,186.75,0
59,1/3,187.0,0
71,0.75,187.0,0
66,1/3,562/3,0
69,0.25,563/3,0
71,0.25,563/3,0
r,0.25,187.75,0
r,1/12,2255/12,0
59,1/3,188.0,0
71,2.0,188.0,0
64,1/3,565/3,0
68,1/3,566/3,0
59,1/3,189.0,0
64,1/3,568/3,0
68,1/3,569/3,0
60,1/3,190.0,0
72,1.0,190.0,0
66,1/3,571/3,0
68,1/3,572/3,0
61,1/3,191.0,0
73,1.0,191.0,0
64,1/3,574/3,0
68,1/3,575/3,0
63,1/3,192.0,0
75,2.0,192.0,0
66,1/3,577/3,0
68,1/3,578/3,0
63,1/3,193.0,0
66,1/3,580/3,0
68,1/3,581/3,0
64,1/3,194.0,0
76,2.0,194.0,0
68,1/3,583/3,0
73,1/3,584/3,0
64,1/3,195.0,0
68,1/3,586/3,0
73,1/3,587/3,0
62,1/3,196.0,0
74,2.0,196.0,0
66,1/3,589/3,0
69,1/3,590/3,0
62,1/3,197.0,0
66,1/3,592/3,0
69,1/3,593/3,0
60,1/3,198.0,0
72,2.0,198.0,0
66,1/3,595/3,0
68,1/3,596/3,0
60,1/3,199.0,0
66,1/3,598/3,0
68,1/3,599/3,0
61,1/3,200.0,0
73,2.75,200.0,0
64,1/3,601/3,0
68,1/3,602/3,0
61,1/3,201.0,0
64,1/3,604/3,0
68,1/3,605/3,0
61,1/3,202.0,0
65,1/3,607/3,0
68,1/3,608/3,0
r,0.25,202.75,0
61,1/3,203.0,0
73,1.0,203.0,0
65,1/3,610/3,0
68,1/3,611/3,0
61,1/3,204.0,0
74,3.0,204.0,0
66,1/3,613/3,0
69,1/3,614/3,0
61,1/3,205.0,0
66,1/3,616/3,0
69,1/3,617/3,0
61,1/3,206.0,0
66,1/3,619/3,0
69,1/3,620/3,0
61,1/3,207.0,0
72,1.0,207.0,0
66,1/3,622/3,0
69,1/3,623/3,0
61,1/3,208.0,0
73,2.75,208.0,0
65,1/3,625/3,0
68,1/3,626/3,0
61,1/3,209.0,0
65,1/3,628/3,0
68,1/3,629/3,0
61,1/3,210.0,0
65,1/3,631/3,0
68,1/3,632/3,0
r,0.25,210.75,0
61,1/3,211.0,0
73,1.0,211.0,0
65,1/3,634/3,0
68,1/3,635/3,0
61,1/3,212.0,0
74,3.0,212.0,0
66,1/3,637/3,0
69,1/3,638/3,0
61,1/3,213.0,0
66,1/3,640/3,0
69,1/3,641/3,0
61,1/3,214.0,0
66,1/3,643/3,0
69,1/3,644/3,0
61,1/3,215.0,0
72,1.0,215.0,0
66,1/3,646/3,0
69,1/3,647/3,0
61,1/3,216.0,0
73,2.0,216.0,0
65,1/3,649/3,0
68,1/3,650/3,0
61,1/3,217.0,0
65,1/3,652/3,0
68,1/3,653/3,0
61,1/3,218.0,0
73,2.0,218.0,0
66,1/3,655/3,0
69,1/3,656/3,0
61,1/3,219.0,0
66,1/3,658/3,0
69,1/3,659/3,0
59,1/3,220.0,0
71,2.75,220.0,0
66,1/3,661/3,0
69,1/3,662/3,0
59,1/3,221.0,0
66,1/3,664/3,0
69,1/3,665/3,0
59,1/3,222.0,0
66,1/3,667/3,0
69,1/3,668/3,0
r,0.25,222.75,0
59,1/3,223.0,0
71,1.0,223.0,0
64,1/3,670/3,0
68,1/3,671/3,0
57,1/3,224.0,0
69,1.0,224.0,0
64,1/3,673/3,0
68,1/3,674/3,0
57,1/3,225.0,0
69,1.0,225.0,0
63,1/3,676/3,0
66,1/3,677/3,0
56,1/3,226.0,0
68,1.0,226.0,0
63,1/3,679/3,0
66,1/3,680/3,0
56,1/3,227.0,0
68,1.0,227.0,0
61,1/3,682/3,0
64,1/3,683/3,0
54,1/3,228.0,0
66,2.0,228.0,0
61,1/3,685/3,0
63,1/3,686/3,0
54,1/3,229.0,0
61,1/3,688/3,0
63,1/3,689/3,0
56,1/3,230.0,0
68,1.0,230.0,0
61,1/3,691/3,0
63,1/3,692/3,0
56,1/3,231.0,0
69,1.0,231.0,0
61,1/3,694/3,0
63,1/3,695/3,0
56,1/3,232.0,0
68,2.0,232.0,0
61,1/3,697/3,0
64,1/3,698/3,0
56,1/3,233.0,0
61,1/3,700/3,0
64,1/3,701/3,0
54,1/3,234.0,0
68,2.0,234.0,0
60,1/3,703/3,0
63,1/3,704/3,0
54,1/3,235.0,0
60,1/3,706/3,0
63,1/3,707/3,0
52,1/3,236.0,0
61,2/3,236.0,0
56,1/3,709/3,0
61,1/3,710/3,0
r,10/3,710/3,0
56,1/3,237.0,0
61,1/3,712/3,0
64,1/3,713/3,0
56,1/3,238.0,0
61,1/3,715/3,0
64,1/3,716/3,0
56,1/3,239.0,0
61,1/3,718/3,0
64,1/3,719/3,0
56,1/3,240.0,0
63,1/3,721/3,0
66,1/3,722/3,0
56,1/3,241.0,0
63,1/3,724/3,0
66,1/3,725/3,0
56,1/3,242.0,0
63,1/3,727/3,0
66,1/3,728/3,0
56,1/3,243.0,0
63,1/3,730/3,0
66,1/3,731/3,0
56,1/3,244.0,0
64,1/3,733/3,0
61,1/3,734/3,0
68,1/3,245.0,0
64,1/3,736/3,0
73,1/3,737/3,0
68,1/3,246.0,0
76,1/3,739/3,0
73,1/3,740/3,0
80,1/3,247.0,0
76,1/3,742/3,0
73,1/3,743/3,0
72,1/3,248.0,0
r,3.0,248.0,0
75,1/3,745/3,0
69,1/3,746/3,0
72,1/3,249.0,0
66,1/3,748/3,0
69,1/3,749/3,0
63,1/3,250.0,0
66,1/3,751/3,0
57,2/3,752/3,0
60,1.0,251.0,0
56,1/3,754/3,0
54,1/3,755/3,0
52,1/3,252.0,0
61,1/3,252.0,0
64,1/3,757/3,0
61,1/3,758/3,0
68,1/3,253.0,0
64,1/3,760/3,0
73,1/3,761/3,0
68,1/3,254.0,0
76,1/3,763/3,0
73,1/3,764/3,0
80,1/3,255.0,0
76,1/3,766/3,0
73,1/3,767/3,0
72,1/3,256.0,0
r,3.0,256.0,0
75,1/3,769/3,0
69,1/3,770/3,0
72,1/3,257.0,0
66,1/3,772/3,0
69,1/3,773/3,0
63,1/3,258.0,0
66,1/3,775/3,0
57,2/3,776/3,0
60,1.0,259.0,0
56,1/3,778/3,0
54,1/3,779/3,0
52,1/3,260.0,0
61,1/3,260.0,0
56,1/3,781/3,0
61,1/3,782/3,0
64,1/3,261.0,0
61,1/3,784/3,0
56,1/3,785/3,0
r,1/3,262.0,0
52,1/3,787/3,0
56,1/3,788/3,0
61,1/3,263.0,0
56,1/3,790/3,0
52,1/3,791/3,0
r,1/3,264.0,0
49,1/3,793/3,0
52,1/3,794/3,0
56,1/3,265.0,0
52,1/3,796/3,0
49,1/3,797/3,0
r,2.0,266.0,0
r,2.0,268.0,0
52,2.0,270.0,0
56,2.0,270.0,0
61,2.0,270.0,0
52,3.75,272.0,0
56,3.75,272.0,0
61,3.75,272.0,0
r,0.25,275.75,0
37,3.75,0.0,1
49,3.75,0.0,1
r,0.25,3.75,1
35,3.75,4.0,1
47,3.75,4.0,1
r,0.25,7.75,1
33,2.0,8.0,1
45,2.0,8.0,1
30,2.0,10.0,1
42,2.0,10.0,1
32,2.0,12.0,1
44,2.0,12.0,1
32,2.0,14.0,1
44,2.0,14.0,1
37,3.75,16.0,1
44,3.75,16.0,1
49,3.75,16.0,1
r,0.25,19.75,1
36,3.75,20.0,1
44,3.75,20.0,1
48,3.75,20.0,1
r,0.25,23.75,1
37,2.0,24.0,1
49,2.0,24.0,1
30,2.0,26.0,1
42,2.0,26.0,1
35,2.0,28.0,1
47,2.0,28.0,1
35,2.0,30.0,1
47,2.0,30.0,1
40,3.75,32.0,1
52,3.75,32.0,1
r,0.25,35.75,1
40,3.75,36.0,1
52,3.75,36.0,1
r,0.25,39.75,1
38,3.75,40.0,1
50,3.75,40.0,1
r,0.25,43.75,1
36,1.0,44.0,1
48,1.0,44.0,1
35,1.0,45.0,1
47,1.0,45.0,1
34,2.0,46.0,1
46,2.0,46.0,1
35,2.0,48.0,1
47,2.0,48.0,1
40,1.0,50.0,1
43,1.0,51.0,1
42,2.0,52.0,1
30,2.0,54.0,1
42,2.0,54.0,1
35,4.75,56.0,1
47,4.75,56.0,1
r,0.25,61.5,1
40,1.0,61.75,1
52,1.0,61.75,1
43,1.0,62.75,1
55,1.0,62.75,1
40,1.0,63.75,1
52,1.0,63.75,1
35,4.75,64.75,1
47,4.75,64.75,1
r,0.25,70.25,1
40,1.0,70.5,1
52,1.0,70.5,1
43,1.0,71.5,1
55,1.0,71.5,1
40,1.0,72.5,1
52,1.0,72.5,1
35,2.0,73.5,1
47,2.0,73.5,1
32,2.0,75.5,1
44,2.0,75.5,1
29,2.0,77.5,1
41,2.0,77.5,1
30,2.0,79.5,1
42,2.0,79.5,1
35,2.0,81.5,1
47,2.0,81.5,1
36,2.0,83.5,1
48,2.0,83.5,1
37,2.0,85.5,1
37,2.0,87.5,1
30,3.75,89.5,1
37,3.75,89.5,1
42,3.75,89.5,1
r,0.25,93.25,1
41,3.75,93.5,1
49,3.75,93.5,1
53,3.75,93.5,1
r,0.25,97.25,1
42,2.0,97.5,1
54,2.0,97.5,1
39,1.0,99.5,1
51,1.0,99.5,1
37,1.0,100.5,1
49,1.0,100.5,1
36,2.75,101.5,1
44,2.75,101.5,1
48,2.75,101.5,1
r,0.25,104.25,1
36,1.0,104.5,1
44,1.0,104.5,1
48,1.0,104.5,1
37,2.0,105.5,1
44,2.0,105.5,1
49,2.0,105.5,1
30,1.0,107.5,1
42,1.0,107.5,1
31,1.0,108.5,1
43,1.0,108.5,1
32,3.75,109.5,1
44,3.75,109.5,1
r,0.25,113.25,1
32,3.75,113.5,1
44,3.75,113.5,1
r,0.25,117.25,1
32,3.75,117.5,1
44,3.75,117.5,1
r,0.25,121.25,1
32,3.75,121.5,1
44,3.75,121.5,1
r,0.25,125.25,1
32,3.75,125.5,1
44,3.75,125.5,1
r,0.25,129.25,1
32,3.75,129.5,1
44,3.75,129.5,1
r,0.25,133.25,1
32,3.75,133.5,1
44,3.75,133.5,1
r,0.25,137.25,1
32,34/3,137.5,1
44,34/3,137.5,1
r,2/3,159.5,1
32,3.75,961/6,1
44,3.75,961/6,1
r,0.25,1967/12,1
32,3.75,985/6,1
44,3.75,985/6,1
r,0.25,2015/12,1
32,2.0,1009/6,1
44,2.0,1009/6,1
33,2.0,1021/6,1
45,2.0,1021/6,1
32,2.0,1033/6,1
42,2.0,1033/6,1
32,2.0,1045/6,1
44,2.0,1045/6,1
37,3.75,1057/6,1
44,3.75,1057/6,1
49,3.75,1057/6,1
r,0.25,2159/12,1
36,3.75,1081/6,1
44,3.75,1081/6,1
48,3.75,1081/6,1
r,0.25,2207/12,1
37,2.0,1105/6,1
49,2.0,1105/6,1
30,2.0,1117/6,1
42,2.0,1117/6,1
35,2.0,1129/6,1
47,2.0,1129/6,1
35,2.0,1141/6,1
47,2.0,1141/6,1
40,3.75,1153/6,1
52,3.75,1153/6,1
r,0.25,2351/12,1
39,3.75,1177/6,1
51,3.75,1177/6,1
