r,1.5,0.0,0
69,0.5,1.5,0
81,0.5,1.5,0
64,0.75,2.0,0
76,0.75,2.0,0
r,0.75,2.75,0
64,0.25,3.5,0
62,0.25,3.5,0
61,0.25,3.75,0
59,0.25,3.75,0
r,1.0,4.0,0
r,0.5,5.0,0
69,0.5,5.5,0
81,0.5,5.5,0
66,0.75,6.0,0
78,0.75,6.0,0
r,0.75,6.75,0
66,0.25,7.5,0
64,0.25,7.5,0
62,0.25,7.75,0
61,0.25,7.75,0
59,0.75,8.0,0
r,0.25,8.75,0
r,0.5,9.0,0
74,0.5,9.5,0
86,0.5,9.5,0
71,0.75,10.0,0
83,0.75,10.0,0
r,0.25,10.75,0
68,0.75,11.0,0
80,0.75,11.0,0
r,0.25,11.75,0
64,0.75,12.0,0
76,0.75,12.0,0
r,0.25,12.75,0
62,0.75,13.0,0
74,0.75,13.0,0
r,0.25,13.75,0
59,0.75,14.0,0
71,0.75,14.0,0
r,0.25,14.75,0
68,0.75,15.0,0
r,0.25,15.75,0
64,0.75,16.0,0
r,0.25,16.75,0
r,0.75,17.0,0
61,0.25,17.75,0
64,0.25,17.75,0
69,0.5,18.0,0
71,0.5,18.5,0
73,0.5,19.0,0
74,0.5,19.5,0
76,0.5,20.0,0
78,0.5,20.5,0
80,0.5,21.0,0
81,0.5,21.5,0
76,1.25,22.0,0
r,0.25,23.25,0
74,0.5,23.5,0
73,0.75,24.0,0
r,1.25,24.75,0
r,0.5,26.0,0
64,0.5,26.5,0
66,0.5,27.0,0
68,0.5,27.5,0
69,0.5,28.0,0
64,0.5,28.5,0
69,0.5,29.0,0
73,0.5,29.5,0
76,1.25,30.0,0
r,0.25,31.25,0
74,0.5,31.5,0
73,0.5,32.0,0
71,0.5,32.5,0
69,0.5,33.0,0
71,0.5,33.5,0
68,0.5,34.0,0
64,0.5,34.5,0
68,0.5,35.0,0
71,0.5,35.5,0
68,0.5,36.0,0
64,0.5,36.5,0
68,0.5,37.0,0
71,0.5,37.5,0
68,0.75,38.0,0
r,0.25,38.75,0
64,0.75,39.0,0
r,0.25,39.75,0
64,0.75,40.0,0
r,0.75,40.75,0
69,0.5,41.5,0
81,0.5,41.5,0
64,0.75,42.0,0
76,0.75,42.0,0
r,1.75,42.0,0
r,0.75,42.75,0
64,0.25,43.5,0
62,0.25,43.5,0
61,0.25,43.75,0
59,1.0,43.75,0
r,0.25,44.75,0
r,0.5,45.0,0
r,0.5,45.5,0
r,2.0,46.0,0
r,2.0,48.0,0
r,0.5,50.0,0
64,0.5,50.5,0
66,0.5,51.0,0
68,0.5,51.5,0
69,0.5,52.0,0
64,0.5,52.5,0
69,0.5,53.0,0
73,0.5,53.5,0
76,1.25,54.0,0
r,0.25,55.25,0
74,0.5,55.5,0
73,0.75,56.0,0
r,1.25,56.75,0
r,0.5,58.0,0
76,0.5,58.5,0
78,0.5,59.0,0
80,0.5,59.5,0
81,0.5,60.0,0
83,0.5,60.5,0
85,0.5,61.0,0
86,0.5,61.5,0
88,0.75,62.0,0
r,0.25,62.75,0
80,0.75,63.0,0
r,0.25,63.75,0
81,0.75,64.0,0
r,1.25,64.75,0
r,2.0,66.0,0
64,0.25,68.0,0
68,0.25,68.25,0
69,0.25,68.25,0
71,0.25,68.5,0
73,0.25,68.75,0
74,0.25,68.75,0
76,0.25,69.0,0
80,0.25,69.25,0
81,0.25,69.25,0
83,0.25,69.5,0
85,0.25,69.75,0
86,0.25,69.75,0
88,0.5,70.0,0
86,0.5,70.5,0
85,0.5,71.0,0
83,0.5,71.5,0
81,0.75,72.0,0
r,1.25,72.75,0
r,2.0,74.0,0
r,0.25,76.0,0
71,0.25,76.25,0
73,0.25,76.25,0
75,0.25,76.5,0
76,0.25,76.75,0
77,0.25,76.75,0
78,0.25,77.0,0
74,0.25,77.25,0
76,0.25,77.25,0
78,0.25,77.5,0
80,0.25,77.75,0
81,0.25,77.75,0
83,0.5,78.0,0
81,0.5,78.5,0
80,0.5,79.0,0
78,0.5,79.5,0
76,0.5,80.0,0
74,0.5,80.5,0
73,0.5,81.0,0
71,0.5,81.5,0
69,0.5,82.0,0
68,0.5,82.5,0
66,0.5,83.0,0
64,0.5,83.5,0
63,0.5,84.0,0
61,0.5,84.5,0
63,0.75,85.0,0
r,0.25,85.75,0
64,0.75,86.0,0
r,1.25,86.75,0
59,0.75,88.0,0
r,1.25,88.75,0
r,1.5,90.0,0
r,0.5,91.5,0
r,0.5,92.0,0
r,1.5,92.5,0
r,2.0,94.0,0
r,1.5,96.0,0
59,0.5,97.5,0
61,0.5,98.0,0
59,0.5,98.5,0
66,0.5,99.0,0
63,0.5,99.5,0
r,1.5,100.0,0
59,0.5,101.5,0
61,0.5,102.0,0
59,0.5,102.5,0
66,0.5,103.0,0
63,0.5,103.5,0
r,1.5,104.0,0
59,0.5,105.5,0
61,0.5,106.0,0
59,0.5,106.5,0
68,0.5,107.0,0
64,0.5,107.5,0
r,2.0,108.0,0
63,0.5,110.0,0
66,0.5,110.5,0
69,0.5,111.0,0
71,0.5,111.5,0
72,0.5,112.0,0
71,0.5,112.5,0
74,0.5,113.0,0
72,0.5,113.5,0
71,0.5,114.0,0
69,0.5,114.5,0
67,0.5,115.0,0
66,0.5,115.5,0
64,0.75,116.0,0
r,0.75,116.75,0
76,0.5,117.5,0
75,0.5,118.0,0
76,0.5,118.5,0
79,0.5,119.0,0
76,0.5,119.5,0
76,0.75,120.0,0
78,0.25,120.75,0
76,0.25,120.75,0
75,1.75,121.0,0
r,0.25,122.75,0
74,0.75,123.0,0
r,0.25,123.75,0
74,1.25,124.0,0
r,0.25,125.25,0
79,0.5,125.5,0
78,0.5,126.0,0
79,0.5,126.5,0
83,0.5,127.0,0
79,0.5,127.5,0
79,0.75,128.0,0
81,0.25,128.75,0
79,0.25,128.75,0
78,1.75,129.0,0
r,0.25,130.75,0
77,0.75,131.0,0
r,0.25,131.75,0
77,1.25,132.0,0
r,0.25,133.25,0
82,0.5,133.5,0
81,0.5,134.0,0
82,0.5,134.5,0
86,0.5,135.0,0
82,0.5,135.5,0
82,0.75,136.0,0
84,0.25,136.75,0
82,0.25,136.75,0
81,1.75,137.0,0
r,0.25,138.75,0
81,0.75,139.0,0
r,0.25,139.75,0
81,0.25,140.0,0
83,0.25,140.25,0
81,0.25,140.25,0
80,0.25,140.5,0
81,0.25,140.75,0
84,1.75,141.0,0
r,0.25,142.75,0
83,0.75,143.0,0
r,0.25,143.75,0
83,0.25,144.0,0
85,0.25,144.25,0
83,0.25,144.25,0
82,0.25,144.5,0
83,0.25,144.75,0
85,0.25,144.75,0
86,1.75,145.0,0
r,0.25,146.75,0
85,0.75,147.0,0
r,0.25,147.75,0
85,0.25,148.0,0
87,0.25,148.25,0
85,0.25,148.25,0
84,0.25,148.5,0
85,0.25,148.75,0
87,0.25,148.75,0
88,1.75,149.0,0
r,0.25,150.75,0
87,0.75,151.0,0
r,0.25,151.75,0
87,0.75,152.0,0
r,5/3,152.0,0
r,0.75,152.75,0
60,0.25,153.5,0
59,1/3,461/3,0
r,0.25,153.75,0
r,1.0,154.0,0
r,0.5,155.0,0
76,0.5,155.5,0
88,0.5,155.5,0
75,0.75,156.0,0
87,0.75,156.0,0
r,5/3,156.0,0
r,0.75,156.75,0
60,0.25,157.5,0
59,1/3,473/3,0
r,0.25,157.75,0
r,1.0,158.0,0
r,0.5,159.0,0
88,0.5,159.5,0
87,0.75,160.0,0
r,0.75,160.75,0
88,0.5,161.5,0
87,0.75,162.0,0
r,0.75,162.75,0
88,0.5,163.5,0
87,0.75,164.0,0
r,1.25,164.75,0
r,1.0,166.0,0
r,0.5,167.0,0
83,0.5,167.5,0
r,0.5,168.0,0
76,0.25,168.5,0
88,0.25,168.75,0
76,0.25,168.75,0
71,0.25,169.0,0
83,0.25,169.25,0
71,0.25,169.25,0
68,0.25,169.5,0
80,0.25,169.75,0
68,0.25,169.75,0
64,0.25,170.0,0
76,0.25,170.25,0
64,0.25,170.25,0
59,0.25,170.5,0
71,0.25,170.75,0
59,0.25,170.75,0
r,0.25,171.0,0
68,0.5,171.25,0
64,0.25,171.75,0
r,2.0,172.0,0
59,1.75,174.0,0
r,0.25,175.75,0
r,0.5,176.0,0
r,0.25,176.5,0
64,0.25,176.75,0
r,0.25,177.0,0
68,0.25,177.25,0
59,0.25,177.5,0
