59,0.25,0.0,0
60,0.25,0.25,0
62,0.25,0.5,0
r,0.25,0.75,0
64,0.25,1.0,0
66,0.25,1.25,0
67,0.25,1.5,0
r,0.25,1.75,0
69,0.25,2.0,0
71,0.25,2.25,0
72,0.25,2.5,0
r,0.25,2.75,0
73,0.25,3.0,0
r,0.25,3.25,0
74,1.0,3.5,0
76,0.25,4.5,0
73,0.25,4.75,0
74,0.25,5.0,0
r,0.75,5.25,0
71,0.25,6.0,0
72,0.25,6.25,0
74,0.25,6.5,0
r,0.25,6.75,0
76,0.25,7.0,0
78,0.25,7.25,0
79,0.25,7.5,0
r,0.25,7.75,0
81,0.25,8.0,0
83,0.25,8.25,0
84,0.25,8.5,0
r,0.25,8.75,0
85,0.25,9.0,0
r,0.25,9.25,0
74,0.25,9.5,0
r,1/6,9.5,0
86,0.75,29/3,0
r,0.75,9.75,0
r,7/12,125/12,0
84,0.25,10.5,0
81,0.25,10.75,0
79,0.5,11.0,0
r,0.5,11.5,0
62,0.25,12.0,0
64,0.25,12.0,0
r,1/12,12.25,0
66,0.25,37/3,0
67,0.25,37/3,0
r,1/12,151/12,0
69,0.25,38/3,0
71,0.25,38/3,0
r,1/12,155/12,0
72,0.25,13.0,0
r,0.75,13.25,0
r,0.5,14.0,0
84,0.25,14.5,0
r,0.25,14.75,0
62,0.25,15.0,0
64,0.25,15.0,0
r,1/12,15.25,0
66,0.25,46/3,0
67,0.25,46/3,0
r,1/12,187/12,0
69,0.25,47/3,0
71,0.25,47/3,0
r,1/12,191/12,0
72,0.25,16.0,0
r,0.75,16.25,0
r,0.5,17.0,0
84,0.25,17.5,0
r,0.25,17.75,0
62,0.25,18.0,0
64,0.25,18.0,0
r,1/12,18.25,0
66,0.25,55/3,0
67,0.25,55/3,0
r,1.25,18.5,0
r,1/12,223/12,0
69,0.25,56/3,0
71,0.25,56/3,0
r,1/12,227/12,0
72,0.25,19.0,0
74,0.25,19.0,0
r,1/12,19.25,0
76,0.25,58/3,0
78,0.25,58/3,0
r,1/12,235/12,0
79,0.25,59/3,0
81,0.25,59/3,0
83,0.25,19.75,0
r,1/12,239/12,0
84,0.25,20.0,0
r,0.25,20.25,0
84,0.25,20.5,0
r,0.25,20.75,0
84,0.25,21.0,0
r,0.25,21.25,0
84,0.25,21.5,0
r,0.25,21.75,0
81,0.25,22.0,0
r,0.25,22.25,0
79,0.25,22.5,0
r,0.25,22.75,0
69,1.0,23.0,0
78,1.0,23.0,0
71,0.25,24.0,0
72,0.25,24.25,0
74,0.25,24.5,0
r,0.25,24.75,0
76,0.25,25.0,0
78,0.25,25.25,0
