r,3.0,0.0,0
60,0.5,3.0,0
r,0.5,3.5,0
65,0.5,4.0,0
r,0.5,4.5,0
68,0.5,5.0,0
r,0.5,5.5,0
72,0.5,6.0,0
r,0.5,6.5,0
77,0.5,7.0,0
r,0.5,7.5,0
80,1.5,8.0,0
79,0.25,9.5,0
77,0.25,9.5,0
76,0.25,9.75,0
77,0.5,10.0,0
r,1.5,10.5,0
67,0.5,12.0,0
r,0.5,12.5,0
72,0.5,13.0,0
r,0.5,13.5,0
76,0.5,14.0,0
r,0.5,14.5,0
79,0.5,15.0,0
r,0.5,15.5,0
82,1.5,16.0,0
80,0.25,17.5,0
79,0.25,17.5,0
77,0.25,17.75,0
79,0.5,18.0,0
r,1.25,18.5,0
72,0.25,19.75,0
80,1.5,20.0,0
79,0.25,21.5,0
77,0.25,21.5,0
76,0.25,21.75,0
77,0.5,22.0,0
r,1.25,22.5,0
72,0.25,23.75,0
82,1.5,24.0,0
r,3.75,24.0,0
80,0.25,25.5,0
79,0.25,25.5,0
77,0.25,25.75,0
79,0.5,26.0,0
r,1.0,26.5,0
72,0.5,27.5,0
77,0.5,27.5,0
80,0.25,27.75,0
84,0.25,27.75,0
72,11/6,28.0,0
77,11/6,28.0,0
80,1.75,28.0,0
84,1.75,28.0,0
r,1/6,179/6,0
82,0.5,30.0,0
80,0.5,30.5,0
79,0.5,31.0,0
77,0.5,31.5,0
76,0.25,32.0,0
77,0.25,32.0,0
79,0.25,32.0,0
77,0.75,32.25,0
76,1.5,33.0,0
r,0.5,34.5,0
r,1.0,35.0,0
r,4.0,36.0,0
r,4.0,40.0,0
68,4.0,44.0,0
r,1.5,44.0,0
75,0.25,45.5,0
73,0.25,45.5,0
72,0.25,45.75,0
73,0.5,46.0,0
r,0.5,46.5,0
73,0.5,47.0,0
r,0.5,47.5,0
73,5.5,48.0,0
r,1.5,48.0,0
70,0.25,49.5,0
68,0.25,49.5,0
67,0.25,49.75,0
68,0.5,50.0,0
r,0.5,50.5,0
68,0.5,51.0,0
r,0.5,51.5,0
67,4.0,52.0,0
r,1.5,52.0,0
73,1.5,52.0,0
75,0.25,53.5,0
73,0.25,53.5,0
72,0.25,53.75,0
73,0.5,54.0,0
r,0.5,54.5,0
73,0.5,55.0,0
r,0.5,55.5,0
r,1.5,56.0,0
73,0.25,57.5,0
72,0.25,57.5,0
71,0.25,57.75,0
72,0.5,58.0,0
r,0.5,58.5,0
72,0.5,59.0,0
r,0.5,59.5,0
65,4.0,60.0,0
72,1.0,60.0,0
70,2.0,61.0,0
68,1.0,63.0,0
67,0.5,64.0,0
r,0.5,64.5,0
75,1.0,65.0,0
73,0.5,66.0,0
r,0.5,66.5,0
72,2.0,67.0,0
70,2.0,69.0,0
68,1.0,71.0,0
67,0.5,72.0,0
r,0.5,72.5,0
63,1.0,73.0,0
75,1.0,73.0,0
61,1.0,74.0,0
73,1.0,74.0,0
60,2.0,75.0,0
72,2.0,75.0,0
58,2.0,77.0,0
70,2.0,77.0,0
56,1.0,79.0,0
68,1.0,79.0,0
55,1.0,80.0,0
67,1.0,80.0,0
r,2.0,81.0,0
76,1.0,83.0,0
75,1.0,84.0,0
73,1.0,85.0,0
70,1.0,86.0,0
67,1.0,87.0,0
64,1.5,88.0,0
63,0.5,89.5,0
68,0.5,90.0,0
r,0.5,90.5,0
76,1.0,91.0,0
75,1.0,92.0,0
73,1.0,93.0,0
70,1.0,94.0,0
67,1.0,95.0,0
64,1.5,96.0,0
63,0.5,97.5,0
68,0.5,98.0,0
r,0.5,98.5,0
76,1.0,99.0,0
75,1.0,100.0,0
73,1.0,101.0,0
70,1.0,102.0,0
67,1.0,103.0,0
r,0.5,104.0,0
67,0.5,104.5,0
70,0.5,105.0,0
68,0.5,105.5,0
r,0.5,106.0,0
69,0.5,106.5,0
72,0.5,107.0,0
70,0.5,107.5,0
r,0.5,108.0,0
71,0.5,108.5,0
73,0.5,109.0,0
72,0.5,109.5,0
r,0.5,110.0,0
74,0.5,110.5,0
80,0.5,111.0,0
74,0.5,111.5,0
75,1.0,112.0,0
r,1.5,113.0,0
74,0.5,114.5,0
80,0.5,115.0,0
74,0.5,115.5,0
75,1.0,116.0,0
r,1.5,117.0,0
79,0.5,118.5,0
88,0.5,119.0,0
79,0.5,119.5,0
80,1.0,120.0,0
r,1.5,121.0,0
79,0.5,122.5,0
88,0.5,123.0,0
79,0.5,123.5,0
r,0.5,124.0,0
79,0.5,124.5,0
82,0.5,125.0,0
80,0.5,125.5,0
r,0.5,126.0,0
81,0.5,126.5,0
84,0.5,127.0,0
82,0.5,127.5,0
r,0.5,128.0,0
83,0.5,128.5,0
85,0.5,129.0,0
84,0.5,129.5,0
r,0.5,130.0,0
84,0.5,130.5,0
87,0.5,131.0,0
85,0.5,131.5,0
r,0.5,132.0,0
86,0.5,132.5,0
89,0.5,133.0,0
87,0.5,133.5,0
85,0.5,134.0,0
84,0.5,134.5,0
82,0.5,135.0,0
80,0.5,135.5,0
79,0.5,136.0,0
77,0.5,136.5,0
75,0.5,137.0,0
73,0.5,137.5,0
72,0.5,138.0,0
70,0.5,138.5,0
68,0.5,139.0,0
67,0.5,139.5,0
65,0.5,140.0,0
63,0.5,140.5,0
62,0.5,141.0,0
63,0.5,141.5,0
62,0.5,142.0,0
63,0.5,142.5,0
62,0.5,143.0,0
63,0.5,143.5,0
62,0.5,144.0,0
63,0.5,144.5,0
65,0.5,145.0,0
63,0.5,145.5,0
62,0.5,146.0,0
63,0.5,146.5,0
65,0.5,147.0,0
63,0.5,147.5,0
r,0.5,148.0,0
80,0.5,148.5,0
89,0.5,149.0,0
87,0.5,149.5,0
85,0.5,150.0,0
84,0.5,150.5,0
82,0.5,151.0,0
80,0.5,151.5,0
79,0.5,152.0,0
77,0.5,152.5,0
75,0.5,153.0,0
73,0.5,153.5,0
72,0.5,154.0,0
70,0.5,154.5,0
68,0.5,155.0,0
67,0.5,155.5,0
65,0.5,156.0,0
63,0.5,156.5,0
61,0.5,157.0,0
60,0.5,157.5,0
58,0.5,158.0,0
56,0.5,158.5,0
55,0.5,159.0,0
53,0.5,159.5,0
51,0.5,160.0,0
53,0.5,160.5,0
55,0.5,161.0,0
56,0.5,161.5,0
58,0.5,162.0,0
60,0.5,162.5,0
61,0.5,163.0,0
58,0.5,163.5,0
56,1.0,164.0,0
r,0.75,165.0,0
62,0.25,165.75,0
71,1.5,166.0,0
70,0.5,167.5,0
68,2.0,168.0,0
67,1.5,170.0,0
75,0.5,171.5,0
75,1.0,172.0,0
68,0.75,173.0,0
62,0.25,173.75,0
71,1.5,174.0,0
70,0.5,175.5,0
68,2.0,176.0,0
67,1.5,178.0,0
75,0.5,179.5,0
75,1.0,180.0,0
68,0.75,181.0,0
74,0.25,181.75,0
83,1.5,182.0,0
82,0.5,183.5,0
80,2.0,184.0,0
79,1.5,186.0,0
87,0.5,187.5,0
73,4.0,188.0,0
80,4.0,188.0,0
87,4.0,188.0,0
72,1.0,192.0,0
75,1.0,192.0,0
80,1.0,192.0,0
r,2.0,193.0,0
60,0.5,195.0,0
r,0.5,195.5,0
65,0.5,196.0,0
r,0.5,196.5,0
