r,0.25,0.0,0
62,0.25,0.25,0
74,0.25,0.5,0
70,0.25,0.75,0
71,0.25,1.0,0
66,0.25,1.25,0
67,0.75,1.5,0
62,0.25,2.25,0
74,0.25,2.5,0
70,0.25,2.75,0
71,0.25,3.0,0
66,0.25,3.25,0
67,0.75,3.5,0
64,0.25,4.25,0
76,0.25,4.5,0
71,0.25,4.75,0
72,0.25,5.0,0
68,0.25,5.25,0
69,0.75,5.5,0
64,0.25,6.25,0
76,0.25,6.5,0
71,0.25,6.75,0
72,0.25,7.0,0
68,0.25,7.25,0
69,0.75,7.5,0
69,0.25,8.25,0
84,0.25,8.5,0
83,0.25,8.75,0
81,0.75,9.0,0
79,0.25,9.75,0
78,0.25,10.0,0
76,0.25,10.25,0
74,0.25,10.5,0
72,0.25,10.75,0
74,0.25,11.0,0
72,0.25,11.0,0
71,0.5,11.25,0
79,0.25,11.75,0
79,0.25,12.0,0
69,0.5,12.25,0
76,0.25,12.75,0
76,0.25,13.0,0
67,0.5,13.25,0
74,0.25,13.75,0
74,0.25,14.0,0
60,0.5,14.25,0
66,0.25,14.75,0
59,1.0,15.0,0
67,1.0,15.0,0
r,0.5,16.0,0
74,0.5,16.5,0
74,0.25,17.0,0
r,0.25,17.25,0
74,0.25,17.5,0
r,0.25,17.75,0
74,0.25,18.0,0
r,0.25,18.25,0
74,0.25,18.5,0
73,0.25,18.5,0
74,0.25,18.5,0
76,0.25,18.5,0
74,0.25,18.75,0
76,0.25,18.75,0
76,1.0,19.0,0
74,0.5,20.0,0
r,0.5,20.5,0
r,0.75,21.0,0
74,0.25,21.75,0
74,0.25,22.0,0
74,0.25,22.25,0
74,0.25,22.5,0
74,0.25,22.75,0
76,1.0,23.0,0
74,0.5,24.0,0
r,0.5,24.5,0
r,0.5,25.0,0
74,0.75,25.5,0
76,0.25,26.25,0
74,0.25,26.25,0
72,0.25,26.5,0
71,0.25,26.75,0
71,0.5,27.0,0
69,1.0,27.5,0
67,0.5,28.5,0
66,0.25,29.0,0
67,0.25,29.0,0
69,0.25,29.0,0
67,0.25,29.25,0
66,1.0,29.5,0
74,0.5,30.5,0
74,0.5,31.0,0
73,1.0,31.5,0
71,0.5,32.5,0
69,0.25,33.0,0
71,0.25,33.0,0
73,0.25,33.0,0
71,0.25,33.25,0
69,1.0,33.5,0
78,0.5,34.5,0
78,0.5,35.0,0
76,1.0,35.5,0
74,0.5,36.5,0
74,0.5,37.0,0
73,1.0,37.5,0
71,0.5,38.5,0
71,0.5,39.0,0
69,0.5,39.5,0
r,0.25,40.0,0
74,0.25,40.25,0
76,0.25,40.25,0
78,0.25,40.5,0
76,0.25,40.5,0
74,0.25,40.75,0
74,0.5,41.0,0
73,0.5,41.5,0
r,0.25,42.0,0
71,0.25,42.25,0
73,0.25,42.25,0
74,0.25,42.5,0
73,0.25,42.5,0
71,0.25,42.75,0
71,0.5,43.0,0
69,0.5,43.5,0
r,0.25,44.0,0
74,0.25,44.25,0
76,0.25,44.25,0
78,0.25,44.5,0
76,0.25,44.5,0
74,0.25,44.75,0
74,0.25,44.75,0
r,0.25,45.0,0
73,0.25,45.25,0
74,0.25,45.25,0
76,0.25,45.5,0
74,0.25,45.5,0
73,0.25,45.75,0
73,0.25,45.75,0
r,0.25,46.0,0
71,0.25,46.25,0
73,0.25,46.25,0
74,0.25,46.5,0
73,0.25,46.5,0
71,0.25,46.75,0
71,0.25,46.75,0
r,0.25,47.0,0
69,0.25,47.25,0
68,0.25,47.25,0
69,0.25,47.5,0
71,0.25,47.5,0
73,0.25,47.75,0
74,0.25,47.75,0
r,0.25,48.0,0
75,0.25,48.25,0
76,0.25,48.25,0
77,0.25,48.5,0
78,0.25,48.5,0
79,0.25,48.75,0
80,0.25,48.75,0
81,0.5,49.0,0
81,0.5,49.5,0
81,0.5,50.0,0
81,0.5,50.5,0
78,0.75,51.0,0
81,0.75,51.0,0
77,0.25,51.75,0
80,0.25,51.75,0
78,0.75,52.0,0
81,0.75,52.0,0
77,0.25,52.75,0
80,0.25,52.75,0
78,0.75,53.0,0
81,0.75,53.0,0
76,0.25,53.75,0
79,0.25,53.75,0
76,0.25,54.0,0
79,0.25,54.0,0
74,0.25,54.25,0
78,0.25,54.25,0
74,0.25,54.5,0
78,0.25,54.5,0
73,0.25,54.75,0
76,0.25,54.75,0
73,0.25,55.0,0
76,0.25,55.0,0
71,0.25,55.25,0
74,0.25,55.25,0
71,0.25,55.5,0
74,0.25,55.5,0
69,0.25,55.75,0
73,0.25,55.75,0
69,0.25,56.0,0
73,0.25,56.0,0
67,0.25,56.25,0
71,0.25,56.25,0
67,0.25,56.5,0
71,0.25,56.5,0
66,0.25,56.75,0
69,0.25,56.75,0
63,1.0,57.0,0
66,1.0,57.0,0
64,0.5,58.0,0
67,0.5,58.0,0
r,0.5,58.5,0
76,0.75,59.0,0
79,0.75,59.0,0
75,0.25,59.75,0
78,0.25,59.75,0
76,0.75,60.0,0
79,0.75,60.0,0
75,0.25,60.75,0
78,0.25,60.75,0
76,0.75,61.0,0
79,0.75,61.0,0
74,0.25,61.75,0
78,0.25,61.75,0
74,0.25,62.0,0
78,0.25,62.0,0
73,0.25,62.25,0
76,0.25,62.25,0
73,0.25,62.5,0
76,0.25,62.5,0
71,0.25,62.75,0
74,0.25,62.75,0
71,0.25,63.0,0
74,0.25,63.0,0
69,0.25,63.25,0
73,0.25,63.25,0
69,0.25,63.5,0
73,0.25,63.5,0
67,0.25,63.75,0
71,0.25,63.75,0
67,0.25,64.0,0
71,0.25,64.0,0
66,0.25,64.25,0
69,0.25,64.25,0
66,0.25,64.5,0
69,0.25,64.5,0
64,0.25,64.75,0
67,0.25,64.75,0
62,0.5,65.0,0
66,0.5,65.0,0
66,0.5,65.5,0
71,0.5,65.5,0
64,0.5,66.0,0
69,0.5,66.0,0
61,0.5,66.5,0
67,0.5,66.5,0
62,0.5,67.0,0
66,0.5,67.0,0
66,0.5,67.5,0
71,0.5,67.5,0
64,0.5,68.0,0
69,0.5,68.0,0
61,0.5,68.5,0
67,0.5,68.5,0
66,0.0,69.0,0
66,0.5,69.0,0
r,0.25,69.0,0
62,0.25,69.25,0
71,0.25,69.5,0
66,0.25,69.5,0
r,1.5,69.5,0
62,0.25,69.75,0
69,0.25,70.0,0
61,0.25,70.0,0
64,0.25,70.25,0
68,0.25,70.5,0
59,0.25,70.5,0
62,0.25,70.75,0
69,0.25,71.0,0
r,1.75,71.25,0
78,0.5,73.0,0
83,0.5,73.5,0
81,0.5,74.0,0
73,0.5,74.5,0
79,0.5,74.5,0
74,0.5,75.0,0
78,0.5,75.0,0
83,0.5,75.5,0
81,0.5,76.0,0
73,0.5,76.5,0
79,0.5,76.5,0
74,0.5,77.0,0
78,0.5,77.0,0
86,1.0,77.5,0
86,1.0,78.5,0
86,0.25,79.5,0
r,0.25,79.75,0
86,0.25,80.0,0
r,0.25,80.25,0
86,0.25,80.5,0
r,0.25,80.75,0
83,0.25,81.0,0
85,0.25,81.0,0
83,0.25,81.25,0
82,0.25,81.25,0
83,0.25,81.5,0
85,0.25,81.5,0
86,0.25,81.75,0
85,0.25,81.75,0
83,0.25,82.0,0
85,0.25,82.0,0
83,0.25,82.25,0
82,0.25,82.25,0
83,0.25,82.5,0
85,0.25,82.5,0
86,0.25,82.75,0
85,0.25,82.75,0
86,0.25,83.0,0
88,0.25,83.0,0
86,0.25,83.25,0
85,0.25,83.25,0
86,0.25,83.5,0
88,0.25,83.5,0
89,0.25,83.75,0
88,0.25,83.75,0
86,0.25,84.0,0
88,0.25,84.0,0
86,0.25,84.25,0
85,0.25,84.25,0
86,0.25,84.5,0
88,0.25,84.5,0
89,0.25,84.75,0
88,0.25,84.75,0
86,0.25,85.0,0
88,0.25,85.0,0
86,0.25,85.25,0
85,0.25,85.25,0
86,0.25,85.5,0
85,0.25,85.5,0
86,0.25,85.75,0
85,0.25,85.75,0
86,0.25,86.0,0
85,0.25,86.0,0
83,0.25,86.25,0
81,0.25,86.25,0
79,0.25,86.5,0
78,0.25,86.5,0
76,0.25,86.75,0
74,0.25,86.75,0
74,1.0,87.0,0
78,1.0,87.0,0
73,1.0,88.0,0
76,1.0,88.0,0
