0.0,Formula de Compasso,2/4
40.5,Note,Parte_1,0.25,78,
40.5,Note,Parte_3,0.5,48,
40.75,Note,Parte_1,0.25,87,
41.0,Note,Parte_1,0.25,78,
41.0,Note,Parte_3,0.5,32,
41.25,Note,Parte_1,0.25,80,
41.5,Note,Parte_1,0.25,78,
41.5,Note,Parte_3,0.5,44,
41.75,Note,Parte_1,0.25,87,
42.0,Chord,Parte_1,0.5,"[77, 80, 85]",
42.0,Rest,Parte_2,2.0,0,
42.0,Chord,Parte_3,0.5,"[37, 49]",
42.0,Rest,Parte_4,2.0,0,
42.0,Rest,Parte_5,2.0,0,
42.5,Note,Parte_1,0.25,60,
42.5,Rest,Parte_3,0.5,0,
42.75,Note,Parte_1,0.25,61,
43.0,Rest,Parte_1,0.5,0,
43.0,Note,Parte_3,0.25,60,
43.25,Note,Parte_3,0.25,61,
43.5,Note,Parte_1,0.25,64,
43.5,Rest,Parte_3,0.5,0,
43.75,Note,Parte_1,0.25,65,
44.0,Rest,Parte_1,0.5,0,
44.0,Rest,Parte_2,2.0,0,
44.0,Note,Parte_3,0.25,64,
44.0,Rest,Parte_4,2.0,0,
44.0,Rest,Parte_5,2.0,0,
44.25,Note,Parte_3,0.25,65,
44.5,Note,Parte_1,0.25,67,
44.5,Rest,Parte_3,0.5,0,
44.75,Note,Parte_1,0.25,68,
45.0,Rest,Parte_1,0.5,0,
45.0,Note,Parte_3,0.25,67,
45.25,Note,Parte_3,0.25,68,
45.5,Note,Parte_1,0.25,72,
45.5,Rest,Parte_3,0.5,0,
45.75,Note,Parte_1,0.25,73,
46.0,Rest,Parte_1,0.5,0,
46.0,Rest,Parte_2,2.0,0,
46.0,Note,Parte_3,0.25,72,
46.0,Rest,Parte_4,2.0,0,
46.0,Rest,Parte_5,2.0,0,
46.25,Note,Parte_3,0.25,73,
46.5,Note,Parte_1,0.25,76,
46.5,Rest,Parte_3,0.5,0,
46.75,Note,Parte_1,0.25,77,
47.0,Rest,Parte_1,0.5,0,
47.0,Note,Parte_3,0.25,76,
47.25,Note,Parte_3,0.25,77,
47.5,Note,Parte_1,0.25,79,
47.5,Rest,Parte_3,0.5,0,
47.75,Note,Parte_1,0.25,80,
48.0,Rest,Parte_1,0.5,0,
48.0,Rest,Parte_2,2.0,0,
48.0,Note,Parte_3,0.25,79,
48.0,Rest,Parte_4,2.0,0,
48.0,Rest,Parte_5,2.0,0,
48.25,Note,Parte_3,0.25,80,
48.5,Note,Parte_1,0.25,84,
48.5,Rest,Parte_3,0.5,0,
48.75,Note,Parte_1,0.25,85,
49.0,Rest,Parte_1,0.5,0,
49.0,Note,Parte_3,0.25,84,
49.25,Note,Parte_3,0.25,85,
49.5,Note,Parte_1,0.25,88,
49.5,Rest,Parte_3,0.5,0,
49.75,Note,Parte_1,0.25,89,
50.0,Rest,Parte_1,0.5,0,
50.0,Rest,Parte_2,2.0,0,
50.0,Note,Parte_3,0.25,88,
50.0,Rest,Parte_4,2.0,0,
50.0,Rest,Parte_5,2.0,0,
50.25,Note,Parte_3,0.25,89,
50.5,Note,Parte_1,0.25,91,
50.5,Rest,Parte_3,0.5,0,
50.75,Note,Parte_1,0.25,92,
51.0,Rest,Parte_1,0.5,0,
51.0,Note,Parte_3,0.25,84,
51.25,Note,Parte_3,0.25,85,
51.5,Note,Parte_1,0.25,88,
51.5,Rest,Parte_3,0.5,0,
51.75,Note,Parte_1,0.25,89,
52.0,Rest,Parte_1,0.5,0,
52.0,Rest,Parte_2,2.0,0,
52.0,Note,Parte_3,0.25,79,
52.0,Rest,Parte_4,2.0,0,
52.0,Rest,Parte_5,2.0,0,
52.25,Note,Parte_3,0.25,80,
52.5,Note,Parte_1,0.25,84,
52.5,Rest,Parte_3,0.5,0,
52.75,Note,Parte_1,0.25,85,
53.0,Rest,Parte_1,0.5,0,
53.0,Note,Parte_3,0.25,76,
53.25,Note,Parte_3,0.25,77,
53.5,Note,Parte_1,0.25,79,
53.5,Rest,Parte_3,0.5,0,
53.75,Note,Parte_1,0.25,80,
54.0,Rest,Parte_1,0.5,0,
54.0,Rest,Parte_2,2.0,0,
54.0,Note,Parte_3,0.25,72,
54.0,Rest,Parte_4,2.0,0,
54.0,Rest,Parte_5,2.0,0,
54.25,Note,Parte_3,0.25,73,
54.5,Note,Parte_1,0.25,76,
54.5,Rest,Parte_3,0.5,0,
54.75,Note,Parte_1,0.25,77,
55.0,Rest,Parte_1,0.5,0,
55.0,Note,Parte_3,0.25,67,
55.25,Note,Parte_3,0.25,68,
55.5,Note,Parte_1,0.25,72,
55.5,Rest,Parte_3,0.5,0,
55.75,Note,Parte_1,0.25,73,
56.0,Rest,Parte_1,0.5,0,
56.0,Rest,Parte_2,2.0,0,
56.0,Note,Parte_3,0.25,64,
56.0,Rest,Parte_4,2.0,0,
56.0,Rest,Parte_5,2.0,0,
56.25,Note,Parte_3,0.25,65,
56.5,Note,Parte_1,0.25,72,
56.5,Rest,Parte_3,0.5,0,
56.75,Note,Parte_1,0.25,73,
57.0,Rest,Parte_1,0.5,0,
57.0,Note,Parte_3,0.25,60,
57.25,Note,Parte_3,0.25,61,
57.5,Note,Parte_1,0.25,72,
57.5,Rest,Parte_3,0.5,0,
57.75,Note,Parte_1,0.25,73,
58.0,Rest,Parte_1,0.5,0,
58.0,Rest,Parte_2,2.0,0,
58.0,Note,Parte_3,0.25,60,
58.0,Rest,Parte_4,2.0,0,
58.0,Rest,Parte_5,2.0,0,
58.25,Note,Parte_3,0.25,61,
58.5,Note,Parte_1,0.25,72,
58.5,Rest,Parte_3,0.5,0,
58.75,Note,Parte_1,0.25,73,
59.0,Rest,Parte_1,0.5,0,
59.0,Note,Parte_3,0.25,48,
59.25,Note,Parte_3,0.25,49,
59.5,Note,Parte_1,0.25,60,
59.5,Rest,Parte_3,0.5,0,
59.75,Note,Parte_1,0.25,61,
60.0,Rest,Parte_1,0.5,0,
60.0,Rest,Parte_2,2.0,0,
60.0,Note,Parte_3,0.25,60,
60.0,Rest,Parte_4,2.0,0,
60.0,Rest,Parte_5,2.0,0,
60.25,Note,Parte_3,0.25,61,
60.5,Note,Parte_1,0.25,72,
60.5,Rest,Parte_3,0.5,0,
60.75,Note,Parte_1,0.25,73,
61.0,Rest,Parte_1,0.5,0,
61.0,Note,Parte_3,0.25,48,
61.25,Note,Parte_3,0.25,49,
61.5,Note,Parte_1,0.25,60,
61.5,Rest,Parte_3,0.5,0,
61.75,Note,Parte_1,0.25,61,
62.0,Chord,Parte_1,1.5,"[66, 72]",
62.0,Rest,Parte_2,2.0,0,
62.0,Chord,Parte_3,1.5,"[50, 54]",
62.0,Rest,Parte_4,2.0,0,
62.0,Rest,Parte_5,2.0,0,
63.5,Chord,Parte_1,0.5,"[65, 73]",
63.5,Chord,Parte_3,0.5,"[49, 56]",
64.0,Chord,Parte_1,0.5,"[65, 68]",
64.0,Rest,Parte_2,2.0,0,
64.0,Chord,Parte_3,0.5,"[47, 49]",
64.0,Rest,Parte_4,2.0,0,
64.0,Rest,Parte_5,2.0,0,
64.5,Rest,Parte_1,0.5,0,
64.5,Rest,Parte_3,0.5,0,
65.0,Rest,Parte_1,0.5,0,
65.0,Rest,Parte_3,0.5,0,
65.5,Chord,Parte_1,0.5,"[66, 70]",
65.5,Chord,Parte_3,0.5,"[46, 49]",
66.0,Chord,Parte_1,0.75,"[63, 71]",
66.0,Rest,Parte_2,2.0,0,
66.0,Note,Parte_3,0.75,44,
66.0,Rest,Parte_4,2.0,0,
66.0,Rest,Parte_5,2.0,0,
66.75,Chord,Parte_1,0.25,"[61, 70]",
66.75,Note,Parte_3,0.25,46,
67.0,Chord,Parte_1,0.5,"[59, 68]",
67.0,Note,Parte_3,0.5,47,
67.5,Chord,Parte_1,0.5,"[58, 66]",
67.5,Note,Parte_3,0.5,48,
68.0,Chord,Parte_1,1.0,"[56, 65]",
68.0,Rest,Parte_2,2.0,0,
68.0,Note,Parte_3,1.0,49,
68.0,Rest,Parte_4,2.0,0,
68.0,Rest,Parte_5,2.0,0,
69.0,Rest,Parte_1,1.0,0,
69.0,Rest,Parte_3,1.0,0,
70.0,Chord,Parte_1,1.5,"[70, 73]",
70.0,Rest,Parte_2,2.0,0,
70.0,Chord,Parte_3,1.5,"[64, 67]",
70.0,Rest,Parte_4,2.0,0,
70.0,Rest,Parte_5,2.0,0,
71.5,Chord,Parte_1,0.5,"[71, 75]",
71.5,Chord,Parte_3,0.5,"[63, 66]",
72.0,Chord,Parte_1,1.0,"[73, 76]",
72.0,Rest,Parte_2,2.0,0,
72.0,Chord,Parte_3,1.0,"[61, 64]",
72.0,Rest,Parte_4,2.0,0,
72.0,Rest,Parte_5,2.0,0,
73.0,Rest,Parte_1,0.5,0,
73.0,Rest,Parte_3,0.5,0,
73.5,Chord,Parte_1,0.5,"[75, 78]",
73.5,Chord,Parte_3,0.5,"[59, 63]",
74.0,Chord,Parte_1,0.75,"[76, 80]",
74.0,Rest,Parte_2,2.0,0,
74.0,Note,Parte_3,0.75,56,
74.0,Note,Parte_4,1.0,52,
74.0,Rest,Parte_5,2.0,0,
74.75,Chord,Parte_1,0.25,"[73, 76]",
74.75,Note,Parte_3,0.25,61,
75.0,Chord,Parte_1,0.5,"[71, 75]",
75.0,Note,Parte_3,0.5,63,
75.0,Note,Parte_4,0.5,54,
75.5,Chord,Parte_1,0.5,"[70, 73]",
75.5,Note,Parte_3,0.5,64,
75.5,Note,Parte_4,0.5,54,
76.0,Chord,Parte_1,1.0,"[71, 75]",
76.0,Rest,Parte_2,1.0,0,
76.0,Note,Parte_3,1.0,63,
76.0,Note,Parte_4,1.0,59,
76.0,Rest,Parte_5,2.0,0,
77.0,Rest,Parte_1,1.0,0,
77.0,Rest,Parte_2,1.0,0,
77.0,Rest,Parte_3,1.0,0,
77.0,Rest,Parte_4,1.0,0,
78.0,Chord,Parte_1,1.5,"[66, 71]",
78.0,Rest,Parte_2,2.0,0,
78.0,Note,Parte_3,1.5,63,
78.0,Rest,Parte_4,2.0,0,
78.0,Rest,Parte_5,2.0,0,
79.5,Chord,Parte_1,0.5,"[66, 70]",
79.5,Note,Parte_3,0.5,61,
80.0,Chord,Parte_1,1.0,"[66, 75]",
80.0,Rest,Parte_2,2.0,0,
80.0,Note,Parte_3,1.0,59,
80.0,Rest,Parte_4,2.0,0,
80.0,Rest,Parte_5,2.0,0,
81.0,Rest,Parte_1,0.5,0,
81.0,Rest,Parte_3,0.5,0,
81.5,Chord,Parte_1,0.5,"[66, 73]",
81.5,Note,Parte_3,0.5,58,
82.0,Note,Parte_1,0.75,71,
82.0,Note,Parte_2,1.0,66,
82.0,Note,Parte_3,0.75,56,
82.0,Rest,Parte_4,2.0,0,
82.0,Rest,Parte_5,2.0,0,
82.75,Note,Parte_1,0.25,70,
82.75,Note,Parte_3,0.25,58,
83.0,Note,Parte_1,0.5,68,
83.0,Note,Parte_2,0.5,66,
83.0,Note,Parte_3,0.5,59,
83.5,Note,Parte_1,0.5,73,
83.5,Note,Parte_2,0.5,65,
83.5,Note,Parte_3,0.5,49,
84.0,Note,Parte_1,0.25,70,
84.0,Rest,Parte_2,2.0,0,
84.0,Note,Parte_3,0.5,54,
84.0,Rest,Parte_4,2.0,0,
84.0,Rest,Parte_5,2.0,0,
84.25,Note,Parte_1,0.25,66,
84.5,Note,Parte_1,0.25,65,
84.5,Note,Parte_3,0.5,61,
84.75,Note,Parte_1,0.25,66,
85.0,Note,Parte_1,0.25,71,
85.0,Note,Parte_3,0.5,63,
85.25,Note,Parte_1,0.25,78,
85.5,Note,Parte_1,0.25,70,
85.5,Note,Parte_3,0.5,61,
85.75,Note,Parte_1,0.25,78,
86.0,Note,Parte_1,0.25,75,
86.0,Rest,Parte_2,2.0,0,
86.0,Note,Parte_3,0.5,59,
86.0,Rest,Parte_4,2.0,0,
86.0,Rest,Parte_5,2.0,0,
86.25,Note,Parte_1,0.25,78,
86.5,Note,Parte_1,0.25,73,
86.5,Note,Parte_3,0.5,58,
86.75,Note,Parte_1,0.25,78,
87.0,Note,Parte_1,0.25,77,
87.0,Note,Parte_3,0.5,56,
87.25,Note,Parte_1,0.25,80,
87.5,Note,Parte_1,0.25,77,
87.5,Note,Parte_3,0.5,49,
87.75,Note,Parte_1,0.25,85,
88.0,Note,Parte_1,0.25,78,
88.0,Rest,Parte_2,2.0,0,
88.0,Note,Parte_3,0.5,54,
88.0,Rest,Parte_4,2.0,0,
88.0,Rest,Parte_5,2.0,0,
88.25,Note,Parte_1,0.25,82,
88.5,Note,Parte_1,0.25,78,
88.5,Note,Parte_3,0.5,49,
88.75,Note,Parte_1,0.25,85,
89.0,Note,Parte_1,0.25,78,
89.0,Note,Parte_3,0.5,46,
