0.0,Formula de Compasso,3/4
0.0,Note,Parte_1,0.75,72,
0.0,Chord,Parte_2,2.0,"[60, 63]",
0.0,Rest,Parte_3,3.0,0,
0.0,Rest,Parte_4,3.0,0,
0.0,Rest,Parte_5,3.0,0,
0.0,Rest,Parte_6,3.0,0,
0.0,Rest,Parte_7,3.0,0,
0.0,Rest,Parte_8,2.0,0,
0.0,Chord,Parte_9,2.0,"[44, 51, 53, 56]",
0.0,Rest,Parte_10,3.0,0,
0.0,Rest,Parte_11,3.0,0,
0.0,Rest,Parte_12,3.0,0,
0.0,Rest,Parte_13,3.0,0,
0.0,Rest,Parte_14,3.0,0,
0.75,Note,Parte_1,0.25,65,
1.0,Note,Parte_1,1.0,65,
2.0,Rest,Parte_1,1.0,0,
2.0,Rest,Parte_2,1.0,0,
2.0,Rest,Parte_8,1.0,0,
2.0,Rest,Parte_9,1.0,0,
3.0,Note,Parte_1,0.75,72,
3.0,Chord,Parte_2,2.0,"[60, 63]",
3.0,Rest,Parte_3,3.0,0,
3.0,Rest,Parte_4,3.0,0,
3.0,Rest,Parte_5,3.0,0,
3.0,Rest,Parte_6,3.0,0,
3.0,Rest,Parte_7,3.0,0,
3.0,Rest,Parte_8,2.0,0,
3.0,Chord,Parte_9,2.0,"[44, 51, 53, 56]",
3.0,Rest,Parte_10,3.0,0,
3.0,Rest,Parte_11,3.0,0,
3.0,Rest,Parte_12,3.0,0,
3.0,Rest,Parte_13,3.0,0,
3.0,Rest,Parte_14,3.0,0,
3.75,Note,Parte_1,0.25,65,
4.0,Note,Parte_1,1.0,65,
5.0,Rest,Parte_1,1.0,0,
5.0,Rest,Parte_2,1.0,0,
5.0,Rest,Parte_8,1.0,0,
5.0,Rest,Parte_9,1.0,0,
6.0,Tempo,140.0
6.0,Chord,Parte_1,1.0,"[60, 63, 65]",
6.0,Rest,Parte_2,3.0,0,
6.0,Rest,Parte_3,3.0,0,
6.0,Rest,Parte_4,3.0,0,
6.0,Rest,Parte_5,3.0,0,
6.0,Rest,Parte_6,3.0,0,
6.0,Rest,Parte_7,3.0,0,
6.0,Chord,Parte_8,1.0,"[32, 39]",
6.0,Rest,Parte_9,3.0,0,
6.0,Rest,Parte_10,3.0,0,
6.0,Rest,Parte_11,3.0,0,
6.0,Rest,Parte_12,3.0,0,
6.0,Rest,Parte_13,3.0,0,
6.0,Rest,Parte_14,3.0,0,
7.0,Chord,Parte_1,1.0,"[60, 63, 65]",
7.0,Chord,Parte_8,1.0,"[32, 39]",
8.0,Tempo,135.0
8.0,Chord,Parte_1,1.0,"[60, 63, 65]",
8.0,Chord,Parte_8,1.0,"[32, 39]",
9.0,Tempo,130.0
9.0,Chord,Parte_1,3.0,"[60, 63, 66]",
9.0,Rest,Parte_2,3.0,0,
9.0,Rest,Parte_3,3.0,0,
9.0,Rest,Parte_4,3.0,0,
9.0,Rest,Parte_5,3.0,0,
9.0,Rest,Parte_6,3.0,0,
9.0,Rest,Parte_7,3.0,0,
9.0,Chord,Parte_8,3.0,"[33, 39]",
