0,Tempo,56.0
0,Formula de Compasso,6/8
0,Note,Parte_1,3/2,57,
0,Rest,Parte_2,3,0,
0,Rest,Parte_3,3,0,
0,Rest,Parte_4,3,0,
0,Chord,Parte_5,3/2,"[33, 45]",
0,Rest,Parte_6,3,0,
0,Rest,Parte_7,3,0,
0,Rest,Parte_8,3,0,
3/2,Tempo,66.0
3/2,Note,Parte_1,3/2,61,
3/2,Chord,Parte_5,3/2,"[37, 49]",
3,Chord,Parte_1,1,"[69, 73]",
3,Chord,Parte_2,3/2,"[61, 66]",
3,Rest,Parte_3,3,0,
3,Rest,Parte_4,3,0,
3,Rest,Parte_5,3/2,0,
3,Chord,Parte_6,3/2,"[42, 49, 54]",
3,Rest,Parte_7,3,0,
3,Rest,Parte_8,3,0,
4,Note,Parte_1,1/2,69,
9/2,Chord,Parte_1,1/2,"[61, 69]",
9/2,Rest,Parte_2,3/2,0,
9/2,Rest,Parte_5,3/2,0,
9/2,Chord,Parte_6,1/2,"[42, 49, 54]",
5,Chord,Parte_1,1/2,"[61, 66]",
5,Chord,Parte_6,1/2,"[45, 49, 57]",
11/2,Chord,Parte_1,1/2,"[59, 61, 65, 68]",
11/2,Chord,Parte_6,1/2,"[44, 49, 56]",
6,Chord,Parte_1,3/2,"[57, 61, 66, 69]",
6,Rest,Parte_2,3,0,
6,Rest,Parte_3,3,0,
6,Rest,Parte_4,3,0,
6,Chord,Parte_5,3/2,"[42, 49, 54]",
6,Rest,Parte_6,3,0,
6,Rest,Parte_7,3,0,
6,Rest,Parte_8,3,0,
15/2,Chord,Parte_1,1,"[59, 66, 71]",
15/2,Chord,Parte_5,1,"[38, 50]",
17/2,Chord,Parte_1,1/2,"[62, 66, 74]",
17/2,Chord,Parte_5,1/2,"[35, 47]",
9,Chord,Parte_1,1,"[62, 66, 74]",
9,Rest,Parte_2,3,0,
9,Rest,Parte_3,3,0,
9,Rest,Parte_4,3,0,
9,Chord,Parte_5,1,"[35, 47]",
9,Rest,Parte_6,3,0,
9,Rest,Parte_7,3,0,
9,Rest,Parte_8,3,0,
10,Chord,Parte_1,1/2,"[61, 66, 73]",
10,Chord,Parte_5,1/2,"[33, 45]",
21/2,Chord,Parte_1,1/2,"[61, 66, 73]",
21/2,Chord,Parte_5,1/2,"[33, 45]",
11,Chord,Parte_1,1/2,"[65, 71, 73, 77]",
11,Chord,Parte_5,1/2,"[32, 44]",
23/2,Chord,Parte_1,1/2,"[66, 69, 73, 78]",
23/2,Chord,Parte_5,1/2,"[30, 42]",
12,Chord,Parte_1,3/2,"[68, 73, 80]",
12,Rest,Parte_2,3,0,
12,Rest,Parte_3,3,0,
12,Rest,Parte_4,3,0,
12,Chord,Parte_5,3/2,"[29, 41]",
12,Rest,Parte_6,3,0,
12,Rest,Parte_7,3,0,
12,Rest,Parte_8,3,0,
27/2,Chord,Parte_1,3/2,"[68, 71, 74]",
27/2,Chord,Parte_5,3/2,"[53, 56, 59, 62]",
15,Chord,Parte_1,3/2,"[68, 71, 74]",
15,Rest,Parte_2,1/2,0,
15,Rest,Parte_3,3,0,
15,Rest,Parte_4,3,0,
15,Chord,Parte_5,3/2,"[29, 41]",
15,Rest,Parte_6,3,0,
15,Rest,Parte_7,3,0,
15,Rest,Parte_8,3,0,
31/2,Rest,Parte_2,1/2,0,
16,Note,Parte_2,1/2,62,
33/2,Chord,Parte_1,1,"[69, 73]",
33/2,Note,Parte_2,1,61,
33/2,Chord,Parte_5,1,"[30, 42]",
35/2,Chord,Parte_1,1/2,"[65, 71]",
35/2,Chord,Parte_2,1/2,"[59, 62]",
35/2,Chord,Parte_5,1/2,"[32, 44]",
18,Chord,Parte_1,3/2,"[59, 62, 65, 71]",
18,Rest,Parte_2,3,0,
18,Rest,Parte_3,3,0,
18,Rest,Parte_4,3,0,
18,Chord,Parte_5,3/2,"[32, 44]",
18,Rest,Parte_6,3,0,
18,Rest,Parte_7,3,0,
18,Rest,Parte_8,3,0,
39/2,Chord,Parte_1,1/2,"[59, 62, 65, 71]",
39/2,Chord,Parte_5,1/2,"[32, 44]",
20,Chord,Parte_1,1/2,"[57, 61, 66, 69]",
20,Chord,Parte_5,1/2,"[33, 45]",
41/2,Chord,Parte_1,1/2,"[56, 62, 66, 68]",
41/2,Chord,Parte_5,1/2,"[35, 47]",
21,Chord,Parte_1,1,"[56, 63, 66, 68]",
21,Rest,Parte_2,3,0,
21,Rest,Parte_3,3,0,
21,Rest,Parte_4,3,0,
21,Chord,Parte_5,1,"[36, 48]",
21,Rest,Parte_6,3,0,
21,Rest,Parte_7,3,0,
21,Rest,Parte_8,3,0,
22,Chord,Parte_1,1/2,"[56, 63, 66, 68]",
22,Chord,Parte_5,1/2,"[36, 48]",
45/2,Chord,Parte_1,1/2,"[56, 63, 66, 68]",
45/2,Chord,Parte_5,1/2,"[36, 48]",
23,Chord,Parte_1,1/2,"[57, 63, 66, 69]",
23,Chord,Parte_5,1/2,"[36, 48]",
47/2,Chord,Parte_1,1/2,"[54, 57, 63, 66]",
47/2,Chord,Parte_5,1/2,"[36, 48]",
24,Note,Parte_1,1/2,63,
24,Chord,Parte_2,3/2,"[54, 57, 66]",
24,Rest,Parte_3,3,0,
24,Rest,Parte_4,3,0,
24,Rest,Parte_5,3/2,0,
24,Chord,Parte_6,3/2,"[37, 49]",
24,Rest,Parte_7,3,0,
24,Rest,Parte_8,3,0,
49/2,Note,Parte_1,1/2,60,
25,Note,Parte_1,1/2,61,
51/2,Chord,Parte_1,1/2,"[53, 56, 61, 65]",
51/2,Rest,Parte_2,3/2,0,
51/2,Rest,Parte_5,3/2,0,
51/2,Chord,Parte_6,1/2,"[37, 49]",
26,Note,Parte_1,1/2,68,
26,Chord,Parte_6,1/2,"[49, 53, 56]",
53/2,Note,Parte_1,1/2,71,
53/2,Chord,Parte_6,1/2,"[49, 56, 59]",
27,Chord,Parte_1,1,"[62, 71]",
27,Note,Parte_2,1/2,65,
27,Rest,Parte_3,3,0,
27,Rest,Parte_4,3,0,
27,Rest,Parte_5,3/2,0,
27,Chord,Parte_6,1,"[49, 59]",
27,Rest,Parte_7,3,0,
27,Rest,Parte_8,3,0,
55/2,Note,Parte_2,1/2,68,
28,Chord,Parte_1,1/2,"[61, 69]",
28,Note,Parte_2,1/2,66,
28,Chord,Parte_6,1/2,"[49, 57]",
57/2,Chord,Parte_1,1/2,"[61, 66, 69]",
57/2,Rest,Parte_2,1,0,
57/2,Rest,Parte_5,1,0,
57/2,Chord,Parte_6,1/2,"[49, 57]",
29,Chord,Parte_1,1/2,"[59, 62, 65, 68]",
29,Chord,Parte_6,1/2,"[49, 56]",
59/2,Chord,Parte_1,1/2,"[63, 66]",
59/2,Note,Parte_2,1/4,57,
59/2,Rest,Parte_5,1/2,0,
59/2,Chord,Parte_6,1/2,"[49, 54]",
119/4,Note,Parte_2,1/4,60,
30,Chord,Parte_1,1,"[57, 60, 63, 66]",
30,Rest,Parte_2,5/2,0,
30,Rest,Parte_3,3/2,0,
30,Rest,Parte_4,3,0,
30,Rest,Parte_5,5/2,0,
30,Chord,Parte_6,1,"[49, 54]",
30,Rest,Parte_7,3/2,0,
30,Rest,Parte_8,3,0,
31,Chord,Parte_1,1/2,"[56, 61, 65]",
31,Chord,Parte_6,1/2,"[49, 53]",
63/2,Note,Parte_1,1/2,65,
63/2,Rest,Parte_3,3/2,0,
63/2,Note,Parte_6,1/2,53,
63/2,Note,Parte_7,1,49,
32,Note,Parte_1,1/2,68,
32,Note,Parte_6,1/2,56,
65/2,Note,Parte_1,1/4,71,
65/2,Chord,Parte_2,1/2,"[65, 68]",start
65/2,Rest,Parte_5,1/2,0,
65/2,Note,Parte_6,1/4,59,
65/2,Chord,Parte_7,1/2,"[49, 56]",
131/4,Note,Parte_1,1/4,74,
131/4,Note,Parte_6,1/4,62,
33,Chord,Parte_1,1,"[71, 74]",
33,Chord,Parte_2,1/2,"[65, 68]",stop
33,Rest,Parte_3,3,0,
33,Rest,Parte_4,3,0,
33,Chord,Parte_5,1,"[59, 62]",
33,Note,Parte_6,1,49,
33,Rest,Parte_7,3,0,
33,Rest,Parte_8,3,0,
67/2,Chord,Parte_2,1/2,"[65, 68]",
34,Chord,Parte_1,1/2,"[69, 73]",
34,Note,Parte_2,1/2,66,
34,Chord,Parte_5,1/2,"[57, 61]",
34,Note,Parte_6,1/2,49,
69/2,Chord,Parte_1,1/2,"[69, 73]",
69/2,Rest,Parte_2,1/4,0,
69/2,Chord,Parte_5,1/2,"[57, 61]",
69/2,Note,Parte_6,1/2,49,
139/4,Note,Parte_2,1/4,66,
35,Chord,Parte_1,1/2,"[68, 71]",
35,Chord,Parte_2,1/2,"[62, 65]",
35,Chord,Parte_5,1/2,"[56, 59]",
35,Note,Parte_6,1/2,49,
71/2,Chord,Parte_1,1/2,"[66, 69]",
71/2,Chord,Parte_2,1/2,"[60, 63]",
71/2,Chord,Parte_5,1/2,"[54, 57]",
71/2,Note,Parte_6,1/2,49,
36,Chord,Parte_1,1,"[66, 69]",
36,Rest,Parte_2,1/2,0,
36,Rest,Parte_3,3,0,
36,Rest,Parte_4,3,0,
36,Rest,Parte_5,3/2,0,
