0,Formula de Compasso,4/4
0,Tuplet 3:2,Parte_1,"[['Rest', Fraction(1, 8), 0, None], ['Rest', Fraction(1, 8), 0, None], ['Note', Fraction(1, 8), 53, None]]"
0,Rest,Parte_2,1/2,0,
0,Rest,Parte_3,4,0,
0,Rest,Parte_4,4,0,
0,Rest,Parte_5,1/2,0,
0,Tuplet 3:2,Parte_6,"[['Note', Fraction(1, 8), 41, None], ['Note', Fraction(1, 8), 53, None], ['Rest', Fraction(1, 8), 0, None]]"
0,Tuplet 3:2,Parte_7,"[['Rest', Fraction(1, 2), 0, None], ['Rest', Fraction(1, 2), 0, None], ['Rest', Fraction(4, 1), 0, None]]"
0,Tuplet 3:2,Parte_8,"[['Rest', Fraction(1, 2), 0, None], ['Rest', Fraction(1, 2), 0, None], ['Rest', Fraction(4, 1), 0, None]]"
1/4,Tuplet 3:2,Parte_1,"[['Note', Fraction(1, 8), 65, None], ['Rest', Fraction(1, 8), 0, None], ['Rest', Fraction(1, 8), 0, None]]"
1/4,Tuplet 3:2,Parte_6,"[['Rest', Fraction(1, 8), 0, None], ['Note', Fraction(1, 8), 65, None], ['Note', Fraction(1, 8), 77, None]]"
1/2,Tuplet 3:2,Parte_1,"[['Note', Fraction(1, 8), 77, None], ['Note', Fraction(1, 8), 89, 'start'], ['Note', Fraction(1, 8), 89, 'continue']]"
1/2,Note,Parte_2,1/4,77,start
1/2,Tuplet 3:2,Parte_5,"[['Rest', Fraction(1, 4), 0, None], ['Rest', Fraction(1, 8), 0, None]]"
1/2,Tuplet 3:2,Parte_6,"[['Rest', Fraction(1, 8), 0, None], ['Rest', Fraction(1, 8), 0, None], ['Chord', Fraction(1, 8), [29, 41], 'start']]"
3/4,Chord,Parte_1,3/8,"[77, 89]",stop
3/4,Rest,Parte_2,13/4,0,
3/4,Rest,Parte_5,13/4,0,
3/4,Chord,Parte_6,3/8,"[29, 41]",stop
9/8,Chord,Parte_1,1/8,"[77, 89]",start
9/8,Rest,Parte_6,1/8,0,
5/4,Chord,Parte_1,1/4,"[77, 89]",stop
5/4,Rest,Parte_6,1/4,0,
3/2,Rest,Parte_1,1/4,0,
3/2,Chord,Parte_6,1/4,"[41, 53]",
7/4,Rest,Parte_1,3/8,0,
7/4,Rest,Parte_6,1/4,0,
2,Rest,Parte_6,1/4,0,
17/8,Chord,Parte_1,1/8,"[77, 80, 85, 89]",start
9/4,Chord,Parte_1,1/4,"[77, 80, 85, 89]",stop
9/4,Rest,Parte_6,1/4,0,
5/2,Rest,Parte_1,1/4,0,
5/2,Chord,Parte_6,1/4,"[37, 49]",
11/4,Rest,Parte_1,3/8,0,
11/4,Rest,Parte_6,1/4,0,
3,Rest,Parte_6,1/4,0,
25/8,Chord,Parte_1,1/8,"[77, 82, 85, 89]",start
13/4,Chord,Parte_1,1/4,"[77, 82, 85, 89]",stop
13/4,Rest,Parte_6,1/4,0,
7/2,Rest,Parte_1,1/4,0,
7/2,Chord,Parte_6,1/4,"[34, 46]",
15/4,Rest,Parte_1,1/4,0,
15/4,Rest,Parte_6,1/4,0,
4,Rest,Parte_2,1/8,0,
4,Rest,Parte_2,7/4,0,
