0.0,Formula de Compasso,2/2
103.0,Tuplet 3:2,Parte_3,"[['Note', 0.5, 54, None], ['Note', 0.5, 60, None], ['Note', 0.5, 63, None]]"
104.0,Note,Parte_1,1.0,75,
104.0,Rest,Parte_2,4.0,0,
104.0,Tuplet 3:2,Parte_3,"[['Note', 0.5, 55, None], ['Note', 0.5, 60, None], ['Note', 0.5, 63, None]]"
104.0,Rest,Parte_4,4.0,0,
104.0,Rest,Parte_5,4.0,0,
105.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 80, None], ['Note', 0.5, 75, None], ['Note', 0.5, 72, None]]"
105.0,Note,Parte_3,0.5,56,
105.5,Note,Parte_3,0.5,68,
106.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 80, None], ['Note', 0.5, 73, None], ['Note', 0.5, 72, None]]"
106.0,Note,Parte_3,0.5,53,
106.5,Note,Parte_3,0.5,65,
107.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 79, None], ['Note', 0.5, 73, None], ['Note', 0.5, 70, None]]"
107.0,Note,Parte_3,0.5,55,
107.5,Note,Parte_3,0.5,67,
108.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 79, None], ['Note', 0.5, 72, None], ['Note', 0.5, 70, None]]"
108.0,Rest,Parte_2,4.0,0,
108.0,Note,Parte_3,0.5,52,
108.0,Rest,Parte_4,4.0,0,
108.0,Rest,Parte_5,4.0,0,
108.5,Note,Parte_3,0.5,64,
109.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 77, None], ['Note', 0.5, 72, None], ['Note', 0.5, 68, None]]"
109.0,Note,Parte_3,0.5,53,
109.5,Note,Parte_3,0.5,65,
110.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 77, None], ['Note', 0.5, 74, None], ['Note', 0.5, 67, None]]"
110.0,Note,Parte_3,0.5,47,
110.5,Note,Parte_3,0.5,59,
111.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 75, None], ['Note', 0.5, 72, None], ['Note', 0.5, 67, None]]"
111.0,Note,Parte_3,0.5,48,
111.5,Note,Parte_3,0.5,60,
112.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 74, None], ['Note', 0.5, 71, None], ['Note', 0.5, 65, None]]"
112.0,Rest,Parte_2,4.0,0,
112.0,Note,Parte_3,0.5,38,
112.0,Rest,Parte_4,4.0,0,
112.0,Rest,Parte_5,4.0,0,
112.5,Note,Parte_3,0.5,50,
113.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 72, None], ['Note', 0.5, 67, None], ['Note', 0.5, 63, None]]"
113.0,Note,Parte_3,0.5,39,
113.5,Note,Parte_3,0.5,51,
114.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 71, None], ['Note', 0.5, 68, None], ['Note', 0.5, 62, None]]"
114.0,Note,Parte_3,0.5,41,
114.5,Note,Parte_3,0.5,53,
115.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 72, None], ['Note', 0.5, 69, None], ['Note', 0.5, 63, None]]"
115.0,Note,Parte_3,0.5,42,
115.5,Note,Parte_3,0.5,54,
116.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 67, None], ['Note', 0.5, 63, None], ['Note', 0.5, 60, None]]"
116.0,Rest,Parte_2,4.0,0,
116.0,Note,Parte_3,0.5,43,
116.0,Rest,Parte_4,4.0,0,
116.0,Rest,Parte_5,4.0,0,
116.5,Note,Parte_3,0.5,55,
117.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 67, None], ['Note', 0.5, 63, None], ['Note', 0.5, 60, None]]"
117.0,Note,Parte_3,0.5,43,
117.5,Note,Parte_3,0.5,55,
118.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 67, None], ['Note', 0.5, 62, None], ['Note', 0.5, 59, None]]"
118.0,Note,Parte_3,0.5,43,
118.5,Note,Parte_3,0.5,55,
119.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 67, None], ['Note', 0.5, 62, None], ['Note', 0.5, 59, None]]"
119.0,Note,Parte_3,0.5,43,
119.5,Note,Parte_3,0.5,55,
120.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 60, None], ['Note', 0.5, 63, None], ['Note', 0.5, 67, None]]"
120.0,Rest,Parte_2,4.0,0,
120.0,Note,Parte_3,1.0,48,
120.0,Rest,Parte_4,4.0,0,
120.0,Rest,Parte_5,4.0,0,
121.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 72, None], ['Note', 0.5, 68, None], ['Note', 0.5, 63, None]]"
121.0,Note,Parte_3,0.5,56,
121.5,Note,Parte_3,0.5,60,
122.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 72, None], ['Note', 0.5, 68, None], ['Note', 0.5, 61, None]]"
122.0,Note,Parte_3,0.5,53,
122.5,Note,Parte_3,0.5,56,
123.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 70, None], ['Note', 0.5, 67, None], ['Note', 0.5, 61, None]]"
123.0,Note,Parte_3,0.5,55,
123.5,Note,Parte_3,0.5,58,
124.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 70, None], ['Note', 0.5, 67, None], ['Note', 0.5, 60, None]]"
124.0,Rest,Parte_2,4.0,0,
124.0,Note,Parte_3,0.5,52,
124.0,Rest,Parte_4,4.0,0,
124.0,Rest,Parte_5,4.0,0,
124.5,Note,Parte_3,0.5,55,
125.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 68, None], ['Note', 0.5, 65, None], ['Note', 0.5, 60, None]]"
125.0,Note,Parte_3,0.5,53,
125.5,Note,Parte_3,0.5,56,
126.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 67, None], ['Note', 0.5, 65, None], ['Note', 0.5, 62, None]]"
126.0,Note,Parte_3,0.5,47,
126.5,Note,Parte_3,0.5,50,
127.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 67, None], ['Note', 0.5, 63, None], ['Note', 0.5, 60, None]]"
127.0,Note,Parte_3,0.5,48,
127.5,Note,Parte_3,0.5,51,
128.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 65, None], ['Note', 0.5, 59, None], ['Note', 0.5, 55, None]]"
128.0,Rest,Parte_2,4.0,0,
128.0,Note,Parte_3,1.0,38,
128.0,Rest,Parte_4,4.0,0,
128.0,Rest,Parte_5,4.0,0,
129.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 63, None], ['Note', 0.5, 60, None], ['Note', 0.5, 55, None]]"
129.0,Note,Parte_3,1.0,39,
130.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 62, None], ['Note', 0.5, 56, None], ['Note', 0.5, 53, None]]"
130.0,Note,Parte_3,1.0,41,
131.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 60, None], ['Note', 0.5, 57, None], ['Note', 0.5, 51, None]]"
131.0,Note,Parte_3,1.0,42,
132.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 60, None], ['Note', 0.5, 55, None], ['Note', 0.5, 51, None]]"
132.0,Rest,Parte_2,4.0,0,
132.0,Note,Parte_3,0.5,31,
132.0,Rest,Parte_4,4.0,0,
132.0,Rest,Parte_5,4.0,0,
132.5,Note,Parte_3,0.5,43,
133.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 60, None], ['Note', 0.5, 55, None], ['Note', 0.5, 51, None]]"
133.0,Note,Parte_3,0.5,31,
133.5,Note,Parte_3,0.5,43,
