0.0,Formula de Compasso,4/4
20.0,Chord,Parte_4,1.0,"[51, 56, 59]",
20.0,Note,Parte_5,4.0,44,
20.0,Note,Parte_6,2.0,32,
20.0,Rest,Parte_7,4.0,0,
21.0,Note,Parte_1,0.75,63,
21.0,Chord,Parte_4,0.75,"[51, 56, 59]",
21.75,Note,Parte_1,0.25,63,
21.75,Chord,Parte_4,0.25,"[51, 56, 59]",
22.0,Note,Parte_1,0.75,63,
22.0,Chord,Parte_4,0.75,"[51, 56, 59]",
22.0,Note,Parte_6,2.0,32,
22.75,Note,Parte_1,0.25,63,
22.75,Chord,Parte_4,0.25,"[51, 56, 59]",
23.0,Note,Parte_1,0.75,63,
23.0,Chord,Parte_4,0.75,"[51, 54, 58]",
23.75,Note,Parte_1,0.25,63,
23.75,Chord,Parte_4,0.25,"[51, 53, 56]",
24.0,Note,Parte_1,3.0,63,
24.0,Rest,Parte_2,4.0,0,
24.0,Rest,Parte_3,4.0,0,
24.0,Chord,Parte_4,3.0,"[51, 54, 58]",
24.0,Note,Parte_5,0.75,39,
24.0,Rest,Parte_6,4.0,0,
24.0,Rest,Parte_7,4.0,0,
24.75,Note,Parte_5,0.25,39,
25.0,Note,Parte_5,0.75,42,
25.75,Note,Parte_5,0.25,46,
26.0,Note,Parte_5,1.0,51,
27.0,Note,Parte_1,0.75,63,
27.0,Chord,Parte_4,0.75,"[54, 59]",
27.0,Note,Parte_5,0.75,47,
27.75,Note,Parte_1,0.25,63,
27.75,Chord,Parte_4,0.25,"[54, 59]",
27.75,Note,Parte_5,0.25,47,
28.0,Note,Parte_1,1.0,63,
28.0,Rest,Parte_2,1.0,0,
28.0,Rest,Parte_3,4.0,0,
28.0,Rest,Parte_4,1.0,0,
28.0,Chord,Parte_5,1.0,"[56, 59]",
28.0,Note,Parte_6,1.0,44,
28.0,Rest,Parte_7,4.0,0,
29.0,Rest,Parte_1,3.0,0,
29.0,Rest,Parte_2,3.0,0,
29.0,Chord,Parte_4,0.75,"[56, 59, 61]",
29.0,Rest,Parte_5,3.0,0,
29.0,Note,Parte_6,0.75,40,
29.75,Chord,Parte_4,0.25,"[56, 59, 61]",
29.75,Note,Parte_6,0.25,40,
30.0,Chord,Parte_4,1.0,"[54, 59, 61]",
30.0,Note,Parte_6,1.0,42,
31.0,Chord,Parte_4,0.75,"[52, 54, 58, 61]",
31.0,Chord,Parte_6,0.75,"[30, 42]",
31.75,Chord,Parte_4,0.25,"[52, 54, 58, 61]",
31.75,Chord,Parte_6,0.25,"[30, 42]",
32.0,Rest,Parte_1,3.0,0,
32.0,Rest,Parte_2,3.0,0,
32.0,Rest,Parte_3,4.0,0,
32.0,Chord,Parte_4,1.0,"[51, 54, 59]",
32.0,Rest,Parte_5,3.0,0,
32.0,Chord,Parte_6,1.0,"[35, 47]",
32.0,Rest,Parte_7,4.0,0,
33.0,Chord,Parte_4,1.0,"[51, 54, 59]",
33.0,Chord,Parte_6,1.0,"[35, 47]",
34.0,Chord,Parte_4,1.0,"[51, 54, 59]",
34.0,Chord,Parte_6,1.0,"[35, 47]",
35.0,Note,Parte_1,0.75,66,
35.0,Rest,Parte_2,1.0,0,
35.0,Rest,Parte_4,1.0,0,
35.0,Note,Parte_5,0.75,54,
35.0,Rest,Parte_6,1.0,0,
35.75,Note,Parte_1,0.25,66,
35.75,Note,Parte_5,0.25,54,
36.0,Note,Parte_1,1.0,66,
36.0,Rest,Parte_2,4.0,0,
36.0,Rest,Parte_3,4.0,0,
36.0,Chord,Parte_4,1.0,"[54, 59, 62]",
36.0,Note,Parte_5,4.0,47,
36.0,Note,Parte_6,2.0,35,
36.0,Rest,Parte_7,4.0,0,
37.0,Note,Parte_1,0.75,66,
37.0,Chord,Parte_4,0.75,"[54, 59, 62]",
37.75,Note,Parte_1,0.25,66,
37.75,Chord,Parte_4,0.25,"[54, 59, 62]",
38.0,Note,Parte_1,0.75,66,
38.0,Chord,Parte_4,0.75,"[54, 59, 62]",
38.0,Note,Parte_6,2.0,35,
38.75,Note,Parte_1,0.25,66,
38.75,Chord,Parte_4,0.25,"[54, 59, 62]",
39.0,Note,Parte_1,0.75,66,
39.0,Chord,Parte_4,0.75,"[54, 58, 61]",
39.75,Note,Parte_1,0.25,66,
39.75,Chord,Parte_4,0.25,"[54, 59, 62]",
40.0,Chord,Parte_1,3.0,"[64, 66]",
40.0,Rest,Parte_2,4.0,0,
40.0,Rest,Parte_3,4.0,0,
40.0,Chord,Parte_4,3.0,"[54, 61]",
40.0,Chord,Parte_5,0.75,"[30, 42]",
40.0,Rest,Parte_6,4.0,0,
40.0,Rest,Parte_7,4.0,0,
40.75,Chord,Parte_5,0.25,"[30, 42]",
41.0,Chord,Parte_5,0.75,"[34, 46]",
41.75,Chord,Parte_5,0.25,"[37, 49]",
42.0,Chord,Parte_5,1.0,"[42, 54]",
43.0,Note,Parte_1,0.75,66,
43.0,Chord,Parte_4,0.75,"[54, 58, 61]",
43.0,Chord,Parte_5,0.75,"[40, 52]",
43.75,Note,Parte_1,0.25,66,
43.75,Chord,Parte_4,0.25,"[54, 58, 61]",
43.75,Chord,Parte_5,0.25,"[40, 52]",
44.0,Note,Parte_1,1.0,66,
44.0,Rest,Parte_2,4.0,0,
44.0,Rest,Parte_3,4.0,0,
44.0,Chord,Parte_4,1.0,"[54, 59, 62]",
44.0,Chord,Parte_5,1.0,"[38, 50]",
44.0,Rest,Parte_6,4.0,0,
44.0,Rest,Parte_7,4.0,0,
45.0,Note,Parte_1,0.75,66,
45.0,Chord,Parte_4,0.75,"[54, 59, 62]",
45.0,Chord,Parte_5,0.75,"[35, 47]",
45.75,Note,Parte_1,0.25,66,
45.75,Chord,Parte_4,0.25,"[54, 59, 62]",
45.75,Chord,Parte_5,0.25,"[35, 47]",
46.0,Note,Parte_1,1.0,66,
46.0,Chord,Parte_4,1.0,"[54, 61, 64]",
46.0,Chord,Parte_5,1.0,"[34, 46]",
47.0,Note,Parte_1,0.75,66,
47.0,Chord,Parte_4,0.75,"[54, 59, 62]",
47.0,Chord,Parte_5,0.75,"[35, 47]",
47.75,Note,Parte_1,0.25,66,
47.75,Chord,Parte_4,0.25,"[54, 59, 62]",
47.75,Chord,Parte_5,0.25,"[35, 47]",
48.0,Note,Parte_1,1.0,66,
48.0,Rest,Parte_2,4.0,0,
48.0,Rest,Parte_3,4.0,0,
48.0,Chord,Parte_4,1.0,"[54, 58, 61]",
48.0,Chord,Parte_5,1.0,"[30, 42]",
48.0,Rest,Parte_6,4.0,0,
48.0,Rest,Parte_7,4.0,0,
49.0,Note,Parte_1,1.0,66,
49.0,Chord,Parte_4,1.0,"[54, 58, 61]",
49.0,Chord,Parte_5,1.0,"[30, 42]",
50.0,Note,Parte_1,1.0,66,
50.0,Chord,Parte_4,1.0,"[54, 58, 61]",
50.0,Chord,Parte_5,1.0,"[30, 42]",
51.0,Note,Parte_1,0.75,66,
51.0,Note,Parte_4,0.75,54,
51.0,Rest,Parte_5,1.0,0,
51.75,Note,Parte_1,0.25,66,
51.75,Note,Parte_4,0.25,54,
52.0,Note,Parte_1,1.0,66,
52.0,Rest,Parte_2,4.0,0,
52.0,Rest,Parte_3,4.0,0,
52.0,Chord,Parte_4,1.0,"[54, 59, 62]",
52.0,Note,Parte_5,4.0,47,
52.0,Note,Parte_6,2.0,35,
52.0,Rest,Parte_7,4.0,0,
53.0,Note,Parte_1,0.75,66,
53.0,Chord,Parte_4,0.75,"[54, 59, 62]",
53.75,Note,Parte_1,0.25,66,
53.75,Chord,Parte_4,0.25,"[54, 59, 62]",
54.0,Note,Parte_1,0.75,66,
54.0,Chord,Parte_4,0.75,"[54, 59, 62]",
54.0,Note,Parte_6,2.0,35,
54.75,Note,Parte_1,0.25,66,
54.75,Chord,Parte_4,0.25,"[54, 59, 62]",
55.0,Note,Parte_1,0.75,64,
55.0,Chord,Parte_4,0.75,"[52, 59, 61]",
55.75,Note,Parte_1,0.25,66,
55.75,Chord,Parte_4,0.25,"[54, 59, 62]",
56.0,Chord,Parte_1,3.0,"[64, 67]",
56.0,Rest,Parte_2,3.0,0,
56.0,Rest,Parte_3,4.0,0,
56.0,Chord,Parte_4,3.0,"[55, 59]",
56.0,Note,Parte_5,0.75,40,
56.0,Rest,Parte_6,4.0,0,
56.0,Rest,Parte_7,4.0,0,
56.75,Note,Parte_5,0.25,40,
57.0,Note,Parte_5,0.75,43,
57.75,Note,Parte_5,0.25,47,
58.0,Note,Parte_5,1.0,52,
59.0,Chord,Parte_1,0.75,"[55, 59, 64, 67]",
59.0,Rest,Parte_2,1.0,0,
59.0,Rest,Parte_4,1.0,0,
59.0,Chord,Parte_5,0.75,"[43, 52]",
59.75,Chord,Parte_1,0.25,"[55, 59, 64, 67]",
59.75,Chord,Parte_5,0.25,"[43, 52]",
60.0,Chord,Parte_1,1.0,"[57, 62, 66]",
60.0,Rest,Parte_2,4.0,0,
60.0,Rest,Parte_3,4.0,0,
60.0,Chord,Parte_4,1.0,"[45, 50, 54]",
60.0,Rest,Parte_5,4.0,0,
60.0,Rest,Parte_6,4.0,0,
60.0,Rest,Parte_7,4.0,0,
61.0,Chord,Parte_1,0.75,"[57, 62, 66]",
61.0,Chord,Parte_4,0.75,"[45, 50, 54]",
61.75,Chord,Parte_1,0.25,"[57, 62, 66]",
61.75,Chord,Parte_4,0.25,"[45, 50, 54]",
62.0,Chord,Parte_1,1.0,"[57, 61, 64]",
62.0,Chord,Parte_4,1.0,"[45, 49, 52]",
63.0,Chord,Parte_1,0.75,"[57, 61, 64, 69]",
63.0,Chord,Parte_4,0.75,"[45, 49, 52]",
63.75,Chord,Parte_1,0.25,"[57, 61, 64, 69]",
63.75,Chord,Parte_4,0.25,"[45, 49, 52]",
64.0,Note,Parte_1,1.0,62,
64.0,Rest,Parte_2,4.0,0,
64.0,Rest,Parte_3,4.0,0,
64.0,Chord,Parte_4,1.0,"[38, 50]",
64.0,Rest,Parte_5,4.0,0,
64.0,Rest,Parte_6,4.0,0,
64.0,Rest,Parte_7,4.0,0,
65.0,Note,Parte_1,1.0,62,
65.0,Chord,Parte_4,1.0,"[38, 50]",
66.0,Note,Parte_1,1.0,62,
66.0,Chord,Parte_4,1.0,"[38, 50]",
67.0,Chord,Parte_1,0.75,"[65, 71]",
67.0,Chord,Parte_4,0.75,"[50, 56]",
67.75,Chord,Parte_1,0.25,"[65, 71]",
67.75,Chord,Parte_4,0.25,"[50, 56]",
68.0,Chord,Parte_1,2.0,"[65, 71]",
68.0,Rest,Parte_2,4.0,0,
68.0,Rest,Parte_3,4.0,0,
68.0,Note,Parte_4,2.0,56,
68.0,Note,Parte_5,1.0,50,
68.0,Rest,Parte_6,4.0,0,
68.0,Rest,Parte_7,4.0,0,
69.0,Note,Parte_5,1.0,50,
70.0,Chord,Parte_1,1.0,"[65, 70]",
70.0,Note,Parte_4,1.0,58,
70.0,Note,Parte_5,1.0,50,
71.0,Chord,Parte_1,1.0,"[65, 68]",
71.0,Note,Parte_4,1.0,59,
71.0,Note,Parte_5,1.0,50,
72.0,Chord,Parte_1,0.75,"[63, 67]",
72.0,Rest,Parte_2,4.0,0,
72.0,Rest,Parte_3,4.0,0,
72.0,Note,Parte_4,0.75,58,
72.0,Note,Parte_5,0.75,51,
72.0,Rest,Parte_6,4.0,0,
72.0,Rest,Parte_7,4.0,0,
72.75,Chord,Parte_1,0.25,"[65, 71]",
72.75,Note,Parte_4,0.25,56,
72.75,Note,Parte_5,0.25,50,
73.0,Chord,Parte_1,2.0,"[65, 71]",
73.0,Note,Parte_4,2.0,56,
73.0,Note,Parte_5,1.0,50,
74.0,Note,Parte_5,1.0,50,
75.0,Chord,Parte_1,0.75,"[65, 70]",
75.0,Note,Parte_4,0.75,58,
75.0,Note,Parte_5,0.75,50,
75.75,Chord,Parte_1,0.25,"[65, 68]",
75.75,Note,Parte_4,0.25,59,
75.75,Note,Parte_5,0.25,50,
76.0,Chord,Parte_1,0.75,"[63, 67]",
76.0,Rest,Parte_2,4.0,0,
76.0,Rest,Parte_3,4.0,0,
76.0,Note,Parte_4,0.75,58,
76.0,Note,Parte_5,0.75,51,
76.0,Rest,Parte_6,4.0,0,
76.0,Rest,Parte_7,4.0,0,
76.75,Chord,Parte_1,0.25,"[65, 71]",
76.75,Note,Parte_4,0.25,56,
76.75,Note,Parte_5,0.25,50,
77.0,Chord,Parte_1,0.75,"[65, 71]",
77.0,Note,Parte_4,0.75,56,
77.0,Note,Parte_5,0.75,50,
77.75,Chord,Parte_1,0.25,"[65, 71]",
77.75,Note,Parte_4,0.25,56,
77.75,Note,Parte_5,0.25,50,
78.0,Chord,Parte_1,0.75,"[65, 71]",
78.0,Note,Parte_4,0.75,56,
78.0,Note,Parte_5,0.75,50,
78.75,Chord,Parte_1,0.25,"[65, 71]",
78.75,Note,Parte_4,0.25,56,
78.75,Note,Parte_5,0.25,50,
79.0,Chord,Parte_1,0.75,"[65, 70]",
79.0,Note,Parte_4,0.75,58,
79.0,Note,Parte_5,0.75,50,
79.75,Chord,Parte_1,0.25,"[65, 68]",
79.75,Note,Parte_4,0.25,59,
79.75,Note,Parte_5,0.25,50,
80.0,Chord,Parte_1,1.0,"[63, 67]",
80.0,Rest,Parte_2,1.0,0,
80.0,Rest,Parte_3,4.0,0,
80.0,Note,Parte_4,1.0,58,
80.0,Note,Parte_5,1.0,51,
80.0,Rest,Parte_6,4.0,0,
80.0,Rest,Parte_7,4.0,0,
81.0,Note,Parte_1,2.0,64,
81.0,Rest,Parte_2,3.0,0,
81.0,Note,Parte_4,2.0,52,
81.0,Rest,Parte_5,3.0,0,
83.0,Note,Parte_1,0.25,63,
83.0,Note,Parte_4,0.25,51,
83.25,Note,Parte_1,0.25,61,
83.25,Note,Parte_4,0.25,49,
83.5,Note,Parte_1,0.25,59,
83.5,Note,Parte_4,0.25,47,
83.75,Note,Parte_1,0.25,58,
83.75,Note,Parte_4,0.25,46,
84.0,Note,Parte_1,1.0,56,
84.0,Rest,Parte_2,1.0,0,
84.0,Rest,Parte_3,4.0,0,
84.0,Rest,Parte_4,1.0,0,
84.0,Note,Parte_5,4.0,44,
84.0,Note,Parte_6,2.0,32,
84.0,Rest,Parte_7,4.0,0,
85.0,Note,Parte_1,0.75,63,
85.0,Rest,Parte_2,3.0,0,
85.0,Chord,Parte_4,0.75,"[51, 56, 59]",
85.75,Note,Parte_1,0.25,63,
85.75,Chord,Parte_4,0.25,"[51, 56, 59]",
86.0,Note,Parte_1,0.75,63,
86.0,Chord,Parte_4,0.75,"[51, 56, 59]",
86.0,Note,Parte_6,2.0,32,
86.75,Note,Parte_1,0.25,63,
86.75,Chord,Parte_4,0.25,"[51, 56, 59]",
87.0,Note,Parte_1,0.75,63,
87.0,Chord,Parte_4,0.75,"[51, 55, 58]",
87.75,Note,Parte_1,0.25,63,
87.75,Chord,Parte_4,0.25,"[51, 56, 59]",
88.0,Note,Parte_1,3.0,63,
88.0,Rest,Parte_2,4.0,0,
88.0,Rest,Parte_3,4.0,0,
88.0,Chord,Parte_4,3.0,"[51, 58, 61]",
88.0,Note,Parte_5,0.75,39,
88.0,Rest,Parte_6,4.0,0,
88.0,Rest,Parte_7,4.0,0,
88.75,Note,Parte_5,0.25,39,
89.0,Note,Parte_5,0.75,43,
89.75,Note,Parte_5,0.25,46,
90.0,Note,Parte_5,1.0,51,
91.0,Note,Parte_1,0.75,63,
91.0,Chord,Parte_4,0.75,"[51, 55, 58]",
91.0,Note,Parte_5,0.75,49,
91.75,Note,Parte_1,0.25,63,
91.75,Chord,Parte_4,0.25,"[51, 55, 58]",
91.75,Note,Parte_5,0.25,49,
92.0,Note,Parte_1,1.0,63,
92.0,Rest,Parte_2,4.0,0,
92.0,Rest,Parte_3,4.0,0,
92.0,Chord,Parte_4,1.0,"[51, 56, 59]",
92.0,Note,Parte_5,1.0,47,
92.0,Rest,Parte_6,4.0,0,
92.0,Rest,Parte_7,4.0,0,
93.0,Note,Parte_1,0.75,63,
93.0,Chord,Parte_4,0.75,"[51, 56, 59]",
93.0,Note,Parte_5,0.75,44,
93.75,Note,Parte_1,0.25,63,
93.75,Chord,Parte_4,0.25,"[51, 56, 59]",
93.75,Note,Parte_5,0.25,44,
94.0,Note,Parte_1,1.0,63,
94.0,Chord,Parte_4,1.0,"[51, 58, 61]",
94.0,Note,Parte_5,1.0,43,
95.0,Note,Parte_1,0.75,63,
95.0,Chord,Parte_4,0.75,"[51, 56, 59]",
95.0,Note,Parte_5,0.75,44,
95.75,Note,Parte_1,0.25,63,
95.75,Chord,Parte_4,0.25,"[51, 56, 59]",
95.75,Note,Parte_5,0.25,44,
96.0,Note,Parte_1,1.0,63,
96.0,Rest,Parte_2,4.0,0,
96.0,Rest,Parte_3,4.0,0,
96.0,Chord,Parte_4,1.0,"[51, 55, 58]",
96.0,Note,Parte_5,1.0,39,
96.0,Rest,Parte_6,4.0,0,
96.0,Rest,Parte_7,4.0,0,
97.0,Note,Parte_1,1.0,63,
97.0,Chord,Parte_4,1.0,"[51, 55, 58]",
97.0,Note,Parte_5,1.0,39,
98.0,Note,Parte_1,1.0,63,
98.0,Chord,Parte_4,1.0,"[51, 55, 58]",
98.0,Note,Parte_5,1.0,39,
99.0,Note,Parte_1,0.75,63,
99.0,Note,Parte_4,0.75,51,
99.0,Rest,Parte_5,1.0,0,
99.75,Note,Parte_1,0.25,63,
99.75,Note,Parte_4,0.25,51,
100.0,Note,Parte_1,1.0,63,
100.0,Rest,Parte_2,4.0,0,
100.0,Rest,Parte_3,4.0,0,
100.0,Chord,Parte_4,1.0,"[51, 56, 59]",
100.0,Note,Parte_5,4.0,44,
100.0,Note,Parte_6,2.0,32,
100.0,Rest,Parte_7,4.0,0,
101.0,Note,Parte_1,0.75,63,
101.0,Chord,Parte_4,0.75,"[51, 56, 59]",
101.75,Note,Parte_1,0.25,63,
101.75,Chord,Parte_4,0.25,"[51, 56, 59]",
102.0,Note,Parte_1,0.75,63,
102.0,Chord,Parte_4,0.75,"[51, 56, 59]",
102.0,Note,Parte_6,2.0,32,
102.75,Note,Parte_1,0.25,63,
102.75,Chord,Parte_4,0.25,"[51, 56, 59]",
103.0,Note,Parte_1,0.75,61,
103.0,Chord,Parte_4,0.75,"[49, 56, 58]",
103.75,Note,Parte_1,0.25,63,
103.75,Chord,Parte_4,0.25,"[51, 56, 59]",
104.0,Note,Parte_1,3.0,64,
104.0,Rest,Parte_2,4.0,0,
104.0,Rest,Parte_3,4.0,0,
104.0,Chord,Parte_4,3.0,"[52, 56, 61]",
104.0,Note,Parte_5,0.75,37,
104.0,Rest,Parte_6,4.0,0,
104.0,Rest,Parte_7,4.0,0,
104.75,Note,Parte_5,0.25,37,
105.0,Note,Parte_5,0.75,40,
105.75,Note,Parte_5,0.25,44,
106.0,Note,Parte_5,1.0,49,
107.0,Note,Parte_1,1.0,64,
107.0,Chord,Parte_4,1.0,"[52, 56, 61]",
107.0,Rest,Parte_5,1.0,0,
108.0,Chord,Parte_1,3.0,"[61, 64, 69, 73]",
108.0,Rest,Parte_2,4.0,0,
108.0,Rest,Parte_3,4.0,0,
108.0,Rest,Parte_4,0.75,0,
108.0,Rest,Parte_5,4.0,0,
108.0,Rest,Parte_6,4.0,0,
108.0,Rest,Parte_7,4.0,0,
108.75,Chord,Parte_4,0.25,"[33, 45]",
109.0,Chord,Parte_4,0.75,"[37, 49]",
109.75,Chord,Parte_4,0.25,"[40, 52]",
110.0,Chord,Parte_4,1.0,"[45, 57]",
111.0,Chord,Parte_1,1.0,"[61, 64, 69, 73]",
111.0,Rest,Parte_4,1.0,0,
112.0,Chord,Parte_1,3.0,"[70, 73, 75, 82]",
112.0,Rest,Parte_2,4.0,0,
112.0,Rest,Parte_3,4.0,0,
112.0,Rest,Parte_4,0.75,0,
112.0,Rest,Parte_5,4.0,0,
112.0,Rest,Parte_6,4.0,0,
112.0,Rest,Parte_7,4.0,0,
112.75,Chord,Parte_4,0.25,"[43, 55]",
113.0,Chord,Parte_4,0.75,"[46, 58]",
113.75,Chord,Parte_4,0.25,"[51, 63]",
114.0,Chord,Parte_4,1.0,"[55, 67]",
115.0,Chord,Parte_1,1.0,"[70, 73, 75, 82]",
115.0,Chord,Parte_4,1.0,"[43, 55]",
116.0,Chord,Parte_1,1.0,"[71, 75, 83]",
116.0,Rest,Parte_2,4.0,0,
116.0,Rest,Parte_3,4.0,0,
116.0,Chord,Parte_4,1.0,"[44, 56]",
116.0,Rest,Parte_5,4.0,0,
116.0,Rest,Parte_6,4.0,0,
116.0,Rest,Parte_7,4.0,0,
117.0,Rest,Parte_1,1.0,0,
117.0,Rest,Parte_4,1.0,0,
118.0,Chord,Parte_1,1.0,"[70, 73, 76, 82]",
118.0,Chord,Parte_4,1.0,"[37, 49]",
119.0,Chord,Parte_1,1.0,"[67, 70, 73, 79]",
119.0,Chord,Parte_4,1.0,"[39, 51]",
120.0,Chord,Parte_1,1.0,"[68, 71, 80]",
120.0,Rest,Parte_2,4.0,0,
120.0,Rest,Parte_3,4.0,0,
120.0,Rest,Parte_4,1.0,0,
120.0,Chord,Parte_5,1.0,"[32, 44]",
120.0,Rest,Parte_6,4.0,0,
120.0,Rest,Parte_7,4.0,0,
121.0,Rest,Parte_1,2.0,0,
121.0,Chord,Parte_4,1.0,"[47, 51, 56]",
121.0,Chord,Parte_5,1.0,"[32, 44]",
122.0,Note,Parte_4,1.0,44,
122.0,Note,Parte_5,1.0,32,
123.0,Rest,Parte_1,1.0,0,
123.0,Rest,Parte_4,1.0,0,
123.0,Rest,Parte_5,1.0,0,
124.0,Rest,Parte_1,2.0,0,
124.0,Rest,Parte_2,4.0,0,
124.0,Rest,Parte_3,4.0,0,
124.0,Note,Parte_4,0.125,60,
124.0,Note,Parte_5,0.125,32,
124.0,Rest,Parte_6,4.0,0,
124.0,Rest,Parte_7,4.0,0,
124.125,Note,Parte_4,0.125,51,
124.125,Note,Parte_5,0.125,44,
124.25,Note,Parte_4,0.125,60,
124.25,Note,Parte_5,0.125,32,
124.375,Note,Parte_4,0.125,51,
124.375,Note,Parte_5,0.125,44,
124.5,Note,Parte_4,0.125,60,
124.5,Note,Parte_5,0.125,32,
124.625,Note,Parte_4,0.125,51,
124.625,Note,Parte_5,0.125,44,
124.75,Note,Parte_4,0.125,60,
124.75,Note,Parte_5,0.125,32,
124.875,Note,Parte_4,0.125,51,
124.875,Note,Parte_5,0.125,44,
125.0,Note,Parte_4,0.125,60,
125.0,Note,Parte_5,0.125,32,
125.125,Note,Parte_4,0.125,51,
125.125,Note,Parte_5,0.125,44,
125.25,Note,Parte_4,0.125,60,
125.25,Note,Parte_5,0.125,32,
125.375,Note,Parte_4,0.125,51,
125.375,Note,Parte_5,0.125,44,
125.5,Note,Parte_4,0.125,60,
125.5,Note,Parte_5,0.125,32,
125.625,Note,Parte_4,0.125,51,
125.625,Note,Parte_5,0.125,44,
125.75,Note,Parte_4,0.125,60,
125.75,Note,Parte_5,0.125,32,
125.875,Note,Parte_4,0.125,51,
125.875,Note,Parte_5,0.125,44,
126.0,Rest,Parte_1,0.5,0,
126.0,Chord,Parte_4,0.5,"[48, 56]",
126.0,Note,Parte_5,0.5,32,
126.5,Rest,Parte_1,0.25,0,
126.5,Rest,Parte_4,1.5,0,
126.5,Rest,Parte_5,0.25,0,
126.75,Chord,Parte_1,0.25,"[68, 72]",
126.75,Chord,Parte_5,0.25,"[56, 60]",
127.0,Chord,Parte_1,0.5,"[72, 75]",
127.0,Chord,Parte_5,0.5,"[60, 63]",
