0.0,Tempo,34.0
0.0,Formula de Compasso,2/2
0.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 56, None], ['Note', 0.5, 61, None], ['Note', 0.5, 64, None]]"
17.0,Tuplet 3:2,Parte_3,"[['Note', 0.5, 56, None], ['Rest', 1.0, 0, None], ['Note', 0.5, 56, None], ['Rest', 1.0, 0, None], ['Note', 0.5, 56, None], ['Rest', 1.0, 0, None], ['Note', 0.5, 56, None], ['Rest', 1.0, 0, None], ['Note', 0.5, 56, None], ['Rest', 1.0, 0, None], ['Note', 0.5, 56, None], ['Rest', 1.0, 0, None], ['Note', 0.5, 56, None], ['Rest', 1.0, 0, None], ['Note', 0.5, 56, None], ['Rest', 1.0, 0, None], ['Note', 0.5, 56, None], ['Rest', 1.0, 0, None], ['Note', 0.5, 57, None], ['Rest', 1.0, 0, None], ['Note', 0.5, 57, None], ['Rest', 1.0, 0, None], ['Note', 0.5, 56, None], ['Note', 0.5, 59, None], ['Rest', 0.5, 0, None], ['Note', 0.5, 56, None], ['Note', 0.5, 59, None], ['Rest', 0.5, 0, None], ['Note', 0.5, 57, None], ['Note', 0.5, 59, None], ['Rest', 0.5, 0, None], ['Note', 0.5, 57, None], ['Note', 0.5, 59, None], ['Rest', 0.5, 0, None], ['Note', 0.5, 56, None], ['Note', 0.5, 59, None], ['Rest', 0.5, 0, None], ['Note', 0.5, 56, None], ['Note', 0.5, 59, None], ['Rest', 0.5, 0, None], ['Note', 0.5, 56, None], ['Note', 0.5, 59, None], ['Rest', 0.5, 0, None], ['Note', 0.5, 56, None], ['Note', 0.5, 59, None], ['Rest', 0.5, 0, None], ['Note', 0.5, 55, None], ['Note', 0.5, 59, None], ['Rest', 0.5, 0, None], ['Note', 0.5, 55, None], ['Note', 0.5, 59, None], ['Rest', 0.5, 0, None], ['Note', 0.5, 55, None], ['Note', 0.5, 59, None], ['Rest', 0.5, 0, None], ['Note', 0.5, 55, None], ['Note', 0.5, 59, None], ['Rest', 0.5, 0, None], ['Note', 0.5, 55, None], ['Note', 0.5, 59, None], ['Rest', 0.5, 0, None], ['Note', 0.5, 55, None], ['Note', 0.5, 59, None], ['Rest', 0.5, 0, None], ['Note', 0.5, 55, None], ['Note', 0.5, 59, None], ['Rest', 0.5, 0, None], ['Note', 0.5, 55, None], ['Note', 0.5, 59, None], ['Rest', 0.5, 0, None], ['Note', 0.5, 55, None], ['Note', 0.5, 60, None], ['Rest', 0.5, 0, None], ['Note', 0.5, 55, None], ['Note', 0.5, 59, None], ['Rest', 0.5, 0, None], ['Note', 0.5, 55, None], ['Note', 0.5, 61, None], ['Rest', 0.5, 0, None], ['Note', 0.5, 54, None], ['Note', 0.5, 61, None], ['Note', 0.5, 64, None]]"
18.0,Tuplet 3:2,Parte_1,"[['Rest', 0.5, 0, None], ['Note', 0.5, 61, None], ['Note', 0.5, 64, None]]"
18.0,Rest,Parte_2,1.0,0,
19.0,Tuplet 3:2,Parte_1,"[['Rest', 0.5, 0, None], ['Note', 0.5, 61, None], ['Note', 0.5, 64, None]]"
19.0,Note,Parte_2,0.75,68,
19.75,Note,Parte_2,0.25,68,
20.0,Tuplet 3:2,Parte_1,"[['Rest', 0.5, 0, None], ['Note', 0.5, 63, None], ['Note', 0.5, 66, None]]"
20.0,Note,Parte_2,3.0,68,
20.0,Chord,Parte_4,4.0,"[36, 44, 48]",
20.0,Rest,Parte_5,4.0,0,
20.0,Rest,Parte_6,4.0,0,
21.0,Tuplet 3:2,Parte_1,"[['Rest', 0.5, 0, None], ['Note', 0.5, 63, None], ['Note', 0.5, 66, None]]"
22.0,Tuplet 3:2,Parte_1,"[['Rest', 0.5, 0, None], ['Note', 0.5, 63, None], ['Note', 0.5, 66, None]]"
23.0,Tuplet 3:2,Parte_1,"[['Rest', 0.5, 0, None], ['Note', 0.5, 63, None], ['Note', 0.5, 66, None]]"
23.0,Note,Parte_2,0.75,68,
23.75,Note,Parte_2,0.25,68,
24.0,Tuplet 3:2,Parte_1,"[['Rest', 0.5, 0, None], ['Note', 0.5, 61, None], ['Note', 0.5, 64, None]]"
24.0,Note,Parte_2,2.0,68,
24.0,Chord,Parte_4,2.0,"[37, 49]",
24.0,Rest,Parte_5,4.0,0,
24.0,Rest,Parte_6,4.0,0,
25.0,Tuplet 3:2,Parte_1,"[['Rest', 0.5, 0, None], ['Note', 0.5, 61, None], ['Note', 0.5, 64, None]]"
26.0,Tuplet 3:2,Parte_1,"[['Rest', 0.5, 0, None], ['Note', 0.5, 61, None], ['Note', 0.5, 66, None]]"
26.0,Note,Parte_2,2.0,69,
26.0,Chord,Parte_4,2.0,"[30, 42]",
27.0,Tuplet 3:2,Parte_1,"[['Rest', 0.5, 0, None], ['Note', 0.5, 61, None], ['Note', 0.5, 66, None]]"
28.0,Tuplet 3:2,Parte_1,"[['Rest', 1.0, 0, None], ['Note', 0.5, 64, None]]"
28.0,Note,Parte_2,2.0,68,
28.0,Chord,Parte_4,2.0,"[35, 47]",
28.0,Rest,Parte_5,4.0,0,
28.0,Rest,Parte_6,4.0,0,
29.0,Tuplet 3:2,Parte_1,"[['Rest', 1.0, 0, None], ['Note', 0.5, 64, None]]"
30.0,Tuplet 3:2,Parte_1,"[['Rest', 1.0, 0, None], ['Note', 0.5, 63, None]]"
30.0,Note,Parte_2,1.0,66,
30.0,Chord,Parte_4,2.0,"[35, 47]",
31.0,Tuplet 3:2,Parte_1,"[['Rest', 1.0, 0, None], ['Note', 0.5, 63, None]]"
31.0,Note,Parte_2,1.0,71,
32.0,Tuplet 3:2,Parte_1,"[['Rest', 1.0, 0, None], ['Note', 0.5, 64, None]]"
32.0,Note,Parte_2,1.0,64,
32.0,Chord,Parte_4,4.0,"[40, 52]",
32.0,Rest,Parte_5,4.0,0,
32.0,Rest,Parte_6,4.0,0,
33.0,Tuplet 3:2,Parte_1,"[['Rest', 1.0, 0, None], ['Note', 0.5, 64, None]]"
33.0,Rest,Parte_2,1.0,0,
34.0,Tuplet 3:2,Parte_1,"[['Rest', 1.0, 0, None], ['Note', 0.5, 64, None]]"
34.0,Rest,Parte_2,2.0,0,
35.0,Tuplet 3:2,Parte_1,"[['Rest', 1.0, 0, None], ['Note', 0.5, 64, None]]"
36.0,Tuplet 3:2,Parte_1,"[['Rest', 1.0, 0, None], ['Note', 0.5, 64, None]]"
36.0,Rest,Parte_2,2.0,0,
36.0,Chord,Parte_4,4.0,"[40, 52]",
36.0,Rest,Parte_5,4.0,0,
36.0,Rest,Parte_6,4.0,0,
37.0,Tuplet 3:2,Parte_1,"[['Rest', 1.0, 0, None], ['Note', 0.5, 64, None]]"
38.0,Tuplet 3:2,Parte_1,"[['Rest', 1.0, 0, None], ['Note', 0.5, 64, None]]"
38.0,Rest,Parte_2,1.0,0,
39.0,Tuplet 3:2,Parte_1,"[['Rest', 1.0, 0, None], ['Note', 0.5, 64, None]]"
39.0,Note,Parte_2,0.75,67,
39.75,Note,Parte_2,0.25,67,
40.0,Tuplet 3:2,Parte_1,"[['Rest', 1.0, 0, None], ['Note', 0.5, 65, None]]"
40.0,Note,Parte_2,3.0,67,
40.0,Chord,Parte_4,4.0,"[38, 50]",
40.0,Rest,Parte_5,4.0,0,
40.0,Rest,Parte_6,4.0,0,
41.0,Tuplet 3:2,Parte_1,"[['Rest', 1.0, 0, None], ['Note', 0.5, 65, None]]"
42.0,Tuplet 3:2,Parte_1,"[['Rest', 1.0, 0, None], ['Note', 0.5, 65, None]]"
43.0,Tuplet 3:2,Parte_1,"[['Rest', 1.0, 0, None], ['Note', 0.5, 65, None]]"
43.0,Note,Parte_2,0.75,67,
43.75,Note,Parte_2,0.25,67,
44.0,Tuplet 3:2,Parte_1,"[['Rest', 1.0, 0, None], ['Note', 0.5, 64, None]]"
44.0,Note,Parte_2,3.0,67,
44.0,Chord,Parte_4,1.0,"[36, 48]",
44.0,Rest,Parte_5,4.0,0,
44.0,Rest,Parte_6,4.0,0,
45.0,Tuplet 3:2,Parte_1,"[['Rest', 1.0, 0, None], ['Note', 0.5, 64, None]]"
45.0,Chord,Parte_4,1.0,"[35, 47]",
46.0,Tuplet 3:2,Parte_1,"[['Rest', 1.0, 0, None], ['Note', 0.5, 64, None]]"
46.0,Chord,Parte_4,2.0,"[34, 46]",
47.0,Rest,Parte_1,1.0,0,
47.0,Note,Parte_2,1.0,66,
48.0,Note,Parte_1,2.0,66,
48.0,Rest,Parte_2,4.0,0,
48.0,Tuplet 3:2,Parte_3,"[['Note', 0.5, 54, None], ['Note', 0.5, 59, None], ['Note', 0.5, 62, None]]"
48.0,Chord,Parte_4,2.0,"[35, 47]",
48.0,Rest,Parte_5,4.0,0,
48.0,Rest,Parte_6,4.0,0,
49.0,Tuplet 3:2,Parte_3,"[['Note', 0.5, 54, None], ['Note', 0.5, 59, None], ['Note', 0.5, 62, None]]"
50.0,Note,Parte_1,1.0,67,
50.0,Tuplet 3:2,Parte_3,"[['Note', 0.5, 55, None], ['Note', 0.5, 59, None], ['Note', 0.5, 61, None]]"
50.0,Note,Parte_4,1.0,40,
51.0,Note,Parte_1,1.0,64,
51.0,Tuplet 3:2,Parte_3,"[['Note', 0.5, 52, None], ['Note', 0.5, 59, None], ['Note', 0.5, 61, None]]"
51.0,Note,Parte_4,1.0,43,
52.0,Note,Parte_1,2.0,66,
52.0,Rest,Parte_2,4.0,0,
52.0,Tuplet 3:2,Parte_3,"[['Note', 0.5, 54, None], ['Note', 0.5, 59, None], ['Note', 0.5, 62, None]]"
52.0,Note,Parte_4,2.0,42,
52.0,Rest,Parte_5,4.0,0,
52.0,Rest,Parte_6,4.0,0,
53.0,Tuplet 3:2,Parte_3,"[['Note', 0.5, 54, None], ['Note', 0.5, 59, None], ['Note', 0.5, 62, None]]"
54.0,Note,Parte_1,2.0,66,
54.0,Tuplet 3:2,Parte_3,"[['Note', 0.5, 54, None], ['Note', 0.5, 58, None], ['Note', 0.5, 61, None]]"
54.0,Chord,Parte_4,2.0,"[30, 42]",
55.0,Tuplet 3:2,Parte_3,"[['Note', 0.5, 54, None], ['Note', 0.5, 58, None], ['Note', 0.5, 61, None]]"
56.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 59, None], ['Note', 0.5, 62, None], ['Note', 0.5, 66, None]]"
56.0,Note,Parte_2,1.0,59,
56.0,Chord,Parte_3,4.0,"[35, 47]",start
56.0,Rest,Parte_4,4.0,0,
56.0,Rest,Parte_5,4.0,0,
56.0,Rest,Parte_6,4.0,0,
57.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 59, None], ['Note', 0.5, 62, None], ['Note', 0.5, 66, None]]"
57.0,Rest,Parte_2,1.0,0,
58.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 59, None], ['Note', 0.5, 63, None], ['Note', 0.5, 66, None]]"
58.0,Rest,Parte_2,1.0,0,
59.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 59, None], ['Note', 0.5, 63, None], ['Note', 0.5, 66, None]]"
59.0,Note,Parte_2,1.0,71,
60.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 59, None], ['Note', 0.5, 64, None], ['Note', 0.5, 67, None]]"
60.0,Note,Parte_2,3.0,72,
60.0,Chord,Parte_3,1.0,"[35, 47]",stop
60.0,Rest,Parte_4,4.0,0,
60.0,Rest,Parte_5,4.0,0,
60.0,Rest,Parte_6,4.0,0,
61.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 59, None], ['Note', 0.5, 64, None], ['Note', 0.5, 67, None]]"
61.0,Chord,Parte_3,1.0,"[40, 52]",
62.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 59, None], ['Note', 0.5, 64, None], ['Note', 0.5, 67, None]]"
62.0,Chord,Parte_3,1.0,"[43, 55]",
63.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 59, None], ['Note', 0.5, 64, None], ['Note', 0.5, 67, None]]"
63.0,Note,Parte_2,1.0,70,
63.0,Chord,Parte_3,1.0,"[40, 52]",
64.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 59, None], ['Note', 0.5, 63, None], ['Note', 0.5, 66, None]]"
64.0,Note,Parte_2,3.0,71,
64.0,Chord,Parte_3,4.0,"[35, 47]",start
64.0,Rest,Parte_4,4.0,0,
64.0,Rest,Parte_5,4.0,0,
64.0,Rest,Parte_6,4.0,0,
65.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 59, None], ['Note', 0.5, 63, None], ['Note', 0.5, 66, None]]"
66.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 59, None], ['Note', 0.5, 63, None], ['Note', 0.5, 66, None]]"
67.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 59, None], ['Note', 0.5, 63, None], ['Note', 0.5, 66, None]]"
67.0,Note,Parte_2,1.0,71,
68.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 59, None], ['Note', 0.5, 64, None], ['Note', 0.5, 67, None]]"
68.0,Note,Parte_2,3.0,72,
68.0,Chord,Parte_3,1.0,"[35, 47]",stop
68.0,Rest,Parte_4,4.0,0,
68.0,Rest,Parte_5,4.0,0,
68.0,Rest,Parte_6,4.0,0,
69.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 59, None], ['Note', 0.5, 64, None], ['Note', 0.5, 67, None]]"
69.0,Chord,Parte_3,1.0,"[40, 52]",
70.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 59, None], ['Note', 0.5, 64, None], ['Note', 0.5, 67, None]]"
70.0,Chord,Parte_3,1.0,"[43, 55]",
71.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 59, None], ['Note', 0.5, 64, None], ['Note', 0.5, 67, None]]"
71.0,Note,Parte_2,1.0,70,
71.0,Chord,Parte_3,1.0,"[40, 52]",
72.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 59, None], ['Note', 0.5, 63, None], ['Note', 0.5, 66, None]]"
72.0,Note,Parte_2,2.0,71,
72.0,Chord,Parte_3,2.0,"[35, 47]",
72.0,Rest,Parte_4,4.0,0,
72.0,Rest,Parte_5,4.0,0,
72.0,Rest,Parte_6,4.0,0,
73.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 59, None], ['Note', 0.5, 63, None], ['Note', 0.5, 66, None]]"
74.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 59, None], ['Note', 0.5, 62, None], ['Note', 0.5, 65, None]]"
74.0,Note,Parte_2,2.0,71,
74.0,Chord,Parte_3,2.0,"[32, 44]",
75.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 59, None], ['Note', 0.5, 62, None], ['Note', 0.5, 65, None]]"
76.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 59, None], ['Note', 0.5, 61, None], ['Note', 0.5, 68, None]]"
76.0,Note,Parte_2,2.0,71,
76.0,Chord,Parte_3,2.0,"[29, 41]",
76.0,Rest,Parte_4,4.0,0,
76.0,Rest,Parte_5,4.0,0,
76.0,Rest,Parte_6,4.0,0,
77.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 59, None], ['Note', 0.5, 61, None], ['Note', 0.5, 68, None]]"
78.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 57, None], ['Note', 0.5, 61, None], ['Note', 0.5, 66, None]]"
78.0,Note,Parte_2,2.0,69,
78.0,Chord,Parte_3,2.0,"[30, 42]",
79.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 57, None], ['Note', 0.5, 61, None], ['Note', 0.5, 66, None]]"
80.0,Note,Parte_1,2.0,67,
80.0,Rest,Parte_2,4.0,0,
80.0,Tuplet 3:2,Parte_3,"[['Note', 0.5, 55, None], ['Note', 0.5, 59, None], ['Note', 0.5, 62, None]]"
80.0,Chord,Parte_4,2.0,"[35, 47]",
80.0,Rest,Parte_5,4.0,0,
80.0,Rest,Parte_6,4.0,0,
81.0,Tuplet 3:2,Parte_3,"[['Note', 0.5, 55, None], ['Note', 0.5, 59, None], ['Note', 0.5, 62, None]]"
82.0,Note,Parte_1,2.0,66,
82.0,Tuplet 3:2,Parte_3,"[['Note', 0.5, 54, None], ['Note', 0.5, 57, None], ['Note', 0.5, 63, None]]"
82.0,Chord,Parte_4,2.0,"[36, 48]",
83.0,Tuplet 3:2,Parte_3,"[['Note', 0.5, 54, None], ['Note', 0.5, 57, None], ['Note', 0.5, 63, None]]"
84.0,Note,Parte_1,2.0,61,
84.0,Rest,Parte_2,4.0,0,
84.0,Tuplet 3:2,Parte_3,"[['Note', 0.5, 49, None], ['Note', 0.5, 54, None], ['Note', 0.5, 57, None]]"
84.0,Note,Parte_4,2.0,37,
84.0,Rest,Parte_5,4.0,0,
84.0,Rest,Parte_6,4.0,0,
85.0,Tuplet 3:2,Parte_3,"[['Note', 0.5, 49, None], ['Note', 0.5, 54, None], ['Note', 0.5, 57, None]]"
86.0,Note,Parte_1,1.0,61,
86.0,Tuplet 3:2,Parte_3,"[['Note', 0.5, 49, None], ['Note', 0.5, 54, None], ['Note', 0.5, 56, None]]"
86.0,Note,Parte_4,2.0,37,
87.0,Note,Parte_1,1.0,61,
87.0,Tuplet 3:2,Parte_3,"[['Note', 0.5, 49, None], ['Note', 0.5, 53, None], ['Note', 0.5, 56, None]]"
88.0,Tuplet 6:5,Parte_1,"[['Rest', 2.0, 0, None], ['Note', 0.5, 66, None]]"
88.0,Rest,Parte_2,2.0,0,
88.0,Tuplet 3:2,Parte_3,"[['Note', 0.5, 54, None], ['Note', 0.5, 57, None], ['Note', 0.5, 61, None]]"
88.0,Rest,Parte_4,2.0,0,
88.0,Chord,Parte_5,4.0,"[30, 37, 42]",
88.0,Rest,Parte_6,4.0,0,
89.0,Tuplet 3:2,Parte_3,"[['Note', 0.5, 57, None], ['Note', 0.5, 61, None], ['Rest', 4.0, 0, None]]"
90.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 61, None], ['Note', 0.5, 66, None], ['Note', 0.5, 69, None]]"
90.0,Rest,Parte_2,1.0,0,
90.0,Rest,Parte_4,2.0,0,
91.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 61, None], ['Note', 0.5, 66, None], ['Note', 0.5, 69, None]]"
91.0,Note,Parte_2,0.75,73,
91.75,Note,Parte_2,0.25,73,
92.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 61, None], ['Note', 0.5, 68, None], ['Note', 0.5, 71, None]]"
92.0,Note,Parte_2,3.0,73,
92.0,Chord,Parte_3,4.0,"[41, 49, 53]",
92.0,Rest,Parte_4,4.0,0,
92.0,Rest,Parte_5,4.0,0,
92.0,Rest,Parte_6,4.0,0,
93.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 61, None], ['Note', 0.5, 68, None], ['Note', 0.5, 71, None]]"
94.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 61, None], ['Note', 0.5, 68, None], ['Note', 0.5, 71, None]]"
95.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 61, None], ['Note', 0.5, 68, None], ['Note', 0.5, 71, None]]"
95.0,Note,Parte_2,0.75,73,
95.75,Note,Parte_2,0.25,73,
96.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 61, None], ['Note', 0.5, 66, None], ['Note', 0.5, 69, None]]"
96.0,Note,Parte_2,2.0,73,
96.0,Chord,Parte_3,2.0,"[42, 54]",
96.0,Rest,Parte_4,4.0,0,
96.0,Rest,Parte_5,4.0,0,
96.0,Rest,Parte_6,4.0,0,
97.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 61, None], ['Note', 0.5, 66, None], ['Note', 0.5, 69, None]]"
98.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 60, None], ['Note', 0.5, 66, None], ['Note', 0.5, 69, None]]"
98.0,Note,Parte_2,1.0,72,
98.0,Chord,Parte_3,1.0,"[39, 51]",
99.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 61, None], ['Note', 0.5, 66, None], ['Note', 0.5, 69, None]]"
99.0,Note,Parte_2,1.0,73,
99.0,Chord,Parte_3,1.0,"[37, 49]",
100.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 63, None], ['Note', 0.5, 66, None], ['Note', 0.5, 68, None]]"
100.0,Note,Parte_2,3.0,75,
100.0,Chord,Parte_3,3.0,"[36, 44, 48]",
100.0,Rest,Parte_4,4.0,0,
100.0,Rest,Parte_5,4.0,0,
100.0,Rest,Parte_6,4.0,0,
101.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 63, None], ['Note', 0.5, 66, None], ['Note', 0.5, 68, None]]"
102.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 63, None], ['Note', 0.5, 66, None], ['Note', 0.5, 68, None]]"
103.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 63, None], ['Note', 0.5, 66, None], ['Note', 0.5, 68, None]]"
103.0,Note,Parte_2,1.0,75,
103.0,Chord,Parte_3,1.0,"[36, 44, 48]",
104.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 64, None], ['Note', 0.5, 68, None], ['Note', 0.5, 73, None]]"
104.0,Note,Parte_2,2.0,76,
104.0,Chord,Parte_3,2.0,"[37, 44, 49]",
104.0,Rest,Parte_4,4.0,0,
104.0,Rest,Parte_5,4.0,0,
104.0,Rest,Parte_6,4.0,0,
105.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 64, None], ['Note', 0.5, 68, None], ['Note', 0.5, 73, None]]"
106.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 63, None], ['Note', 0.5, 66, None], ['Note', 0.5, 69, None]]"
106.0,Note,Parte_2,1.0,75,
106.0,Chord,Parte_3,1.0,"[30, 42]",
107.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 61, None], ['Note', 0.5, 64, None], ['Note', 0.5, 70, None]]"
107.0,Note,Parte_2,1.0,73,
107.0,Chord,Parte_3,1.0,"[31, 43]",
108.0,Tuplet 3:2,Parte_1,"[['Note', 0.5, 72, None], ['Note', 0.5, 60, None], ['Note', 0.5, 63, None]]"
108.0,Rest,Parte_2,1.0,0,
108.0,Rest,Parte_3,1.0,0,
108.0,Chord,Parte_4,4.0,"[32, 44]",
108.0,Rest,Parte_5,4.0,0,
108.0,Rest,Parte_6,4.0,0,
109.0,Note,Parte_1,1.0,68,
109.0,Tuplet 3:2,Parte_2,"[['Note', 0.5, 68, None], ['Note', 0.5, 60, None], ['Note', 0.5, 63, None]]"
109.0,Rest,Parte_3,3.0,0,
110.0,Note,Parte_1,1.0,69,
110.0,Tuplet 3:2,Parte_2,"[['Note', 0.5, 69, None], ['Note', 0.5, 60, None], ['Note', 0.5, 63, None]]"
111.0,Note,Parte_1,1.0,66,
111.0,Tuplet 3:2,Parte_2,"[['Note', 0.5, 66, None], ['Note', 0.5, 60, None], ['Note', 0.5, 63, None]]"
112.0,Tuplet 3:2,Parte_1,"[['Rest', 0.5, 0, None], ['Note', 0.5, 60, None], ['Note', 0.5, 63, None]]"
112.0,Rest,Parte_2,1.0,0,
112.0,Rest,Parte_3,1.0,0,
112.0,Rest,Parte_4,1.0,0,
112.0,Chord,Parte_5,4.0,"[32, 44]",
112.0,Rest,Parte_6,4.0,0,
113.0,Rest,Parte_1,3.0,0,
113.0,Tuplet 3:2,Parte_2,"[['Rest', 0.5, 0, None], ['Note', 0.5, 60, None], ['Note', 0.5, 63, None]]"
113.0,Note,Parte_3,1.0,56,
113.0,Tuplet 3:2,Parte_4,"[['Note', 0.5, 56, None], ['Rest', 1.0, 0, None], ['Note', 0.5, 57, None], ['Rest', 1.0, 0, None], ['Note', 0.5, 54, None], ['Rest', 1.0, 0, None]]"
114.0,Tuplet 3:2,Parte_2,"[['Rest', 0.5, 0, None], ['Note', 0.5, 60, None], ['Note', 0.5, 63, None]]"
114.0,Note,Parte_3,1.0,57,
115.0,Tuplet 3:2,Parte_2,"[['Rest', 0.5, 0, None], ['Note', 0.5, 60, None], ['Note', 0.5, 63, None]]"
115.0,Note,Parte_3,1.0,54,
